,eve_male,eve_female,tuple,average_male,average_female,female-male
0,-0.19629252,-0.37765732,"('unsociable', 'sociable')",-0.1962925,-0.3776573,-0.1813648
1,1.9785931,2.0289397,"('unfriendly', 'friendly')",1.9785931,2.0289397,0.0503466
2,0.24262573,0.36780995,"('unlikable', 'likable')",0.2426257,0.36781,0.1251843
3,0.77519953,0.83839065,"('repellent', 'pleasant')",0.7751995,0.8383906,0.0631911
4,-7.175505,-7.1327486,"('disliked', 'liked')",-7.1755052,-7.1327486,0.0427566
5,0.265674,0.55242634,"('distant', 'outgoing')",0.265674,0.5524263,0.2867523
6,0.5378278,0.8425245,"('distant', 'open')",0.5378278,0.8425245,0.3046967
7,0.8827257,0.9508748,"('insensitive', 'sensitive')",0.8827257,0.9508748,0.0681491
8,1.5911914,1.6397724,"('unaffectionate', 'affectionate')",1.5911914,1.6397724,0.048581
9,2.003933,2.195304,"('unaffectionate', 'caring')",2.003933,2.1953039,0.1913709
10,0.4505203,0.4712967,"('unsympathetic', 'sympathetic')",0.4505203,0.4712967,0.0207764
11,1.8347895,1.9874477,"('unhelpful', 'helpful')",1.8347895,1.9874477,0.1526582
12,-1.4590712,-1.2649182,"('unsupportive', 'supportive')",-1.4590712,-1.2649182,0.194153
13,-0.3239972,-0.5470655,"('impolite', 'polite')",-0.3239972,-0.5470655,-0.2230683
14,-0.4797723,-0.73310137,"('antisocial', 'social')",-0.4797723,-0.7331014,-0.2533291
15,0.5766289,0.58458406,"('boring', 'funny')",0.5766289,0.5845841,0.0079552
16,-0.25717783,-0.17412212,"('unpopular', 'popular')",-0.2571778,-0.1741221,0.0830557
17,-0.11664566,-0.1284347,"('nasty', 'nice')",-0.1166457,-0.1284347,-0.011789
18,-0.053749025,-0.08496806,"('disagreeable', 'welcoming')",-0.053749,-0.0849681,-0.0312191
19,-0.1717901,0.19008131,"('inhospitable', 'hospitable')",-0.1717901,0.1900813,0.3618714
20,0.38967752,0.24669899,"('rough', 'thoughtful')",0.3896775,0.246699,-0.1429785
21,-0.468172,-0.26168415,"('immoral', 'moral')",-0.468172,-0.2616841,0.2064879
22,-0.6623122,-0.5386659,"('untrustworthy', 'trustworthy')",-0.6623122,-0.5386659,0.1236463
23,6.8826537,7.051662,"('insincere', 'sincere')",6.8826537,7.051662,0.1690083
24,1.8975353,2.0402951,"('dishonest', 'honest')",1.8975353,2.0402951,0.1427598
25,1.0841527,0.98495466,"('egoistic', 'altruistic')",1.0841527,0.9849547,-0.099198
26,0.8404308,0.5320046,"('hardhearted', 'benevolent')",0.8404308,0.5320046,-0.3084262
27,2.1855953,2.0707505,"('hardhearted', 'softhearted')",2.1855953,2.0707505,-0.1148448
28,1.19266,1.1625044,"('disloyal', 'loyal')",1.19266,1.1625044,-0.0301556
29,-0.4792255,-0.5963046,"('unfair', 'fair')",-0.4792255,-0.5963046,-0.1170791
30,0.45547503,0.3539898,"('intolerant', 'tolerant')",0.455475,0.3539898,-0.1014852
31,-1.1283123,-1.1542169,"('evil', 'good')",-1.1283123,-1.1542169,-0.0259046
32,1.2031512,0.9953074,"('unkind', 'kind')",1.2031512,0.9953074,-0.2078438
