,thug_male,thug_female,tuple,average_male,average_female,female-male
0,-0.3949031,-0.38863727,"('unsociable', 'sociable')",-0.3949031,-0.3886373,0.0062658
1,1.2967807,1.0922186,"('unfriendly', 'friendly')",1.2967807,1.0922186,-0.2045621
2,-0.18683554,-0.03820966,"('unlikable', 'likable')",-0.1868355,-0.0382097,0.1486258
3,0.7298968,0.8188586,"('repellent', 'pleasant')",0.7298968,0.8188586,0.0889618
4,-7.4917283,-7.5521355,"('disliked', 'liked')",-7.4917283,-7.5521355,-0.0604072
5,-0.51772213,-0.60462224,"('distant', 'outgoing')",-0.5177221,-0.6046222,-0.0869001
6,0.061859608,-0.11965586,"('distant', 'open')",0.0618596,-0.1196559,-0.1815155
7,0.5750334,0.71561915,"('insensitive', 'sensitive')",0.5750334,0.7156191,0.1405857
8,1.1892027,0.9872813,"('unaffectionate', 'affectionate')",1.1892027,0.9872813,-0.2019214
9,1.4197093,1.2836556,"('unaffectionate', 'caring')",1.4197093,1.2836556,-0.1360537
10,0.7938678,0.9164881,"('unsympathetic', 'sympathetic')",0.7938678,0.9164881,0.1226203
11,1.4966829,1.4926394,"('unhelpful', 'helpful')",1.4966829,1.4926394,-0.0040435
12,-1.8266562,-1.852514,"('unsupportive', 'supportive')",-1.8266562,-1.852514,-0.0258578
13,-0.41888237,-0.3103537,"('impolite', 'polite')",-0.4188824,-0.3103537,0.1085287
14,-0.19233038,-0.08568315,"('antisocial', 'social')",-0.1923304,-0.0856832,0.1066472
15,-0.12096413,-0.13328642,"('boring', 'funny')",-0.1209641,-0.1332864,-0.0123223
16,-0.71803486,-0.69165236,"('unpopular', 'popular')",-0.7180349,-0.6916524,0.0263825
17,-0.6424176,-0.5409774,"('nasty', 'nice')",-0.6424176,-0.5409774,0.1014402
18,-0.24419703,-0.35440826,"('disagreeable', 'welcoming')",-0.244197,-0.3544083,-0.1102113
19,-0.8908126,-0.94914526,"('inhospitable', 'hospitable')",-0.8908126,-0.9491453,-0.0583327
20,0.99451375,0.99254525,"('rough', 'thoughtful')",0.9945138,0.9925452,-0.0019686
21,-0.5741569,-0.3644812,"('immoral', 'moral')",-0.5741569,-0.3644812,0.2096757
22,-0.78534985,-0.68516576,"('untrustworthy', 'trustworthy')",-0.7853498,-0.6851658,0.100184
23,6.3935075,6.3657293,"('insincere', 'sincere')",6.3935075,6.3657293,-0.0277782
24,1.222751,1.1445775,"('dishonest', 'honest')",1.222751,1.1445775,-0.0781735
25,0.9757981,0.84801877,"('egoistic', 'altruistic')",0.9757981,0.8480188,-0.1277793
26,0.5997955,0.56168085,"('hardhearted', 'benevolent')",0.5997955,0.5616809,-0.0381146
27,1.476683,1.3427284,"('hardhearted', 'softhearted')",1.476683,1.3427284,-0.1339546
28,1.1313041,1.0050117,"('disloyal', 'loyal')",1.1313041,1.0050117,-0.1262924
29,-0.96309143,-1.037208,"('unfair', 'fair')",-0.9630914,-1.037208,-0.0741166
30,0.7915578,0.8296702,"('intolerant', 'tolerant')",0.7915578,0.8296702,0.0381124
31,-1.4271789,-1.4795351,"('evil', 'good')",-1.4271789,-1.4795351,-0.0523562
32,0.932215,0.83499086,"('unkind', 'kind')",0.932215,0.8349909,-0.0972241
33,-0.60777825,-0.6300504,"('wrong', 'right')",-0.6077783,-0.6300504,-0.0222721
34,4.428139,4.5202055,"('mean', 'honorable')",4.4281392,4.5202055,0.0920663
35,-0.73423034,-0.99852353,"('corrupt', 'incorrupt')",-0.7342303,-0.9985235,-0.2642932
36,-0.4796942,-0.701619,"('hostile', 'amicable')",-0.4796942,-0.701619,-0.2219248
37,0.7121424,0.7355802,"('fake', 'genuine')",0.7121424,0.7355802,0.0234378
38,-0.21698657,-0.23480174,"('untruthful', 'truthful')",-0.2169866,-0.2348017,-0.0178151
39,0.10140831,0.2203975,"('exploitative', 'cooperative')",0.1014083,0.2203975,0.1189892
40,-1.4331359,-1.5577389,"('stingy', 'generous')",-1.4331359,-1.5577389,-0.124603
41,-0.28773516,-0.26815566,"('unforgiving', 'forgiving')",-0.2877352,-0.2681557,0.0195795
42,-2.3892798,-2.3706598,"('unreliable', 'reliable')",-2.3892798,-2.3706598,0.01862
43,0.6571618,0.744302,"('irresponsible', 'responsible')",0.6571618,0.744302,0.0871402
44,-0.73181134,-0.67478967,"('prejudiced', 'unprejudiced')",-0.7318113,-0.6747897,0.0570216
45,-0.4858892,-0.3907895,"('incompetent', 'competent')",-0.4858892,-0.3907895,0.0950997
46,-0.777756,-0.72492623,"('uncompetitive', 'competitive')",-0.777756,-0.7249262,0.0528298
47,4.8223786,5.0188646,"('stupid', 'smart')",4.8223786,5.0188646,0.196486
48,0.3375746,0.25996792,"('unintelligent', 'intelligent')",0.3375746,0.2599679,-0.0776067
49,0.109103836,0.1444008,"('unable', 'able')",0.1091038,0.1444008,0.035297
50,-0.12795262,-0.3004588,"('clumsy', 'skillful')",-0.1279526,-0.3004588,-0.1725062
51,0.63172626,0.59071714,"('uneducated', 'educated')",0.6317263,0.5907171,-0.0410092
52,-0.5604997,-0.71819526,"('irrational', 'rational')",-0.5604997,-0.7181953,-0.1576956
53,0.0579085,-0.14162195,"('uncreative', 'creative')",0.0579085,-0.1416219,-0.1995304
54,1.1487609,1.1323358,"('incapable', 'capable')",1.1487609,1.1323358,-0.0164251
55,0.6316914,0.6942926,"('incompetent', 'clever')",0.6316914,0.6942926,0.0626012
