,williams_male,williams_female,tuple,cos_male,cos_female,average_male,average_female,female-male
0,1.1081748,0.94021857,"('unsociable', 'sociable')",0.46914586,0.18278782,0.7886603,0.5615032,-0.2271571
1,-0.08081831,-0.008000106,"('unfriendly', 'friendly')",-0.123587,-0.2616987,-0.1022027,-0.1348494,-0.0326467
2,1.2732836,1.311896,"('unlikable', 'likable')",0.8760097,0.9130833,1.0746467,1.1124897,0.037843
3,0.85768163,0.9659961,"('repellent', 'pleasant')",0.26014665,0.25379285,0.5589141,0.6098945,0.0509804
4,0.11974275,0.019086573,"('disliked', 'liked')",-3.0742671,-3.234878,-1.4772623,-1.6078957,-0.1306334
5,-0.8125026,-0.65495425,"('distant', 'outgoing')",-1.1289196,-1.1110282,-0.9707111,-0.8829912,0.0877199
6,-0.92781615,-0.6764001,"('distant', 'open')",-1.3614348,-1.3368104,-1.1446254,-1.0066053,0.1380201
7,1.2295215,1.2363249,"('insensitive', 'sensitive')",-0.01984253,-0.035959803,0.6048395,0.6001825,-0.004657
8,-0.7680554,-0.63451433,"('unaffectionate', 'affectionate')",-0.6752017,-0.6842582,-0.7216285,-0.6593863,0.0622422
9,0.62482965,0.7827409,"('unaffectionate', 'caring')",0.11046267,0.036654614,0.3676462,0.4096977,0.0420515
10,1.4435385,1.516417,"('unsympathetic', 'sympathetic')",0.024114277,-0.15626392,0.7338264,0.6800765,-0.0537499
11,0.33934695,0.31213444,"('unhelpful', 'helpful')",1.29318,1.2018111,0.8162634,0.7569728,-0.0592906
12,1.8639919,2.0032642,"('unsupportive', 'supportive')",-0.728564,-0.69767,0.5677139,0.6527971,0.0850832
13,0.838667,0.7595061,"('impolite', 'polite')",0.43846804,0.34457016,0.6385675,0.5520381,-0.0865294
14,1.1755575,0.97303635,"('antisocial', 'social')",0.66140807,0.41296685,0.9184828,0.6930016,-0.2254812
15,-0.50913846,-0.647377,"('boring', 'funny')",0.25855255,0.18670696,-0.125293,-0.230335,-0.105042
16,-0.8009738,-0.791908,"('unpopular', 'popular')",-0.032660764,-0.06510516,-0.4168173,-0.4285066,-0.0116893
17,-0.16936208,-0.113248736,"('nasty', 'nice')",-0.8508416,-0.7636692,-0.5101019,-0.438459,0.0716429
18,-0.49518928,-0.3777985,"('disagreeable', 'welcoming')",-1.3518555,-1.2903061,-0.9235224,-0.8340523,0.0894701
19,-0.31700307,-0.14421722,"('inhospitable', 'hospitable')",-0.7312821,-0.70145136,-0.5241426,-0.4228343,0.1013083
20,0.1546532,0.25254887,"('rough', 'thoughtful')",0.2670788,0.29081333,0.210866,0.2716811,0.0608151
21,1.3939662,1.5023363,"('immoral', 'moral')",-0.29076415,-0.3136679,0.5516011,0.5943342,0.0427331
22,0.39433467,0.34620923,"('untrustworthy', 'trustworthy')",-0.75658816,-0.79128295,-0.1811267,-0.2225369,-0.0414102
23,1.0084376,0.99730426,"('insincere', 'sincere')",2.804449,2.6935058,1.9064434,1.845405,-0.0610384
24,1.2195401,1.243003,"('dishonest', 'honest')",0.00096260756,-0.06671385,0.6102514,0.5881446,-0.0221068
25,-0.19258578,-0.012720383,"('egoistic', 'altruistic')",-0.07248296,0.010624394,-0.1325344,-0.001048,0.1314864
26,-0.34626532,-0.30576855,"('hardhearted', 'benevolent')",0.8506168,0.7484064,0.2521757,0.2213189,-0.0308568
27,-0.18225108,0.09455764,"('hardhearted', 'softhearted')",0.07056466,0.16713382,-0.0558432,0.1308457,0.1866889
28,0.47935915,0.32049665,"('disloyal', 'loyal')",0.16382681,-0.149226,0.321593,0.0856353,-0.2359577
29,-0.7748284,-0.84140867,"('unfair', 'fair')",-1.1532328,-1.2125199,-0.9640306,-1.0269643,-0.0629337
30,1.1770262,1.0979692,"('intolerant', 'tolerant')",0.44460467,0.3749424,0.8108154,0.7364558,-0.0743596
31,-1.2128783,-0.9680541,"('evil', 'good')",-0.9710367,-0.9216953,-1.0919576,-0.9448747,0.1470829
32,0.5306601,0.5482134,"('unkind', 'kind')",0.70421994,0.5534109,0.61744,0.5508121,-0.0666279
33,0.7483149,0.78296643,"('wrong', 'right')",-0.24822971,-0.1970919,0.2500426,0.2929373,0.0428947
34,-0.69397616,-0.50633776,"('mean', 'honorable')",2.393771,2.4806676,0.8498974,0.9871649,0.1372675
35,-1.4800473,-1.5610334,"('corrupt', 'incorrupt')",-1.0066781,-1.0373029,-1.2433627,-1.2991681,-0.0558054
36,-1.2123864,-1.1243567,"('hostile', 'amicable')",-1.021573,-1.1074456,-1.1169796,-1.1159012,0.0010784
37,0.40638745,0.502721,"('fake', 'genuine')",-0.05847641,0.009695016,0.1739555,0.256208,0.0822525
38,0.45615625,0.4425222,"('untruthful', 'truthful')",0.0043282025,-0.018202923,0.2302422,0.2121596,-0.0180826
39,0.48347142,0.46508798,"('exploitative', 'cooperative')",0.9526488,1.0208495,0.7180601,0.7429687,0.0249086
40,0.4370638,0.52630645,"('stingy', 'generous')",-1.4433314,-1.4286914,-0.5031338,-0.4511925,0.0519413
41,0.96657115,1.0155605,"('unforgiving', 'forgiving')",0.28090084,0.19787893,0.623736,0.6067197,-0.0170163
42,0.8386289,0.9769595,"('unreliable', 'reliable')",-1.0970114,-1.0141139,-0.1291913,-0.0185772,0.1106141
43,0.4752994,0.4628663,"('irresponsible', 'responsible')",0.579271,0.5486835,0.5272852,0.5057749,-0.0215103
44,-1.5310385,-1.4260463,"('prejudiced', 'unprejudiced')",-1.180932,-1.0314001,-1.3559853,-1.2287232,0.1272621
45,0.49659336,0.40533414,"('incompetent', 'competent')",0.33349258,0.11915722,0.415043,0.2622457,-0.1527973
46,1.4684834,1.3523514,"('uncompetitive', 'competitive')",-0.1231607,-0.27637517,0.6726614,0.5379881,-0.1346733
47,0.3332239,0.39184952,"('stupid', 'smart')",2.504518,2.5689564,1.4188709,1.4804029,0.061532
48,-0.16729802,-0.16136707,"('unintelligent', 'intelligent')",-0.2345142,-0.3376664,-0.2009061,-0.2495167,-0.0486106
49,-1.1655142,-1.1962421,"('unable', 'able')",-0.5197603,-0.46566856,-0.8426373,-0.8309553,0.011682
50,-0.5407929,-0.5214531,"('clumsy', 'skillful')",-0.09464399,-0.061195087,-0.3177184,-0.2913241,0.0263943
51,0.96430206,0.7844346,"('uneducated', 'educated')",0.2658471,0.10428995,0.6150746,0.4443623,-0.1707123
52,-1.1624548,-1.1940427,"('irrational', 'rational')",-0.6926959,-0.62923914,-0.9275753,-0.9116409,0.0159344
53,0.49885812,0.5479239,"('uncreative', 'creative')",0.2924049,0.17337538,0.3956315,0.3606496,-0.0349819
54,-0.048070952,0.0040005296,"('incapable', 'capable')",0.03553325,0.06430363,-0.0062689,0.0341521,0.040421
55,1.012302,0.9537776,"('incompetent', 'clever')",0.31210363,0.17192045,0.6622028,0.562849,-0.0993538
56,2.2637823,2.106089,"('impractical', 'practical')",1.000199,0.89637184,1.6319907,1.5012305,-0.1307602
57,1.1535103,0.9872334,"('unimaginative', 'imaginative')",-1.5207516,-1.7065061,-0.1836206,-0.3596364,-0.1760158
58,0.069066584,-0.026051,"('undiscriminating', 'discriminating')",0.45752674,0.27604422,0.2632967,0.1249966,-0.1383001
59,-0.45797533,-0.56596434,"('foolish', 'wise')",-0.25527647,-0.17965712,-0.3566259,-0.3728107,-0.0161848
60,1.0432885,1.0347528,"('inefficient', 'efficient')",0.92427945,0.91250837,0.983784,0.9736306,-0.0101534
61,1.1021745,0.9677755,"('illogical', 'logical')",0.38679874,0.24224098,0.7444866,0.6050082,-0.1394784
62,1.4579066,1.4363654,"('incompetent', 'brilliant')",0.75894964,0.78266627,1.1084281,1.1095158,0.0010877
63,0.7377106,0.70367414,"('unperceptive', 'insightful')",0.8453946,0.80632037,0.7915526,0.7549973,-0.0365553
64,0.5618187,0.38652408,"('shy', 'confident')",-2.2413154,-2.2633219,-0.8397483,-0.9383989,-0.0986506
65,0.05069863,-0.11595453,"('insecure', 'secure')",0.3790676,0.30728853,0.2148831,0.095667,-0.1192161
66,-0.03201409,-0.03510383,"('inactive', 'active')",0.22895414,0.16139549,0.09847,0.0631458,-0.0353242
67,0.06425706,-0.02768039,"('doubtful', 'determined')",0.4181521,0.45682973,0.2412046,0.2145747,-0.0266299
68,0.0006992668,-0.09157361,"('dependent', 'independent')",-1.1398445,-1.127291,-0.5695726,-0.6094323,-0.0398597
69,-0.103235915,-0.016532935,"('lazy', 'industrious')",0.11606812,0.16890496,0.0064161,0.076186,0.0697699
70,1.3778217,1.3923453,"('lethargic', 'energetic')",0.2610347,0.27751875,0.8194282,0.834932,0.0155038
71,0.41082054,0.45779392,"('diffident', 'self-confident')",0.24390432,0.24407619,0.3273624,0.350935,0.0235726
72,1.1392548,1.107555,"('unambitious', 'ambitious')",-0.21302325,-0.1440456,0.4631158,0.4817547,0.0186389
73,1.061005,0.9893599,"('helpless', 'self-reliant')",-1.4151572,-1.3517174,-0.1770761,-0.1811787,-0.0041026
74,2.1957834,2.200025,"('undedicated', 'dedicated')",0.5435683,0.5075976,1.3696759,1.3538114,-0.0158645
75,-0.41529617,-0.48912302,"('meek', 'impulsive')",-0.9270361,-0.83738035,-0.6711661,-0.6632517,0.0079144
76,0.5859137,0.561391,"('anxious', 'daring')",0.39989042,0.32440078,0.4929021,0.4428959,-0.0500062
77,0.49828213,0.45697504,"('unmotivated', 'motivated')",-0.21291119,-0.2461379,0.1426855,0.1054186,-0.0372669
78,-0.2977346,-0.21716607,"('nonresilient', 'resilient')",0.14301412,0.1336475,-0.0773602,-0.0417593,0.0356009
79,-0.77450067,-0.78359777,"('wavering', 'unwavering')",-0.8248384,-0.85019636,-0.7996695,-0.816897,-0.0172275
80,0.44365054,0.29440516,"('dominated', 'dominating')",0.49924415,0.4665653,0.4714473,0.3804852,-0.0909621
81,2.0662718,1.9028618,"('submissive', 'aggressive')",0.044239186,0.013689846,1.0552555,0.9582759,-0.0969796
82,-0.73812735,-0.76659685,"('poor', 'rich')",2.8016255,2.6220548,1.031749,0.927729,-0.10402
83,0.27060366,0.12839904,"('powerless', 'powerful')",-0.7100469,-0.7595557,-0.2197216,-0.3155783,-0.0958567
84,0.50993925,0.3594766,"('inferior', 'superior')",0.20756489,0.18134566,0.3587521,0.2704111,-0.088341
85,-0.93102586,-0.8680137,"('insignificant', 'prestigious')",-1.2196566,-1.165176,-1.0753412,-1.0165949,0.0587463
86,1.121189,1.1080467,"('uninfluential', 'influential')",-0.19370107,-0.37797078,0.463744,0.3650379,-0.0987061
87,0.9737125,0.77039313,"('unsuccessful', 'successful')",1.6481493,1.4461497,1.3109308,1.1082714,-0.2026594
88,0.026031122,-0.106092975,"('low', 'eminent')",-0.5720419,-0.71692187,-0.2730054,-0.4115074,-0.138502
