,gathering_male,gathering_female,tuple,average_male,average_female,female-male
0,0.49410814,0.42953086,"('unsociable', 'sociable')",0.4941081,0.4295309,-0.0645772
1,0.93819267,1.0180459,"('unfriendly', 'friendly')",0.9381927,1.0180459,0.0798532
2,0.58156437,0.72514987,"('unlikable', 'likable')",0.5815644,0.7251499,0.1435855
3,1.0151533,1.1022811,"('repellent', 'pleasant')",1.0151533,1.1022811,0.0871278
4,-7.5068197,-7.3134766,"('disliked', 'liked')",-7.5068197,-7.3134766,0.1933431
5,-0.3942607,-0.1996832,"('distant', 'outgoing')",-0.3942607,-0.1996832,0.1945775
6,-0.14502424,-0.023379672,"('distant', 'open')",-0.1450242,-0.0233797,0.1216445
7,1.5363524,1.5089853,"('insensitive', 'sensitive')",1.5363524,1.5089853,-0.0273671
8,1.0363591,0.95634276,"('unaffectionate', 'affectionate')",1.0363591,0.9563428,-0.0800163
9,1.3206453,1.3336498,"('unaffectionate', 'caring')",1.3206453,1.3336498,0.0130045
10,1.7099978,1.4791657,"('unsympathetic', 'sympathetic')",1.7099978,1.4791657,-0.2308321
11,2.016274,1.9508494,"('unhelpful', 'helpful')",2.016274,1.9508494,-0.0654246
12,-0.9337119,-0.87438935,"('unsupportive', 'supportive')",-0.9337119,-0.8743894,0.0593225
13,0.21067454,0.15649134,"('impolite', 'polite')",0.2106745,0.1564913,-0.0541832
14,0.6325639,0.6009512,"('antisocial', 'social')",0.6325639,0.6009512,-0.0316127
15,0.21603253,0.26772156,"('boring', 'funny')",0.2160325,0.2677216,0.0516891
16,-0.69568115,-0.5166919,"('unpopular', 'popular')",-0.6956812,-0.5166919,0.1789893
17,0.08090691,0.01312107,"('nasty', 'nice')",0.0809069,0.0131211,-0.0677858
18,-0.2830904,-0.16182148,"('disagreeable', 'welcoming')",-0.2830904,-0.1618215,0.1212689
19,-0.55453175,-0.49857226,"('inhospitable', 'hospitable')",-0.5545318,-0.4985723,0.0559595
20,0.807759,0.71320343,"('rough', 'thoughtful')",0.807759,0.7132034,-0.0945556
21,0.25897956,0.31712416,"('immoral', 'moral')",0.2589796,0.3171242,0.0581446
22,0.39525658,0.39218482,"('untrustworthy', 'trustworthy')",0.3952566,0.3921848,-0.0030718
23,6.5896773,6.592263,"('insincere', 'sincere')",6.5896773,6.5922632,0.0025859
24,1.8870789,1.8961476,"('dishonest', 'honest')",1.8870789,1.8961476,0.0090687
25,0.14539486,0.15133026,"('egoistic', 'altruistic')",0.1453949,0.1513303,0.0059354
26,0.4217463,0.29453546,"('hardhearted', 'benevolent')",0.4217463,0.2945355,-0.1272108
