,gran_male,gran_female,tuple,average_male,average_female,female-male
0,-0.35648778,-0.38650632,"('unsociable', 'sociable')",-0.3564878,-0.3865063,-0.0300185
1,1.3668535,1.4178705,"('unfriendly', 'friendly')",1.3668535,1.4178705,0.051017
2,-0.15994814,-0.06691906,"('unlikable', 'likable')",-0.1599481,-0.0669191,0.093029
3,0.64320755,0.68340355,"('repellent', 'pleasant')",0.6432076,0.6834036,0.040196
4,-7.171832,-7.280926,"('disliked', 'liked')",-7.1718321,-7.2809262,-0.1090941
5,-0.25015533,-0.16344869,"('distant', 'outgoing')",-0.2501553,-0.1634487,0.0867066
6,0.28636834,0.30299157,"('distant', 'open')",0.2863683,0.3029916,0.0166233
7,0.5501728,0.5478794,"('insensitive', 'sensitive')",0.5501728,0.5478794,-0.0022934
8,1.4172136,1.375612,"('unaffectionate', 'affectionate')",1.4172136,1.375612,-0.0416016
9,1.3265616,1.394239,"('unaffectionate', 'caring')",1.3265616,1.3942389,0.0676773
10,0.55383426,0.5238842,"('unsympathetic', 'sympathetic')",0.5538343,0.5238842,-0.0299501
11,0.8151182,0.8385579,"('unhelpful', 'helpful')",0.8151182,0.8385579,0.0234397
12,-2.0298448,-2.0335262,"('unsupportive', 'supportive')",-2.0298448,-2.0335262,-0.0036814
13,-0.5925367,-0.5864836,"('impolite', 'polite')",-0.5925367,-0.5864836,0.0060531
14,-0.11343512,-0.20581982,"('antisocial', 'social')",-0.1134351,-0.2058198,-0.0923847
15,-0.2723315,-0.36054492,"('boring', 'funny')",-0.2723315,-0.3605449,-0.0882134
16,-0.54714596,-0.5071417,"('unpopular', 'popular')",-0.547146,-0.5071417,0.0400043
17,-0.15698294,-0.09342926,"('nasty', 'nice')",-0.1569829,-0.0934293,0.0635536
18,-0.27415544,-0.29508066,"('disagreeable', 'welcoming')",-0.2741554,-0.2950807,-0.0209253
19,-0.6751802,-0.6644337,"('inhospitable', 'hospitable')",-0.6751802,-0.6644337,0.0107465
20,0.9329046,0.84955895,"('rough', 'thoughtful')",0.9329046,0.8495589,-0.0833457
21,-0.9080931,-0.8347686,"('immoral', 'moral')",-0.9080931,-0.8347686,0.0733245
22,-0.49769187,-0.4699982,"('untrustworthy', 'trustworthy')",-0.4976919,-0.4699982,0.0276937
23,5.7744803,5.83019,"('insincere', 'sincere')",5.7744803,5.8301902,0.0557099
24,1.1650847,1.0790273,"('dishonest', 'honest')",1.1650847,1.0790273,-0.0860574
25,1.0087063,0.9822522,"('egoistic', 'altruistic')",1.0087063,0.9822522,-0.0264541
26,0.96667385,0.8547784,"('hardhearted', 'benevolent')",0.9666739,0.8547784,-0.1118955
27,1.7196964,1.5339767,"('hardhearted', 'softhearted')",1.7196964,1.5339767,-0.1857197
28,0.93984824,0.9153163,"('disloyal', 'loyal')",0.9398482,0.9153163,-0.0245319
29,-0.3207711,-0.46722135,"('unfair', 'fair')",-0.3207711,-0.4672213,-0.1464502
