,shape_male,shape_female,tuple,average_male,average_female,female-male
0,0.7072236,0.5201023,"('unsociable', 'sociable')",0.7072236,0.5201023,-0.1871213
1,0.86743927,0.910167,"('unfriendly', 'friendly')",0.8674393,0.910167,0.0427277
2,-0.13338324,-0.0446066,"('unlikable', 'likable')",-0.1333832,-0.0446066,0.0887766
3,1.024318,1.1121342,"('repellent', 'pleasant')",1.024318,1.1121342,0.0878162
4,-7.1816344,-7.4141088,"('disliked', 'liked')",-7.1816344,-7.4141088,-0.2324744
5,-0.97275585,-0.89117247,"('distant', 'outgoing')",-0.9727558,-0.8911725,0.0815833
6,-0.5355752,-0.53527033,"('distant', 'open')",-0.5355752,-0.5352703,0.0003049
7,1.8961365,1.7888824,"('insensitive', 'sensitive')",1.8961365,1.7888824,-0.1072541
8,0.7681664,0.78008115,"('unaffectionate', 'affectionate')",0.7681664,0.7800812,0.0119148
9,1.2249731,1.3098861,"('unaffectionate', 'caring')",1.2249731,1.3098861,0.084913
10,1.5506666,1.4918662,"('unsympathetic', 'sympathetic')",1.5506666,1.4918662,-0.0588004
11,1.8511695,1.9550009,"('unhelpful', 'helpful')",1.8511695,1.9550009,0.1038314
12,-1.2202632,-1.2651362,"('unsupportive', 'supportive')",-1.2202632,-1.2651362,-0.044873
13,0.4105468,0.48633885,"('impolite', 'polite')",0.4105468,0.4863389,0.0757921
14,0.6342338,0.5171078,"('antisocial', 'social')",0.6342338,0.5171078,-0.117126
15,0.6247949,0.5497165,"('boring', 'funny')",0.6247949,0.5497165,-0.0750784
16,-0.7396039,-0.6845293,"('unpopular', 'popular')",-0.7396039,-0.6845293,0.0550746
17,-0.1895213,-0.20232941,"('nasty', 'nice')",-0.1895213,-0.2023294,-0.0128081
18,-0.5433776,-0.48205593,"('disagreeable', 'welcoming')",-0.5433776,-0.4820559,0.0613217
19,-0.9824834,-0.8664234,"('inhospitable', 'hospitable')",-0.9824834,-0.8664234,0.11606
