,repository_male,repository_female,tuple,average_male,average_female,female-male
0,0.59569335,0.4692456,"('unsociable', 'sociable')",0.5956933,0.4692456,-0.1264477
1,1.0940601,1.1339891,"('unfriendly', 'friendly')",1.0940601,1.1339891,0.039929
2,0.08422387,0.2274901,"('unlikable', 'likable')",0.0842239,0.2274901,0.1432662
3,0.56898606,0.8907327,"('repellent', 'pleasant')",0.5689861,0.8907327,0.3217466
4,-7.7455792,-7.6699476,"('disliked', 'liked')",-7.7455792,-7.6699476,0.0756316
5,-0.59710634,-0.5804918,"('distant', 'outgoing')",-0.5971063,-0.5804918,0.0166145
6,0.012583174,-0.10628757,"('distant', 'open')",0.0125832,-0.1062876,-0.1188708
7,1.8575058,1.7872453,"('insensitive', 'sensitive')",1.8575058,1.7872453,-0.0702605
8,1.2120422,1.177055,"('unaffectionate', 'affectionate')",1.2120422,1.177055,-0.0349872
9,1.5817881,1.569777,"('unaffectionate', 'caring')",1.5817881,1.569777,-0.0120111
10,1.2956581,1.3429016,"('unsympathetic', 'sympathetic')",1.2956581,1.3429016,0.0472435
11,1.7068763,1.7981839,"('unhelpful', 'helpful')",1.7068763,1.7981839,0.0913076
12,-1.3326585,-1.2362168,"('unsupportive', 'supportive')",-1.3326585,-1.2362168,0.0964417
13,-0.16251768,0.03139375,"('impolite', 'polite')",-0.1625177,0.0313938,0.1939115
14,0.23583353,0.29762572,"('antisocial', 'social')",0.2358335,0.2976257,0.0617922
15,0.2644893,0.26110944,"('boring', 'funny')",0.2644893,0.2611094,-0.0033799
16,-0.9646247,-0.89250296,"('unpopular', 'popular')",-0.9646247,-0.892503,0.0721217
17,0.012989573,0.07324707,"('nasty', 'nice')",0.0129896,0.0732471,0.0602575
18,-0.8082152,-0.55743265,"('disagreeable', 'welcoming')",-0.8082152,-0.5574327,0.2507825
19,-0.40462396,-0.48842782,"('inhospitable', 'hospitable')",-0.404624,-0.4884278,-0.0838038
20,0.81310016,0.62683594,"('rough', 'thoughtful')",0.8131002,0.6268359,-0.1862643
21,-0.4604509,-0.106251925,"('immoral', 'moral')",-0.4604509,-0.1062519,0.354199
22,-0.3853934,-0.26143196,"('untrustworthy', 'trustworthy')",-0.3853934,-0.261432,0.1239614
23,6.66262,6.7570796,"('insincere', 'sincere')",6.6626201,6.7570796,0.0944595
24,1.3249086,1.3672873,"('dishonest', 'honest')",1.3249086,1.3672873,0.0423787
25,0.5772893,0.6341775,"('egoistic', 'altruistic')",0.5772893,0.6341775,0.0568882
26,1.5342294,1.1989896,"('hardhearted', 'benevolent')",1.5342294,1.1989896,-0.3352398
27,2.064992,1.8185468,"('hardhearted', 'softhearted')",2.064992,1.8185468,-0.2464452
28,1.4555118,1.2371775,"('disloyal', 'loyal')",1.4555118,1.2371775,-0.2183343
