,interaction_male,interaction_female,tuple,average_male,average_female,female-male
0,0.47208232,0.40624171,"('unsociable', 'sociable')",0.4720823,0.4062417,-0.0658406
1,1.0188882,0.98187876,"('unfriendly', 'friendly')",1.0188882,0.9818788,-0.0370094
2,0.50350064,0.594072,"('unlikable', 'likable')",0.5035006,0.594072,0.0905714
3,1.0684904,1.1238096,"('repellent', 'pleasant')",1.0684904,1.1238096,0.0553192
4,-7.0681095,-7.0573325,"('disliked', 'liked')",-7.0681095,-7.0573325,0.010777
5,-0.49476856,-0.42269084,"('distant', 'outgoing')",-0.4947686,-0.4226908,0.0720778
6,-0.22921416,-0.19217916,"('distant', 'open')",-0.2292142,-0.1921792,0.037035
7,1.4297135,1.4108399,"('insensitive', 'sensitive')",1.4297135,1.4108399,-0.0188736
8,0.9483063,0.850967,"('unaffectionate', 'affectionate')",0.9483063,0.850967,-0.0973393
9,1.2253497,1.2491908,"('unaffectionate', 'caring')",1.2253497,1.2491908,0.0238411
10,1.7340102,1.6400794,"('unsympathetic', 'sympathetic')",1.7340102,1.6400794,-0.0939308
11,2.0674531,2.0775592,"('unhelpful', 'helpful')",2.0674531,2.0775592,0.0101061
12,-0.94585013,-0.9436799,"('unsupportive', 'supportive')",-0.9458501,-0.9436799,0.0021702
13,0.37869737,0.34495768,"('impolite', 'polite')",0.3786974,0.3449577,-0.0337397
14,0.5511568,0.4893228,"('antisocial', 'social')",0.5511568,0.4893228,-0.061834
15,0.19368136,0.19902644,"('boring', 'funny')",0.1936814,0.1990264,0.005345
16,-0.6506844,-0.545751,"('unpopular', 'popular')",-0.6506844,-0.545751,0.1049334
17,0.042280838,0.06692463,"('nasty', 'nice')",0.0422808,0.0669246,0.0246438
18,-0.37821546,-0.3590925,"('disagreeable', 'welcoming')",-0.3782155,-0.3590925,0.019123
19,-0.55831957,-0.5246362,"('inhospitable', 'hospitable')",-0.5583196,-0.5246362,0.0336834
20,0.68865085,0.54195434,"('rough', 'thoughtful')",0.6886508,0.5419543,-0.1466965
21,0.40488112,0.43634507,"('immoral', 'moral')",0.4048811,0.4363451,0.031464
22,0.36997408,0.29619914,"('untrustworthy', 'trustworthy')",0.3699741,0.2961991,-0.073775
23,6.282238,6.314617,"('insincere', 'sincere')",6.282238,6.3146172,0.0323792
24,1.7702094,1.7248485,"('dishonest', 'honest')",1.7702094,1.7248485,-0.0453609
25,0.3458416,0.2910448,"('egoistic', 'altruistic')",0.3458416,0.2910448,-0.0547968
26,0.21726872,0.123157546,"('hardhearted', 'benevolent')",0.2172687,0.1231575,-0.0941112
27,1.6687893,1.4436151,"('hardhearted', 'softhearted')",1.6687893,1.4436151,-0.2251742
28,0.9313345,0.89590764,"('disloyal', 'loyal')",0.9313345,0.8959076,-0.0354269
29,-0.3052392,-0.41852224,"('unfair', 'fair')",-0.3052392,-0.4185222,-0.113283
30,1.380708,1.3031647,"('intolerant', 'tolerant')",1.380708,1.3031647,-0.0775433
31,-1.4260778,-1.3916779,"('evil', 'good')",-1.4260778,-1.3916779,0.0343999
32,1.1557206,1.0544418,"('unkind', 'kind')",1.1557206,1.0544418,-0.1012788
33,-0.9263643,-0.8204836,"('wrong', 'right')",-0.9263643,-0.8204836,0.1058807
34,4.290531,4.44015,"('mean', 'honorable')",4.2905312,4.4401498,0.1496186
35,-1.3116189,-1.4079244,"('corrupt', 'incorrupt')",-1.3116189,-1.4079244,-0.0963055
36,-0.9385315,-1.0256075,"('hostile', 'amicable')",-0.9385315,-1.0256075,-0.087076
37,0.6960418,0.6689304,"('fake', 'genuine')",0.6960418,0.6689304,-0.0271114
38,-0.16489479,-0.10925506,"('untruthful', 'truthful')",-0.1648948,-0.1092551,0.0556397
39,0.015535224,-0.024158046,"('exploitative', 'cooperative')",0.0155352,-0.024158,-0.0396932
40,-0.8834776,-0.96267664,"('stingy', 'generous')",-0.8834776,-0.9626766,-0.079199
41,0.22235708,0.1106157,"('unforgiving', 'forgiving')",0.2223571,0.1106157,-0.1117414
42,-1.3133298,-1.3265612,"('unreliable', 'reliable')",-1.3133298,-1.3265612,-0.0132314
43,1.6853727,1.6136528,"('irresponsible', 'responsible')",1.6853727,1.6136528,-0.0717199
44,-1.0635841,-1.1915588,"('prejudiced', 'unprejudiced')",-1.0635841,-1.1915588,-0.1279747
45,0.6522912,0.5967396,"('incompetent', 'competent')",0.6522912,0.5967396,-0.0555516
46,-0.0660073,-0.09965691,"('uncompetitive', 'competitive')",-0.0660073,-0.0996569,-0.0336496
47,5.4358253,5.548873,"('stupid', 'smart')",5.4358253,5.5488729,0.1130476
48,1.063864,0.9946129,"('unintelligent', 'intelligent')",1.063864,0.9946129,-0.0692511
49,-0.26818287,-0.15935174,"('unable', 'able')",-0.2681829,-0.1593517,0.1088312
50,-0.13056377,-0.06619576,"('clumsy', 'skillful')",-0.1305638,-0.0661958,0.064368
51,0.7440245,0.7101553,"('uneducated', 'educated')",0.7440245,0.7101553,-0.0338692
52,-0.73555017,-0.7412344,"('irrational', 'rational')",-0.7355502,-0.7412344,-0.0056842
53,0.24990802,0.2229041,"('uncreative', 'creative')",0.249908,0.2229041,-0.0270039
54,0.9819972,1.0847545,"('incapable', 'capable')",0.9819972,1.0847545,0.1027573
55,1.1592137,1.145973,"('incompetent', 'clever')",1.1592137,1.145973,-0.0132407
56,0.89121044,0.9355713,"('impractical', 'practical')",0.8912104,0.9355713,0.0443609
57,-2.0995734,-2.119091,"('unimaginative', 'imaginative')",-2.0995734,-2.119091,-0.0195176
58,-0.12951246,-0.18862599,"('undiscriminating', 'discriminating')",-0.1295125,-0.188626,-0.0591135
59,-0.17397223,-0.041864388,"('foolish', 'wise')",-0.1739722,-0.0418644,0.1321078
60,0.7918466,0.8367144,"('inefficient', 'efficient')",0.7918466,0.8367144,0.0448678
61,0.47747958,0.28817433,"('illogical', 'logical')",0.4774796,0.2881743,-0.1893053
62,1.5015572,1.5845435,"('incompetent', 'brilliant')",1.5015572,1.5845435,0.0829863
63,1.029075,1.060413,"('unperceptive', 'insightful')",1.029075,1.060413,0.031338
64,-5.2063613,-5.1638436,"('shy', 'confident')",-5.2063613,-5.1638436,0.0425177
65,1.4748536,1.4043995,"('insecure', 'secure')",1.4748536,1.4043995,-0.0704541
66,-0.10855822,-0.15832852,"('inactive', 'active')",-0.1085582,-0.1583285,-0.0497703
67,-0.85303044,-0.70474625,"('doubtful', 'determined')",-0.8530304,-0.7047462,0.1482842
68,-0.30823293,-0.29507577,"('dependent', 'independent')",-0.3082329,-0.2950758,0.0131571
69,-1.8014224,-1.7580987,"('lazy', 'industrious')",-1.8014224,-1.7580987,0.0433237
70,2.0524974,1.9755776,"('lethargic', 'energetic')",2.0524974,1.9755776,-0.0769198
71,0.27756786,0.39870107,"('diffident', 'self-confident')",0.2775679,0.3987011,0.1211332
72,0.99204993,1.0638354,"('unambitious', 'ambitious')",0.9920499,1.0638354,0.0717855
73,-3.005364,-2.9000995,"('helpless', 'self-reliant')",-3.0053639,-2.9000995,0.1052644
74,0.18844484,0.11694844,"('undedicated', 'dedicated')",0.1884448,0.1169484,-0.0714964
75,-0.8326824,-0.7196799,"('meek', 'impulsive')",-0.8326824,-0.7196799,0.1130025
76,1.1508489,1.0608283,"('anxious', 'daring')",1.1508489,1.0608283,-0.0900206
77,-0.9937954,-0.96230114,"('unmotivated', 'motivated')",-0.9937954,-0.9623011,0.0314943
78,-0.3226819,-0.37249622,"('nonresilient', 'resilient')",-0.3226819,-0.3724962,-0.0498143
79,-0.2666911,-0.22852503,"('wavering', 'unwavering')",-0.2666911,-0.228525,0.0381661
80,0.25457117,0.19293104,"('dominated', 'dominating')",0.2545712,0.192931,-0.0616402
81,0.6807765,0.6792282,"('submissive', 'aggressive')",0.6807765,0.6792282,-0.0015483
82,6.0627055,6.2550855,"('poor', 'rich')",6.0627055,6.2550855,0.19238
83,-0.5696209,-0.5193482,"('powerless', 'powerful')",-0.5696209,-0.5193482,0.0502727
84,-0.026670817,0.0050944015,"('inferior', 'superior')",-0.0266708,0.0050944,0.0317652
85,-1.6559421,-1.6700097,"('insignificant', 'prestigious')",-1.6559421,-1.6700097,-0.0140676
86,0.6472483,0.63842374,"('uninfluential', 'influential')",0.6472483,0.6384237,-0.0088246
87,-0.05069291,0.108422376,"('unsuccessful', 'successful')",-0.0506929,0.1084224,0.1591153
88,-0.1226201,-0.068008654,"('low', 'eminent')",-0.1226201,-0.0680087,0.0546114
