,sentencing_male,sentencing_female,tuple,average_male,average_female,female-male
0,-0.17357615,-0.18074569,"('unsociable', 'sociable')",-0.1735761,-0.1807457,-0.0071696
1,1.0695727,1.1314429,"('unfriendly', 'friendly')",1.0695727,1.1314429,0.0618702
2,0.33509308,0.42160165,"('unlikable', 'likable')",0.3350931,0.4216017,0.0865086
3,0.4681112,0.46658942,"('repellent', 'pleasant')",0.4681112,0.4665894,-0.0015218
4,-7.6007967,-7.6851873,"('disliked', 'liked')",-7.6007967,-7.6851873,-0.0843906
5,-0.57984674,-0.48765194,"('distant', 'outgoing')",-0.5798467,-0.4876519,0.0921948
6,-0.095163494,-0.053903133,"('distant', 'open')",-0.0951635,-0.0539031,0.0412604
7,1.2160679,1.2564784,"('insensitive', 'sensitive')",1.2160679,1.2564784,0.0404105
8,1.1560671,1.1689928,"('unaffectionate', 'affectionate')",1.1560671,1.1689928,0.0129257
9,1.6441951,1.759486,"('unaffectionate', 'caring')",1.6441951,1.759486,0.1152909
10,1.2549883,1.2290353,"('unsympathetic', 'sympathetic')",1.2549883,1.2290353,-0.025953
11,1.8487935,1.9378405,"('unhelpful', 'helpful')",1.8487935,1.9378405,0.089047
12,-1.446489,-1.3625504,"('unsupportive', 'supportive')",-1.446489,-1.3625504,0.0839386
13,-0.0067343414,0.030015312,"('impolite', 'polite')",-0.0067343,0.0300153,0.0367496
14,-0.0329194,-0.053169254,"('antisocial', 'social')",-0.0329194,-0.0531693,-0.0202499
15,0.15995485,0.2046556,"('boring', 'funny')",0.1599548,0.2046556,0.0447008
16,-0.7568661,-0.6872232,"('unpopular', 'popular')",-0.7568661,-0.6872232,0.0696429
17,0.29346433,0.26799396,"('nasty', 'nice')",0.2934643,0.267994,-0.0254703
18,-0.48342615,-0.44482008,"('disagreeable', 'welcoming')",-0.4834262,-0.4448201,0.0386061
19,-0.6411509,-0.56843746,"('inhospitable', 'hospitable')",-0.6411509,-0.5684375,0.0727134
20,0.7902365,0.65433604,"('rough', 'thoughtful')",0.7902365,0.654336,-0.1359005
21,-0.099199474,-0.03732045,"('immoral', 'moral')",-0.0991995,-0.0373204,0.0618791
22,-0.15083605,-0.21351145,"('untrustworthy', 'trustworthy')",-0.1508361,-0.2135115,-0.0626754
23,6.666927,6.812894,"('insincere', 'sincere')",6.6669269,6.8128939,0.145967
24,1.6481403,1.6211774,"('dishonest', 'honest')",1.6481403,1.6211774,-0.0269629
25,0.5005471,0.43926883,"('egoistic', 'altruistic')",0.5005471,0.4392688,-0.0612783
