,spokesman_male,spokesman_female,tuple,average_male,average_female,female-male
0,0.7671796,0.64414877,"('unsociable', 'sociable')",0.7671796,0.6441488,-0.1230308
1,0.47662783,0.41419232,"('unfriendly', 'friendly')",0.4766278,0.4141923,-0.0624355
2,0.045074575,0.060319416,"('unlikable', 'likable')",0.0450746,0.0603194,0.0152448
3,0.8658743,0.901293,"('repellent', 'pleasant')",0.8658743,0.901293,0.0354187
4,-7.3830914,-7.5685515,"('disliked', 'liked')",-7.3830914,-7.5685515,-0.1854601
5,-1.3854474,-1.2969302,"('distant', 'outgoing')",-1.3854474,-1.2969302,0.0885172
6,-1.0124931,-0.97512007,"('distant', 'open')",-1.0124931,-0.9751201,0.037373
7,1.6995208,1.6961101,"('insensitive', 'sensitive')",1.6995208,1.6961101,-0.0034107
8,0.586593,0.49970058,"('unaffectionate', 'affectionate')",0.586593,0.4997006,-0.0868924
9,1.566852,1.5524853,"('unaffectionate', 'caring')",1.566852,1.5524853,-0.0143667
10,1.8781734,1.8643708,"('unsympathetic', 'sympathetic')",1.8781734,1.8643708,-0.0138026
11,2.205672,2.2168705,"('unhelpful', 'helpful')",2.205672,2.2168705,0.0111985
12,-1.1615456,-1.2275013,"('unsupportive', 'supportive')",-1.1615456,-1.2275013,-0.0659557
13,0.68792754,0.6331328,"('impolite', 'polite')",0.6879275,0.6331328,-0.0547947
14,0.60536796,0.60538685,"('antisocial', 'social')",0.605368,0.6053869,1.89e-05
15,-0.052261837,-0.11183069,"('boring', 'funny')",-0.0522618,-0.1118307,-0.0595689
16,-0.40948293,-0.4658057,"('unpopular', 'popular')",-0.4094829,-0.4658057,-0.0563228
17,-0.1720837,-0.15666771,"('nasty', 'nice')",-0.1720837,-0.1566677,0.015416
18,-0.8987977,-0.8729483,"('disagreeable', 'welcoming')",-0.8987977,-0.8729483,0.0258494
19,-1.2495604,-1.1531022,"('inhospitable', 'hospitable')",-1.2495604,-1.1531022,0.0964582
20,1.0632653,1.0763254,"('rough', 'thoughtful')",1.0632653,1.0763254,0.0130601
21,0.8197127,0.83959293,"('immoral', 'moral')",0.8197127,0.8395929,0.0198802
22,0.34988624,0.17412746,"('untrustworthy', 'trustworthy')",0.3498862,0.1741275,-0.1757587
23,6.5395103,6.5591016,"('insincere', 'sincere')",6.5395103,6.5591016,0.0195913
24,1.8150995,1.701447,"('dishonest', 'honest')",1.8150995,1.701447,-0.1136525
25,-0.05521802,-0.10458863,"('egoistic', 'altruistic')",-0.055218,-0.1045886,-0.0493706
26,0.8799193,0.80540437,"('hardhearted', 'benevolent')",0.8799193,0.8054044,-0.0745149
27,1.3337277,1.2441881,"('hardhearted', 'softhearted')",1.3337277,1.2441881,-0.0895396
28,1.278242,1.2271831,"('disloyal', 'loyal')",1.278242,1.2271831,-0.0510589
29,-0.33539864,-0.43705234,"('unfair', 'fair')",-0.3353986,-0.4370523,-0.1016537
30,1.1312131,1.1812673,"('intolerant', 'tolerant')",1.1312131,1.1812673,0.0500542
31,-2.091375,-2.1138182,"('evil', 'good')",-2.0913751,-2.1138182,-0.0224431
32,1.4711412,1.3797588,"('unkind', 'kind')",1.4711412,1.3797588,-0.0913824
33,-0.9570484,-0.9784505,"('wrong', 'right')",-0.9570484,-0.9784505,-0.0214021
34,4.5543637,4.709317,"('mean', 'honorable')",4.5543637,4.7093172,0.1549535
35,-1.2010497,-1.3790426,"('corrupt', 'incorrupt')",-1.2010497,-1.3790426,-0.1779929
