,foal_male,foal_female,tuple,average_male,average_female,female-male
0,-0.7138475,-0.80010235,"('unsociable', 'sociable')",-0.7138475,-0.8001024,-0.0862549
1,-0.70374554,-0.8763976,"('unfriendly', 'friendly')",-0.7037455,-0.8763976,-0.1726521
2,0.031564996,0.012648113,"('unlikable', 'likable')",0.031565,0.0126481,-0.0189169
3,-0.85463,-0.7133758,"('repellent', 'pleasant')",-0.85463,-0.7133758,0.1412542
4,-1.7002205,-1.7522373,"('disliked', 'liked')",-1.7002205,-1.7522373,-0.0520168
5,-0.26994783,-0.3203084,"('distant', 'outgoing')",-0.2699478,-0.3203084,-0.0503606
6,-0.24736339,-0.35034534,"('distant', 'open')",-0.2473634,-0.3503453,-0.1029819
7,0.26928174,0.22353466,"('insensitive', 'sensitive')",0.2692817,0.2235347,-0.045747
8,1.0657463,0.89353657,"('unaffectionate', 'affectionate')",1.0657463,0.8935366,-0.1722097
9,0.27850258,0.1400419,"('unaffectionate', 'caring')",0.2785026,0.1400419,-0.1384607
10,-0.8757599,-0.883774,"('unsympathetic', 'sympathetic')",-0.8757599,-0.883774,-0.0080141
11,-0.052096974,-0.06056483,"('unhelpful', 'helpful')",-0.052097,-0.0605648,-0.0084678
12,-0.3610256,-0.45888972,"('unsupportive', 'supportive')",-0.3610256,-0.4588897,-0.0978641
13,-0.45975938,-0.54535496,"('impolite', 'polite')",-0.4597594,-0.545355,-0.0855956
14,-0.036498543,-0.04416299,"('antisocial', 'social')",-0.0364985,-0.044163,-0.0076645
15,0.72487223,0.5939435,"('boring', 'funny')",0.7248722,0.5939435,-0.1309287
16,-0.0654652,-0.079757325,"('unpopular', 'popular')",-0.0654652,-0.0797573,-0.0142921
17,-0.6568622,-0.5371182,"('nasty', 'nice')",-0.6568622,-0.5371182,0.119744
18,-0.6188407,-0.6376193,"('disagreeable', 'welcoming')",-0.6188407,-0.6376193,-0.0187786
19,-0.21136297,-0.17625727,"('inhospitable', 'hospitable')",-0.211363,-0.1762573,0.0351057
20,-0.66753036,-0.61265707,"('rough', 'thoughtful')",-0.6675304,-0.6126571,0.0548733
21,-0.290435,-0.24972817,"('immoral', 'moral')",-0.290435,-0.2497282,0.0407068
22,-0.10558943,-0.21507362,"('untrustworthy', 'trustworthy')",-0.1055894,-0.2150736,-0.1094842
23,1.3973461,1.4156327,"('insincere', 'sincere')",1.3973461,1.4156327,0.0182866
24,-0.057302378,-0.1800077,"('dishonest', 'honest')",-0.0573024,-0.1800077,-0.1227053
25,0.55228037,0.41077423,"('egoistic', 'altruistic')",0.5522804,0.4107742,-0.1415062
26,0.9597319,0.7623421,"('hardhearted', 'benevolent')",0.9597319,0.7623421,-0.1973898
