,element_male,element_female,tuple,average_male,average_female,female-male
0,-0.21484084,-0.21566504,"('unsociable', 'sociable')",-0.2148408,-0.215665,-0.0008242
1,1.3289968,1.2156364,"('unfriendly', 'friendly')",1.3289968,1.2156364,-0.1133604
2,0.47990236,0.64131093,"('unlikable', 'likable')",0.4799024,0.6413109,0.1614085
3,0.6482438,0.86664045,"('repellent', 'pleasant')",0.6482438,0.8666404,0.2183966
4,-7.5347033,-7.437422,"('disliked', 'liked')",-7.5347033,-7.4374218,0.0972815
5,-0.25770545,-0.1797999,"('distant', 'outgoing')",-0.2577055,-0.1797999,0.0779056
6,0.23453403,0.25569218,"('distant', 'open')",0.234534,0.2556922,0.0211582
7,0.94692177,0.96369064,"('insensitive', 'sensitive')",0.9469218,0.9636906,0.0167688
8,1.0190312,0.90660244,"('unaffectionate', 'affectionate')",1.0190312,0.9066024,-0.1124288
9,1.5013733,1.5283301,"('unaffectionate', 'caring')",1.5013733,1.5283301,0.0269568
10,1.1801704,1.4331659,"('unsympathetic', 'sympathetic')",1.1801704,1.4331659,0.2529955
11,1.9494772,1.9568547,"('unhelpful', 'helpful')",1.9494772,1.9568547,0.0073775
12,-1.7075233,-1.6714876,"('unsupportive', 'supportive')",-1.7075233,-1.6714876,0.0360357
13,0.107214496,0.16513531,"('impolite', 'polite')",0.1072145,0.1651353,0.0579208
14,-0.5034474,-0.5415968,"('antisocial', 'social')",-0.5034474,-0.5415968,-0.0381494
15,0.44716734,0.33858892,"('boring', 'funny')",0.4471673,0.3385889,-0.1085784
16,-0.50969696,-0.41278177,"('unpopular', 'popular')",-0.509697,-0.4127818,0.0969152
17,-0.4095219,-0.3239846,"('nasty', 'nice')",-0.4095219,-0.3239846,0.0855373
18,-0.82696134,-0.94349957,"('disagreeable', 'welcoming')",-0.8269613,-0.9434996,-0.1165383
19,-0.49411905,-0.43476713,"('inhospitable', 'hospitable')",-0.494119,-0.4347671,0.0593519
20,1.1705959,0.89137095,"('rough', 'thoughtful')",1.1705959,0.891371,-0.2792249
21,-0.069937356,0.21262369,"('immoral', 'moral')",-0.0699374,0.2126237,0.2825611
22,-0.7816242,-0.6654114,"('untrustworthy', 'trustworthy')",-0.7816242,-0.6654114,0.1162128
23,6.450944,6.3581185,"('insincere', 'sincere')",6.4509439,6.3581185,-0.0928254
24,1.8972661,1.8789976,"('dishonest', 'honest')",1.8972661,1.8789976,-0.0182685
25,0.37481588,0.32474142,"('egoistic', 'altruistic')",0.3748159,0.3247414,-0.0500745
26,0.6583968,0.37321597,"('hardhearted', 'benevolent')",0.6583968,0.373216,-0.2851808
27,1.9149798,1.8226081,"('hardhearted', 'softhearted')",1.9149798,1.8226081,-0.0923717
