,clef_male,clef_female,tuple,average_male,average_female,female-male
0,-0.10526741,-0.41559964,"('unsociable', 'sociable')",-0.1052674,-0.4155996,-0.3103322
1,-0.7525533,-1.0414939,"('unfriendly', 'friendly')",-0.7525533,-1.0414939,-0.2889406
2,0.46921664,0.4903986,"('unlikable', 'likable')",0.4692166,0.4903986,0.021182
3,0.15337753,0.3555823,"('repellent', 'pleasant')",0.1533775,0.3555823,0.2022048
4,-2.375952,-2.2174146,"('disliked', 'liked')",-2.375952,-2.2174146,0.1585374
5,-0.91137123,-0.97652763,"('distant', 'outgoing')",-0.9113712,-0.9765276,-0.0651564
6,-0.96077096,-1.0624949,"('distant', 'open')",-0.960771,-1.0624949,-0.1017239
7,-0.41259247,-0.25335696,"('insensitive', 'sensitive')",-0.4125925,-0.253357,0.1592355
8,-0.54013115,-0.7202182,"('unaffectionate', 'affectionate')",-0.5401312,-0.7202182,-0.180087
9,-0.97192824,-1.1176876,"('unaffectionate', 'caring')",-0.9719282,-1.1176876,-0.1457594
10,-0.31753838,-0.43486866,"('unsympathetic', 'sympathetic')",-0.3175384,-0.4348687,-0.1173303
11,0.3891731,0.35033733,"('unhelpful', 'helpful')",0.3891731,0.3503373,-0.0388358
12,-1.207728,-1.1720401,"('unsupportive', 'supportive')",-1.207728,-1.1720401,0.0356879
13,-0.15045828,-0.37353298,"('impolite', 'polite')",-0.1504583,-0.373533,-0.2230747
14,0.91412646,0.92944485,"('antisocial', 'social')",0.9141265,0.9294448,0.0153183
15,0.31925726,0.28078693,"('boring', 'funny')",0.3192573,0.2807869,-0.0384704
16,-0.5260967,-0.60112137,"('unpopular', 'popular')",-0.5260967,-0.6011214,-0.0750247
17,-0.4276274,-0.2796327,"('nasty', 'nice')",-0.4276274,-0.2796327,0.1479947
18,-0.0307011,0.007406246,"('disagreeable', 'welcoming')",-0.0307011,0.0074062,0.0381073
19,-0.56359595,-0.6848476,"('inhospitable', 'hospitable')",-0.563596,-0.6848476,-0.1212516
20,0.6258027,0.59710115,"('rough', 'thoughtful')",0.6258027,0.5971012,-0.0287015
21,0.6646901,0.65304047,"('immoral', 'moral')",0.6646901,0.6530405,-0.0116496
