,buzz_male,buzz_female,tuple,average_male,average_female,female-male
0,-0.4684136,-0.49334335,"('unsociable', 'sociable')",-0.4684136,-0.4933434,-0.0249298
1,1.7612445,1.610268,"('unfriendly', 'friendly')",1.7612445,1.610268,-0.1509765
2,0.008527428,0.06650164,"('unlikable', 'likable')",0.0085274,0.0665016,0.0579742
3,0.2733723,0.36135304,"('repellent', 'pleasant')",0.2733723,0.361353,0.0879807
4,-7.285957,-7.4328437,"('disliked', 'liked')",-7.2859569,-7.4328437,-0.1468868
5,0.012679577,-0.07498065,"('distant', 'outgoing')",0.0126796,-0.0749806,-0.0876602
6,0.4769445,0.33703852,"('distant', 'open')",0.4769445,0.3370385,-0.139906
7,0.61947703,0.76182836,"('insensitive', 'sensitive')",0.619477,0.7618284,0.1423514
8,1.3756843,1.2202482,"('unaffectionate', 'affectionate')",1.3756843,1.2202482,-0.1554361
9,1.6136171,1.5539455,"('unaffectionate', 'caring')",1.6136171,1.5539455,-0.0596716
10,0.666449,0.7273129,"('unsympathetic', 'sympathetic')",0.666449,0.7273129,0.0608639
11,1.5538551,1.5817612,"('unhelpful', 'helpful')",1.5538551,1.5817612,0.0279061
12,-1.7327051,-1.7505981,"('unsupportive', 'supportive')",-1.7327051,-1.7505981,-0.017893
13,-0.32942623,-0.27547577,"('impolite', 'polite')",-0.3294262,-0.2754758,0.0539504
14,-0.30747977,-0.24801658,"('antisocial', 'social')",-0.3074798,-0.2480166,0.0594632
15,0.17039748,0.08175057,"('boring', 'funny')",0.1703975,0.0817506,-0.0886469
16,-0.30272883,-0.3041943,"('unpopular', 'popular')",-0.3027288,-0.3041943,-0.0014655
17,-0.32935733,-0.29318887,"('nasty', 'nice')",-0.3293573,-0.2931889,0.0361684
18,-0.0046718717,-0.12544478,"('disagreeable', 'welcoming')",-0.0046719,-0.1254448,-0.1207729
19,-0.059206817,-0.17348741,"('inhospitable', 'hospitable')",-0.0592068,-0.1734874,-0.1142806
20,0.70221233,0.7194821,"('rough', 'thoughtful')",0.7022123,0.7194821,0.0172698
21,-0.8361113,-0.68467605,"('immoral', 'moral')",-0.8361113,-0.6846761,0.1514352
22,-0.5967966,-0.63330215,"('untrustworthy', 'trustworthy')",-0.5967966,-0.6333022,-0.0365056
23,6.5126715,6.542367,"('insincere', 'sincere')",6.5126715,6.542367,0.0296955
24,1.4644198,1.3473351,"('dishonest', 'honest')",1.4644198,1.3473351,-0.1170847
25,0.96383893,0.89334416,"('egoistic', 'altruistic')",0.9638389,0.8933442,-0.0704947
26,0.8479249,0.78821546,"('hardhearted', 'benevolent')",0.8479249,0.7882155,-0.0597094
27,1.8054655,1.6718471,"('hardhearted', 'softhearted')",1.8054655,1.6718471,-0.1336184
28,1.0582097,1.0136102,"('disloyal', 'loyal')",1.0582097,1.0136102,-0.0445995
29,-0.7338809,-0.8299478,"('unfair', 'fair')",-0.7338809,-0.8299478,-0.0960669
30,0.70783424,0.7159865,"('intolerant', 'tolerant')",0.7078342,0.7159865,0.0081523
31,-0.9397447,-1.0021425,"('evil', 'good')",-0.9397447,-1.0021425,-0.0623978
32,0.98476386,0.96307904,"('unkind', 'kind')",0.9847639,0.963079,-0.0216849
33,-0.4342687,-0.5062277,"('wrong', 'right')",-0.4342687,-0.5062277,-0.071959
34,4.810363,4.9477496,"('mean', 'honorable')",4.8103628,4.9477496,0.1373868
35,-0.42205513,-0.6816347,"('corrupt', 'incorrupt')",-0.4220551,-0.6816347,-0.2595796
36,-0.3584196,-0.5473333,"('hostile', 'amicable')",-0.3584196,-0.5473333,-0.1889137
37,0.8230639,0.8352118,"('fake', 'genuine')",0.8230639,0.8352118,0.0121479
38,-0.0381283,-0.07899064,"('untruthful', 'truthful')",-0.0381283,-0.0789906,-0.0408623
39,0.3418588,0.36493045,"('exploitative', 'cooperative')",0.3418588,0.3649305,0.0230717
40,-1.3904805,-1.5379771,"('stingy', 'generous')",-1.3904805,-1.5379771,-0.1474966
41,-0.08190936,-0.09500383,"('unforgiving', 'forgiving')",-0.0819094,-0.0950038,-0.0130944
42,-2.537648,-2.5977578,"('unreliable', 'reliable')",-2.537648,-2.5977578,-0.0601098
43,0.7989004,0.84672177,"('irresponsible', 'responsible')",0.7989004,0.8467218,0.0478214
44,-1.0292113,-0.9820242,"('prejudiced', 'unprejudiced')",-1.0292113,-0.9820242,0.0471871
45,-0.45105296,-0.39077294,"('incompetent', 'competent')",-0.451053,-0.3907729,0.0602801
46,-0.96738786,-0.9990497,"('uncompetitive', 'competitive')",-0.9673879,-0.9990497,-0.0316618
47,5.221217,5.429227,"('stupid', 'smart')",5.2212172,5.4292269,0.2080097
48,0.17716205,0.14331038,"('unintelligent', 'intelligent')",0.1771621,0.1433104,-0.0338517
49,0.30320007,0.3441828,"('unable', 'able')",0.3032001,0.3441828,0.0409827
50,-0.3790806,-0.48777124,"('clumsy', 'skillful')",-0.3790806,-0.4877712,-0.1086906
51,0.62006515,0.5679537,"('uneducated', 'educated')",0.6200652,0.5679537,-0.0521115
52,-0.22566321,-0.36396238,"('irrational', 'rational')",-0.2256632,-0.3639624,-0.1382992
53,0.2146015,0.092668355,"('uncreative', 'creative')",0.2146015,0.0926684,-0.1219331
54,1.3273829,1.3476509,"('incapable', 'capable')",1.3273829,1.3476509,0.020268
55,0.31422198,0.37886173,"('incompetent', 'clever')",0.314222,0.3788617,0.0646397
56,0.26559523,0.29620263,"('impractical', 'practical')",0.2655952,0.2962026,0.0306074
57,-2.9332986,-2.8752267,"('unimaginative', 'imaginative')",-2.9332986,-2.8752267,0.0580719
58,0.1416678,0.11290951,"('undiscriminating', 'discriminating')",0.1416678,0.1129095,-0.0287583
59,0.27281004,0.18555845,"('foolish', 'wise')",0.27281,0.1855585,-0.0872515
60,0.08359313,0.24417806,"('inefficient', 'efficient')",0.0835931,0.2441781,0.160585
61,0.18215269,0.033820033,"('illogical', 'logical')",0.1821527,0.03382,-0.1483327
62,0.17578678,0.3118417,"('incompetent', 'brilliant')",0.1757868,0.3118417,0.1360549
63,0.007513657,0.019910984,"('unperceptive', 'insightful')",0.0075137,0.019911,0.0123973
64,-6.762404,-6.767077,"('shy', 'confident')",-6.762404,-6.767077,-0.004673
65,-0.25808638,-0.17970373,"('insecure', 'secure')",-0.2580864,-0.1797037,0.0783827
66,0.010569692,-0.029907994,"('inactive', 'active')",0.0105697,-0.029908,-0.0404777
67,-0.4169129,-0.35753095,"('doubtful', 'determined')",-0.4169129,-0.357531,0.0593819
68,-0.5617507,-0.63909304,"('dependent', 'independent')",-0.5617507,-0.639093,-0.0773423
69,-1.8575786,-1.8595238,"('lazy', 'industrious')",-1.8575786,-1.8595238,-0.0019452
70,0.9411984,0.95580244,"('lethargic', 'energetic')",0.9411984,0.9558024,0.014604
71,0.67048854,0.7181943,"('diffident', 'self-confident')",0.6704885,0.7181943,0.0477058
72,0.48237765,0.61966383,"('unambitious', 'ambitious')",0.4823776,0.6196638,0.1372862
73,-2.9436047,-2.980147,"('helpless', 'self-reliant')",-2.9436047,-2.9801469,-0.0365422
74,0.3141809,0.19031917,"('undedicated', 'dedicated')",0.3141809,0.1903192,-0.1238617
75,-0.57029986,-0.505635,"('meek', 'impulsive')",-0.5702999,-0.505635,0.0646649
76,0.5637213,0.62805724,"('anxious', 'daring')",0.5637213,0.6280572,0.0643359
77,-1.7926016,-1.5742136,"('unmotivated', 'motivated')",-1.7926016,-1.5742136,0.218388
78,-0.6970156,-0.677626,"('nonresilient', 'resilient')",-0.6970156,-0.677626,0.0193896
79,0.18737222,0.04069457,"('wavering', 'unwavering')",0.1873722,0.0406946,-0.1466776
80,-0.6225869,-0.5698317,"('dominated', 'dominating')",-0.6225869,-0.5698317,0.0527552
81,-0.19323349,-0.07779525,"('submissive', 'aggressive')",-0.1932335,-0.0777953,0.1154382
82,6.3848805,6.5043187,"('poor', 'rich')",6.3848805,6.5043187,0.1194382
83,-0.37799314,-0.33709338,"('powerless', 'powerful')",-0.3779931,-0.3370934,0.0408997
84,0.42886874,0.38153547,"('inferior', 'superior')",0.4288687,0.3815355,-0.0473332
85,0.3959642,0.2021807,"('insignificant', 'prestigious')",0.3959642,0.2021807,-0.1937835
86,0.15069856,0.1597924,"('uninfluential', 'influential')",0.1506986,0.1597924,0.0090938
87,-0.36286095,-0.25553855,"('unsuccessful', 'successful')",-0.3628609,-0.2555386,0.1073223
88,0.25847346,0.22906487,"('low', 'eminent')",0.2584735,0.2290649,-0.0294086
