,canteen_male,canteen_female,tuple,average_male,average_female,female-male
0,0.53285086,0.35869235,"('unsociable', 'sociable')",0.5328509,0.3586923,-0.1741586
1,1.8939354,1.9167901,"('unfriendly', 'friendly')",1.8939354,1.9167901,0.0228547
2,0.014354844,0.16324095,"('unlikable', 'likable')",0.0143548,0.163241,0.1488862
3,-0.19679517,-0.17722394,"('repellent', 'pleasant')",-0.1967952,-0.1772239,0.0195713
4,-6.0334444,-5.8633075,"('disliked', 'liked')",-6.0334444,-5.8633075,0.1701369
5,0.139424,0.3833988,"('distant', 'outgoing')",0.139424,0.3833988,0.2439748
6,0.323842,0.50919914,"('distant', 'open')",0.323842,0.5091991,0.1853571
7,0.22515683,0.238809,"('insensitive', 'sensitive')",0.2251568,0.238809,0.0136522
8,0.6483152,0.5419248,"('unaffectionate', 'affectionate')",0.6483152,0.5419248,-0.1063904
9,1.5664308,1.4864897,"('unaffectionate', 'caring')",1.5664308,1.4864897,-0.0799411
10,-0.14393853,-0.20993632,"('unsympathetic', 'sympathetic')",-0.1439385,-0.2099363,-0.0659978
11,2.3257084,2.2962797,"('unhelpful', 'helpful')",2.3257084,2.2962797,-0.0294287
12,-1.6685135,-1.6696254,"('unsupportive', 'supportive')",-1.6685135,-1.6696254,-0.0011119
13,0.21439871,0.11057948,"('impolite', 'polite')",0.2143987,0.1105795,-0.1038192
14,-0.38432395,-0.46150097,"('antisocial', 'social')",-0.384324,-0.461501,-0.077177
15,1.3140267,1.2610878,"('boring', 'funny')",1.3140267,1.2610878,-0.0529389
16,0.35173243,0.31701428,"('unpopular', 'popular')",0.3517324,0.3170143,-0.0347181
17,0.018424723,0.051062524,"('nasty', 'nice')",0.0184247,0.0510625,0.0326378
18,-1.130239,-1.0994153,"('disagreeable', 'welcoming')",-1.130239,-1.0994153,0.0308237
19,-0.08832041,0.027294366,"('inhospitable', 'hospitable')",-0.0883204,0.0272944,0.1156148
20,0.4496003,0.5037657,"('rough', 'thoughtful')",0.4496003,0.5037657,0.0541654
21,-0.64167565,-0.6017786,"('immoral', 'moral')",-0.6416757,-0.6017786,0.0398971
22,-0.9163615,-0.8504221,"('untrustworthy', 'trustworthy')",-0.9163615,-0.8504221,0.0659394
23,6.189001,6.0687103,"('insincere', 'sincere')",6.1890011,6.0687103,-0.1202908
24,0.9380227,0.9762349,"('dishonest', 'honest')",0.9380227,0.9762349,0.0382122
25,0.67813754,0.62608606,"('egoistic', 'altruistic')",0.6781375,0.6260861,-0.0520514
26,2.0239968,1.9717971,"('hardhearted', 'benevolent')",2.0239968,1.9717971,-0.0521997
