,footstep_male,footstep_female,tuple,average_male,average_female,female-male
0,-0.4491354,-0.57880366,"('unsociable', 'sociable')",-0.4491354,-0.5788037,-0.1296683
1,0.49173617,0.15898302,"('unfriendly', 'friendly')",0.4917362,0.158983,-0.3327532
2,-0.7084817,-0.6494391,"('unlikable', 'likable')",-0.7084817,-0.6494391,0.0590426
3,-0.39085498,-0.10929829,"('repellent', 'pleasant')",-0.390855,-0.1092983,0.2815567
4,-1.1210788,-1.2656543,"('disliked', 'liked')",-1.1210788,-1.2656543,-0.1445755
5,0.56929255,0.4144515,"('distant', 'outgoing')",0.5692925,0.4144515,-0.154841
6,0.40265554,0.22841409,"('distant', 'open')",0.4026555,0.2284141,-0.1742414
7,-0.13230592,-0.12619641,"('insensitive', 'sensitive')",-0.1323059,-0.1261964,0.0061095
8,-0.7829871,-0.9485161,"('unaffectionate', 'affectionate')",-0.7829871,-0.9485161,-0.165529
9,-0.52127314,-0.70870125,"('unaffectionate', 'caring')",-0.5212731,-0.7087013,-0.1874282
10,-1.1626543,-1.2293655,"('unsympathetic', 'sympathetic')",-1.1626543,-1.2293655,-0.0667112
11,0.055274766,0.16631523,"('unhelpful', 'helpful')",0.0552748,0.1663152,0.1110404
12,-1.1869287,-1.3298368,"('unsupportive', 'supportive')",-1.1869287,-1.3298368,-0.1429081
13,0.4805921,0.41224444,"('impolite', 'polite')",0.4805921,0.4122444,-0.0683477
14,-0.5760136,-0.5087743,"('antisocial', 'social')",-0.5760136,-0.5087743,0.0672393
15,0.025079593,-0.10442014,"('boring', 'funny')",0.0250796,-0.1044201,-0.1294997
16,0.10402318,0.07285508,"('unpopular', 'popular')",0.1040232,0.0728551,-0.0311681
17,-0.23252453,-0.16412304,"('nasty', 'nice')",-0.2325245,-0.164123,0.0684015
18,-1.195922,-1.1130062,"('disagreeable', 'welcoming')",-1.195922,-1.1130062,0.0829158
19,-0.88230413,-0.7868167,"('inhospitable', 'hospitable')",-0.8823041,-0.7868167,0.0954874
20,-0.67398584,-0.43661273,"('rough', 'thoughtful')",-0.6739858,-0.4366127,0.2373731
21,-0.013188928,0.18673936,"('immoral', 'moral')",-0.0131889,0.1867394,0.1999283
22,-0.4849933,-0.6288238,"('untrustworthy', 'trustworthy')",-0.4849933,-0.6288238,-0.1438305
23,0.6710577,0.7189081,"('insincere', 'sincere')",0.6710577,0.7189081,0.0478504
24,-0.014385052,-0.17458475,"('dishonest', 'honest')",-0.0143851,-0.1745847,-0.1601996
25,0.5800452,0.5395261,"('egoistic', 'altruistic')",0.5800452,0.5395261,-0.0405191
26,0.07939383,-0.20831726,"('hardhearted', 'benevolent')",0.0793938,-0.2083173,-0.2877111
27,0.32436147,0.32157466,"('hardhearted', 'softhearted')",0.3243615,0.3215747,-0.0027868
28,-0.24747267,-0.37785384,"('disloyal', 'loyal')",-0.2474727,-0.3778538,-0.1303811
29,-0.26466286,-0.2885699,"('unfair', 'fair')",-0.2646629,-0.2885699,-0.023907
30,-0.6630217,-0.48789543,"('intolerant', 'tolerant')",-0.6630217,-0.4878954,0.1751263
31,-0.64645237,-0.74575555,"('evil', 'good')",-0.6464524,-0.7457556,-0.0993032
32,0.6089061,0.47268012,"('unkind', 'kind')",0.6089061,0.4726801,-0.136226
33,0.56102645,0.43891978,"('wrong', 'right')",0.5610265,0.4389198,-0.1221067
34,1.3358849,1.6375473,"('mean', 'honorable')",1.3358849,1.6375473,0.3016624
35,0.964002,0.8411261,"('corrupt', 'incorrupt')",0.964002,0.8411261,-0.1228759
36,0.46792874,0.31236857,"('hostile', 'amicable')",0.4679287,0.3123686,-0.1555601
37,0.2465042,0.32557303,"('fake', 'genuine')",0.2465042,0.325573,0.0790688
38,0.44126362,0.2628601,"('untruthful', 'truthful')",0.4412636,0.2628601,-0.1784035
39,-0.4511738,-0.24363667,"('exploitative', 'cooperative')",-0.4511738,-0.2436367,0.2075371
40,-1.8769803,-1.9985937,"('stingy', 'generous')",-1.8769803,-1.9985937,-0.1216134
41,-0.8320378,-0.86235714,"('unforgiving', 'forgiving')",-0.8320378,-0.8623571,-0.0303193
42,-0.48831025,-0.4452273,"('unreliable', 'reliable')",-0.4883102,-0.4452273,0.0430829
43,0.031213537,-0.021746688,"('irresponsible', 'responsible')",0.0312135,-0.0217467,-0.0529602
44,0.14563683,0.30540094,"('prejudiced', 'unprejudiced')",0.1456368,0.3054009,0.1597641
45,-0.24217701,-0.37443334,"('incompetent', 'competent')",-0.242177,-0.3744333,-0.1322563
46,-0.41736868,-0.4773036,"('uncompetitive', 'competitive')",-0.4173687,-0.4773036,-0.0599349
47,2.0940742,2.0865777,"('stupid', 'smart')",2.0940742,2.0865777,-0.0074965
48,-1.798205,-1.669752,"('unintelligent', 'intelligent')",-1.798205,-1.669752,0.128453
49,-0.9201594,-0.592868,"('unable', 'able')",-0.9201594,-0.592868,0.3272914
50,0.4512267,0.38482803,"('clumsy', 'skillful')",0.4512267,0.384828,-0.0663987
51,-0.95530677,-0.83526856,"('uneducated', 'educated')",-0.9553068,-0.8352686,0.1200382
