,policeman_male,policeman_female,tuple,average_male,average_female,female-male
0,0.34995306,0.34227082,"('unsociable', 'sociable')",0.3499531,0.3422708,-0.0076823
1,0.88072574,0.81018883,"('unfriendly', 'friendly')",0.8807257,0.8101888,-0.0705369
2,0.10761399,0.18783718,"('unlikable', 'likable')",0.107614,0.1878372,0.0802232
3,0.5553913,0.9898963,"('repellent', 'pleasant')",0.5553913,0.9898963,0.434505
4,-7.411179,-7.426785,"('disliked', 'liked')",-7.4111791,-7.426785,-0.0156059
5,-1.1696683,-0.9696486,"('distant', 'outgoing')",-1.1696683,-0.9696486,0.2000197
6,-0.65017205,-0.5638756,"('distant', 'open')",-0.6501721,-0.5638756,0.0862965
7,1.3613167,1.4469154,"('insensitive', 'sensitive')",1.3613167,1.4469154,0.0855987
8,1.2929986,1.0368578,"('unaffectionate', 'affectionate')",1.2929986,1.0368578,-0.2561408
9,2.0959234,1.9362742,"('unaffectionate', 'caring')",2.0959234,1.9362742,-0.1596492
10,1.270036,1.420869,"('unsympathetic', 'sympathetic')",1.270036,1.420869,0.150833
11,2.139937,2.031976,"('unhelpful', 'helpful')",2.1399369,2.031976,-0.1079609
12,-1.4422553,-1.4184866,"('unsupportive', 'supportive')",-1.4422553,-1.4184866,0.0237687
13,0.24501733,0.21975426,"('impolite', 'polite')",0.2450173,0.2197543,-0.025263
14,-0.036959182,0.11333483,"('antisocial', 'social')",-0.0369592,0.1133348,0.150294
15,-0.0947366,-0.28600034,"('boring', 'funny')",-0.0947366,-0.2860003,-0.1912637
16,-0.08320607,-0.13044225,"('unpopular', 'popular')",-0.0832061,-0.1304422,-0.0472361
17,-0.44841704,-0.44018495,"('nasty', 'nice')",-0.448417,-0.440185,0.008232
18,-0.8987669,-0.7902835,"('disagreeable', 'welcoming')",-0.8987669,-0.7902835,0.1084834
19,-0.9082909,-0.9300535,"('inhospitable', 'hospitable')",-0.9082909,-0.9300535,-0.0217626
20,0.7206709,0.8188394,"('rough', 'thoughtful')",0.7206709,0.8188394,0.0981685
21,0.07175859,0.33315688,"('immoral', 'moral')",0.0717586,0.3331569,0.2613983
22,-0.34219882,-0.28596392,"('untrustworthy', 'trustworthy')",-0.3421988,-0.2859639,0.0562349
23,6.4926133,6.4220467,"('insincere', 'sincere')",6.4926133,6.4220467,-0.0705666
24,1.5998431,1.4541172,"('dishonest', 'honest')",1.5998431,1.4541172,-0.1457259
25,0.5005433,0.4287736,"('egoistic', 'altruistic')",0.5005433,0.4287736,-0.0717697
26,1.4816461,1.195782,"('hardhearted', 'benevolent')",1.4816461,1.1957819,-0.2858642
27,1.238629,1.224108,"('hardhearted', 'softhearted')",1.238629,1.224108,-0.014521
28,1.6929653,1.4790372,"('disloyal', 'loyal')",1.6929653,1.4790372,-0.2139281
29,-0.8665631,-0.8478042,"('unfair', 'fair')",-0.8665631,-0.8478042,0.0187589
30,0.84564763,1.0359031,"('intolerant', 'tolerant')",0.8456476,1.0359031,0.1902555
31,-1.8936157,-1.8379272,"('evil', 'good')",-1.8936157,-1.8379272,0.0556885
32,2.0057468,1.759639,"('unkind', 'kind')",2.0057468,1.759639,-0.2461078
33,-0.49355328,-0.6439024,"('wrong', 'right')",-0.4935533,-0.6439024,-0.1503491
34,4.765908,4.8205543,"('mean', 'honorable')",4.7659078,4.8205543,0.0546465
35,-0.87978786,-1.3071533,"('corrupt', 'incorrupt')",-0.8797879,-1.3071533,-0.4273654
36,-0.6573561,-0.9262962,"('hostile', 'amicable')",-0.6573561,-0.9262962,-0.2689401
37,0.8672835,0.7611838,"('fake', 'genuine')",0.8672835,0.7611838,-0.1060997
38,0.039130468,-0.12920612,"('untruthful', 'truthful')",0.0391305,-0.1292061,-0.1683366
39,0.0801473,0.14526916,"('exploitative', 'cooperative')",0.0801473,0.1452692,0.0651219
40,-1.881509,-1.8655753,"('stingy', 'generous')",-1.8815089,-1.8655753,0.0159336
41,0.2546006,0.17657349,"('unforgiving', 'forgiving')",0.2546006,0.1765735,-0.0780271
42,-2.4578464,-2.1552708,"('unreliable', 'reliable')",-2.4578464,-2.1552708,0.3025756
43,1.397095,1.4657785,"('irresponsible', 'responsible')",1.397095,1.4657785,0.0686835
44,-1.1561869,-0.9874381,"('prejudiced', 'unprejudiced')",-1.1561869,-0.9874381,0.1687488
45,0.7202167,0.6524103,"('incompetent', 'competent')",0.7202167,0.6524103,-0.0678064
46,-0.3523658,-0.18408313,"('uncompetitive', 'competitive')",-0.3523658,-0.1840831,0.1682827
47,5.322989,5.376677,"('stupid', 'smart')",5.322989,5.376677,0.053688
48,0.5248366,0.5753671,"('unintelligent', 'intelligent')",0.5248366,0.5753671,0.0505305
49,-0.28974548,0.05952611,"('unable', 'able')",-0.2897455,0.0595261,0.3492716
50,-0.47078654,-0.48336512,"('clumsy', 'skillful')",-0.4707865,-0.4833651,-0.0125786
51,0.18278444,0.23182938,"('uneducated', 'educated')",0.1827844,0.2318294,0.049045
52,-0.77863353,-0.9623048,"('irrational', 'rational')",-0.7786335,-0.9623048,-0.1836713
53,0.3381507,0.2276758,"('uncreative', 'creative')",0.3381507,0.2276758,-0.1104749
54,0.8331498,0.92832047,"('incapable', 'capable')",0.8331498,0.9283205,0.0951707
55,1.0281748,1.1735944,"('incompetent', 'clever')",1.0281748,1.1735944,0.1454196
56,1.2387998,1.053559,"('impractical', 'practical')",1.2387998,1.0535589,-0.1852409
57,-2.4388275,-2.3084426,"('unimaginative', 'imaginative')",-2.4388275,-2.3084426,0.1303849
58,0.08977726,0.071836755,"('undiscriminating', 'discriminating')",0.0897773,0.0718368,-0.0179405
59,-0.46396852,-0.47362724,"('foolish', 'wise')",-0.4639685,-0.4736272,-0.0096587
60,0.9236927,1.1764818,"('inefficient', 'efficient')",0.9236927,1.1764818,0.2527891
61,0.077044874,-0.027150752,"('illogical', 'logical')",0.0770449,-0.0271508,-0.1041957
62,0.6082249,0.9505092,"('incompetent', 'brilliant')",0.6082249,0.9505092,0.3422843
63,-0.007685099,0.153721,"('unperceptive', 'insightful')",-0.0076851,0.153721,0.1614061
64,-6.4944057,-6.211465,"('shy', 'confident')",-6.4944057,-6.2114649,0.2829408
65,0.4505592,0.5771221,"('insecure', 'secure')",0.4505592,0.5771221,0.1265629
66,-0.023545329,-0.078479424,"('inactive', 'active')",-0.0235453,-0.0784794,-0.0549341
67,-0.5260038,-0.3921776,"('doubtful', 'determined')",-0.5260038,-0.3921776,0.1338262
68,-1.1229641,-0.94415337,"('dependent', 'independent')",-1.1229641,-0.9441534,0.1788107
69,-2.0479095,-2.1969073,"('lazy', 'industrious')",-2.0479095,-2.1969073,-0.1489978
70,1.3558254,1.5684229,"('lethargic', 'energetic')",1.3558254,1.5684229,0.2125975
71,0.80568576,0.8565019,"('diffident', 'self-confident')",0.8056858,0.8565019,0.0508161
72,0.9011111,1.0712531,"('unambitious', 'ambitious')",0.9011111,1.0712531,0.170142
73,-3.2759035,-3.1783845,"('helpless', 'self-reliant')",-3.2759035,-3.1783845,0.097519
74,0.20447555,0.066896684,"('undedicated', 'dedicated')",0.2044756,0.0668967,-0.1375789
75,-0.94820577,-0.85095686,"('meek', 'impulsive')",-0.9482058,-0.8509569,0.0972489
76,0.09244268,0.44572705,"('anxious', 'daring')",0.0924427,0.4457271,0.3532844
77,-1.1192784,-0.84301347,"('unmotivated', 'motivated')",-1.1192784,-0.8430135,0.2762649
78,-0.68654054,-0.60419226,"('nonresilient', 'resilient')",-0.6865405,-0.6041923,0.0823482
79,-0.44770497,-0.54600257,"('wavering', 'unwavering')",-0.447705,-0.5460026,-0.0982976
80,-0.08358603,-0.024029933,"('dominated', 'dominating')",-0.083586,-0.0240299,0.0595561
81,-0.104160324,0.14089182,"('submissive', 'aggressive')",-0.1041603,0.1408918,0.2450521
82,6.7803984,6.829185,"('poor', 'rich')",6.7803984,6.829185,0.0487866
83,-0.16317177,-0.106803566,"('powerless', 'powerful')",-0.1631718,-0.1068036,0.0563682
84,0.03422284,0.19375603,"('inferior', 'superior')",0.0342228,0.193756,0.1595332
85,-1.4201288,-1.5754132,"('insignificant', 'prestigious')",-1.4201288,-1.5754132,-0.1552844
86,0.9536284,0.8495664,"('uninfluential', 'influential')",0.9536284,0.8495664,-0.104062
87,-0.3972942,-0.3257996,"('unsuccessful', 'successful')",-0.3972942,-0.3257996,0.0714946
88,-0.24386196,-0.13074468,"('low', 'eminent')",-0.243862,-0.1307447,0.1131173
