,applause_male,applause_female,tuple,average_male,average_female,female-male
0,-0.063205436,-0.08035305,"('unsociable', 'sociable')",-0.0632054,-0.0803531,-0.0171477
1,1.2102336,1.115951,"('unfriendly', 'friendly')",1.2102336,1.1159509,-0.0942827
2,-0.033773966,0.08932957,"('unlikable', 'likable')",-0.033774,0.0893296,0.1231036
3,0.7018984,0.7870265,"('repellent', 'pleasant')",0.7018984,0.7870265,0.0851281
4,-7.379322,-7.4402366,"('disliked', 'liked')",-7.3793221,-7.4402366,-0.0609145
5,-0.4569183,-0.46357948,"('distant', 'outgoing')",-0.4569183,-0.4635795,-0.0066612
6,-0.006487597,-0.091049254,"('distant', 'open')",-0.0064876,-0.0910493,-0.0845617
7,0.8417276,0.9182322,"('insensitive', 'sensitive')",0.8417276,0.9182322,0.0765046
8,1.1382695,1.0459987,"('unaffectionate', 'affectionate')",1.1382695,1.0459987,-0.0922708
9,1.3483819,1.3577343,"('unaffectionate', 'caring')",1.3483819,1.3577343,0.0093524
10,1.2924579,1.3300081,"('unsympathetic', 'sympathetic')",1.2924579,1.3300081,0.0375502
11,1.6014192,1.630118,"('unhelpful', 'helpful')",1.6014192,1.630118,0.0286988
12,-1.5921702,-1.5970738,"('unsupportive', 'supportive')",-1.5921702,-1.5970738,-0.0049036
13,0.04864613,0.0854158,"('impolite', 'polite')",0.0486461,0.0854158,0.0367697
14,0.17376664,0.18263432,"('antisocial', 'social')",0.1737666,0.1826343,0.0088677
15,0.22413561,0.12566674,"('boring', 'funny')",0.2241356,0.1256667,-0.0984689
16,-0.5657373,-0.4854991,"('unpopular', 'popular')",-0.5657373,-0.4854991,0.0802382
17,-0.5276656,-0.42483592,"('nasty', 'nice')",-0.5276656,-0.4248359,0.1028297
18,-0.043388285,-0.122873306,"('disagreeable', 'welcoming')",-0.0433883,-0.1228733,-0.079485
19,-0.6058736,-0.62701803,"('inhospitable', 'hospitable')",-0.6058736,-0.627018,-0.0211444
20,1.0312934,0.9760257,"('rough', 'thoughtful')",1.0312934,0.9760257,-0.0552677
21,-0.16809538,-0.069759086,"('immoral', 'moral')",-0.1680954,-0.0697591,0.0983363
22,-0.29783258,-0.31754437,"('untrustworthy', 'trustworthy')",-0.2978326,-0.3175444,-0.0197118
23,6.456145,6.466574,"('insincere', 'sincere')",6.4561448,6.4665742,0.0104294
24,1.7602152,1.647446,"('dishonest', 'honest')",1.7602152,1.647446,-0.1127692
25,0.7151468,0.6339505,"('egoistic', 'altruistic')",0.7151468,0.6339505,-0.0811963
26,0.7451923,0.6831755,"('hardhearted', 'benevolent')",0.7451923,0.6831755,-0.0620168
27,1.6931763,1.5475622,"('hardhearted', 'softhearted')",1.6931763,1.5475622,-0.1456141
28,1.1602355,1.1110362,"('disloyal', 'loyal')",1.1602355,1.1110362,-0.0491993
29,-0.8093664,-0.9080093,"('unfair', 'fair')",-0.8093664,-0.9080093,-0.0986429
30,1.0645033,1.0554125,"('intolerant', 'tolerant')",1.0645033,1.0554125,-0.0090908
31,-1.6154993,-1.6214404,"('evil', 'good')",-1.6154993,-1.6214404,-0.0059411
32,1.0014466,0.9880582,"('unkind', 'kind')",1.0014466,0.9880582,-0.0133884
33,-0.66378134,-0.6983905,"('wrong', 'right')",-0.6637813,-0.6983905,-0.0346092
34,4.585337,4.7214384,"('mean', 'honorable')",4.5853372,4.7214384,0.1361012
35,-0.7783598,-0.99450433,"('corrupt', 'incorrupt')",-0.7783598,-0.9945043,-0.2161445
36,-0.9285922,-1.0093243,"('hostile', 'amicable')",-0.9285922,-1.0093243,-0.0807321
37,0.9969742,0.9962306,"('fake', 'genuine')",0.9969742,0.9962306,-0.0007436
38,-0.48302805,-0.46132296,"('untruthful', 'truthful')",-0.4830281,-0.461323,0.0217051
39,0.5711448,0.5517496,"('exploitative', 'cooperative')",0.5711448,0.5517496,-0.0193952
40,-1.0199698,-1.1970881,"('stingy', 'generous')",-1.0199698,-1.1970881,-0.1771183
41,-0.05175601,-0.06637711,"('unforgiving', 'forgiving')",-0.051756,-0.0663771,-0.0146211
42,-1.951397,-2.0158892,"('unreliable', 'reliable')",-1.9513969,-2.0158892,-0.0644923
43,1.0670286,1.0581796,"('irresponsible', 'responsible')",1.0670286,1.0581796,-0.008849
44,-1.0032884,-0.9667821,"('prejudiced', 'unprejudiced')",-1.0032884,-0.9667821,0.0365063
45,0.1289404,0.14778373,"('incompetent', 'competent')",0.1289404,0.1477837,0.0188433
46,-0.22481757,-0.26564822,"('uncompetitive', 'competitive')",-0.2248176,-0.2656482,-0.0408306
47,5.1144404,5.3032193,"('stupid', 'smart')",5.1144404,5.3032193,0.1887789
48,0.5600592,0.5030648,"('unintelligent', 'intelligent')",0.5600592,0.5030648,-0.0569944
49,0.32837552,0.38726777,"('unable', 'able')",0.3283755,0.3872678,0.0588923
50,-0.31270143,-0.37836644,"('clumsy', 'skillful')",-0.3127014,-0.3783664,-0.065665
51,0.8538329,0.76919377,"('uneducated', 'educated')",0.8538329,0.7691938,-0.0846391
52,-0.78123367,-0.83205247,"('irrational', 'rational')",-0.7812337,-0.8320525,-0.0508188
53,-0.056262083,-0.14656094,"('uncreative', 'creative')",-0.0562621,-0.1465609,-0.0902988
54,1.1294748,1.1809261,"('incapable', 'capable')",1.1294748,1.1809261,0.0514513
55,1.0539933,1.0510408,"('incompetent', 'clever')",1.0539933,1.0510408,-0.0029525
56,0.7251059,0.7027358,"('impractical', 'practical')",0.7251059,0.7027358,-0.0223701
57,-2.5323706,-2.483943,"('unimaginative', 'imaginative')",-2.5323706,-2.483943,0.0484276
58,0.23871422,0.18225817,"('undiscriminating', 'discriminating')",0.2387142,0.1822582,-0.056456
59,-0.16924615,-0.18145761,"('foolish', 'wise')",-0.1692462,-0.1814576,-0.0122114
60,0.67050266,0.7788855,"('inefficient', 'efficient')",0.6705027,0.7788855,0.1083828
61,0.22466972,0.070085764,"('illogical', 'logical')",0.2246697,0.0700858,-0.1545839
62,0.5991613,0.72698593,"('incompetent', 'brilliant')",0.5991613,0.7269859,0.1278246
63,0.30209088,0.30604506,"('unperceptive', 'insightful')",0.3020909,0.3060451,0.0039542
64,-6.140025,-6.085518,"('shy', 'confident')",-6.1400251,-6.0855179,0.0545072
65,0.32536095,0.3788326,"('insecure', 'secure')",0.325361,0.3788326,0.0534716
66,-0.09906484,-0.125286,"('inactive', 'active')",-0.0990648,-0.125286,-0.0262212
67,-0.38265216,-0.33058804,"('doubtful', 'determined')",-0.3826522,-0.330588,0.0520642
68,-0.38434958,-0.47051996,"('dependent', 'independent')",-0.3843496,-0.47052,-0.0861704
69,-2.2724946,-2.2309377,"('lazy', 'industrious')",-2.2724946,-2.2309377,0.0415569
70,1.5533394,1.5583429,"('lethargic', 'energetic')",1.5533394,1.5583429,0.0050035
71,0.6388107,0.68318385,"('diffident', 'self-confident')",0.6388107,0.6831838,0.0443731
72,0.7987034,0.91151744,"('unambitious', 'ambitious')",0.7987034,0.9115174,0.112814
73,-3.0603411,-3.0451517,"('helpless', 'self-reliant')",-3.0603411,-3.0451517,0.0151894
74,0.5000938,0.32233742,"('undedicated', 'dedicated')",0.5000938,0.3223374,-0.1777564
75,-0.9662619,-0.8393483,"('meek', 'impulsive')",-0.9662619,-0.8393483,0.1269136
76,1.2220212,1.1882544,"('anxious', 'daring')",1.2220212,1.1882544,-0.0337668
77,-1.5693781,-1.3721852,"('unmotivated', 'motivated')",-1.5693781,-1.3721852,0.1971929
78,-0.4586796,-0.50181955,"('nonresilient', 'resilient')",-0.4586796,-0.5018196,-0.04314
79,-0.21378982,-0.27432507,"('wavering', 'unwavering')",-0.2137898,-0.2743251,-0.0605353
80,-0.010331148,-0.052711643,"('dominated', 'dominating')",-0.0103311,-0.0527116,-0.0423805
81,0.35171872,0.4379555,"('submissive', 'aggressive')",0.3517187,0.4379555,0.0862368
82,6.298033,6.4332423,"('poor', 'rich')",6.2980332,6.4332423,0.1352091
83,-0.08495183,-0.063537806,"('powerless', 'powerful')",-0.0849518,-0.0635378,0.021414
84,0.57585746,0.5438654,"('inferior', 'superior')",0.5758575,0.5438654,-0.0319921
85,-0.52235353,-0.60917395,"('insignificant', 'prestigious')",-0.5223535,-0.609174,-0.0868205
86,0.4994382,0.47732282,"('uninfluential', 'influential')",0.4994382,0.4773228,-0.0221154
87,-0.37882683,-0.2543851,"('unsuccessful', 'successful')",-0.3788268,-0.2543851,0.1244417
88,0.502435,0.48913932,"('low', 'eminent')",0.502435,0.4891393,-0.0132957
