,minor_male,minor_female,tuple,average_male,average_female,female-male
0,-0.4224868,-0.5157428,"('unsociable', 'sociable')",-0.4224868,-0.5157428,-0.093256
1,1.4255878,1.5046979,"('unfriendly', 'friendly')",1.4255878,1.5046979,0.0791101
2,-0.21704254,-0.07578662,"('unlikable', 'likable')",-0.2170425,-0.0757866,0.1412559
3,0.5940808,0.64365447,"('repellent', 'pleasant')",0.5940808,0.6436545,0.0495737
4,-7.020253,-7.099789,"('disliked', 'liked')",-7.0202532,-7.0997891,-0.0795359
5,-0.48190826,-0.34376973,"('distant', 'outgoing')",-0.4819083,-0.3437697,0.1381386
6,0.074623734,0.15697925,"('distant', 'open')",0.0746237,0.1569792,0.0823555
7,0.59321785,0.6130387,"('insensitive', 'sensitive')",0.5932178,0.6130387,0.0198209
8,1.2784041,1.253075,"('unaffectionate', 'affectionate')",1.2784041,1.253075,-0.0253291
9,1.3886256,1.3807304,"('unaffectionate', 'caring')",1.3886256,1.3807304,-0.0078952
10,0.5872214,0.54652,"('unsympathetic', 'sympathetic')",0.5872214,0.54652,-0.0407014
11,1.1511831,1.1731298,"('unhelpful', 'helpful')",1.1511831,1.1731298,0.0219467
12,-2.0743423,-2.0593407,"('unsupportive', 'supportive')",-2.0743423,-2.0593407,0.0150016
13,-0.6671215,-0.66809976,"('impolite', 'polite')",-0.6671215,-0.6680998,-0.0009783
14,-0.06126385,-0.16820607,"('antisocial', 'social')",-0.0612639,-0.1682061,-0.1069422
15,0.15716858,0.103098825,"('boring', 'funny')",0.1571686,0.1030988,-0.0540698
16,-0.5972038,-0.46682337,"('unpopular', 'popular')",-0.5972038,-0.4668234,0.1303804
17,-0.47323936,-0.3374509,"('nasty', 'nice')",-0.4732394,-0.3374509,0.1357885
18,-0.32056344,-0.3274004,"('disagreeable', 'welcoming')",-0.3205634,-0.3274004,-0.006837
19,-0.64156044,-0.6433224,"('inhospitable', 'hospitable')",-0.6415604,-0.6433224,-0.001762
20,0.950651,0.84808326,"('rough', 'thoughtful')",0.950651,0.8480833,-0.1025677
21,-0.5323023,-0.53448683,"('immoral', 'moral')",-0.5323023,-0.5344868,-0.0021845
22,-0.70627075,-0.67852724,"('untrustworthy', 'trustworthy')",-0.7062708,-0.6785272,0.0277436
23,5.8788013,5.880878,"('insincere', 'sincere')",5.8788013,5.880878,0.0020767
24,1.0937526,0.9939346,"('dishonest', 'honest')",1.0937526,0.9939346,-0.099818
25,1.1345218,1.1530333,"('egoistic', 'altruistic')",1.1345218,1.1530333,0.0185115
26,0.914628,0.85007936,"('hardhearted', 'benevolent')",0.914628,0.8500794,-0.0645486
27,1.8115816,1.654434,"('hardhearted', 'softhearted')",1.8115816,1.654434,-0.1571476
28,0.96033776,0.91906345,"('disloyal', 'loyal')",0.9603378,0.9190634,-0.0412744
29,-0.63337684,-0.73298544,"('unfair', 'fair')",-0.6333768,-0.7329854,-0.0996086
30,0.64524394,0.6173206,"('intolerant', 'tolerant')",0.6452439,0.6173206,-0.0279233
31,-0.9658271,-0.8061547,"('evil', 'good')",-0.9658271,-0.8061547,0.1596724
32,0.678997,0.6222477,"('unkind', 'kind')",0.678997,0.6222477,-0.0567493
33,-0.323908,-0.33390957,"('wrong', 'right')",-0.323908,-0.3339096,-0.0100016
34,4.2666283,4.429622,"('mean', 'honorable')",4.2666283,4.4296222,0.1629939
35,-0.37492022,-0.5756108,"('corrupt', 'incorrupt')",-0.3749202,-0.5756108,-0.2006906
36,-0.18481886,-0.19934022,"('hostile', 'amicable')",-0.1848189,-0.1993402,-0.0145213
37,1.1262729,1.072469,"('fake', 'genuine')",1.1262729,1.072469,-0.0538039
38,-0.3416859,-0.28402996,"('untruthful', 'truthful')",-0.3416859,-0.28403,0.0576559
39,0.31751135,0.24449323,"('exploitative', 'cooperative')",0.3175113,0.2444932,-0.0730181
40,-1.4493086,-1.5540279,"('stingy', 'generous')",-1.4493086,-1.5540279,-0.1047193
41,-0.13598864,-0.14464767,"('unforgiving', 'forgiving')",-0.1359886,-0.1446477,-0.0086591
42,-2.4057875,-2.43802,"('unreliable', 'reliable')",-2.4057875,-2.43802,-0.0322325
43,0.41049996,0.41595855,"('irresponsible', 'responsible')",0.4105,0.4159586,0.0054586
44,-0.7412041,-0.7599118,"('prejudiced', 'unprejudiced')",-0.7412041,-0.7599118,-0.0187077
45,-0.37525016,-0.39148808,"('incompetent', 'competent')",-0.3752502,-0.3914881,-0.0162379
46,-0.8182935,-0.88877714,"('uncompetitive', 'competitive')",-0.8182935,-0.8887771,-0.0704836
47,4.71849,4.9243345,"('stupid', 'smart')",4.7184901,4.9243345,0.2058444
48,0.22304739,0.15154563,"('unintelligent', 'intelligent')",0.2230474,0.1515456,-0.0715018
49,-0.036477108,0.0027581789,"('unable', 'able')",-0.0364771,0.0027582,0.0392353
50,-0.39975217,-0.41327003,"('clumsy', 'skillful')",-0.3997522,-0.41327,-0.0135178
51,0.32194406,0.20400283,"('uneducated', 'educated')",0.3219441,0.2040028,-0.1179413
52,-0.5855635,-0.5610536,"('irrational', 'rational')",-0.5855635,-0.5610536,0.0245099
53,-0.10988859,-0.10379023,"('uncreative', 'creative')",-0.1098886,-0.1037902,0.0060984
54,0.96632427,1.0425994,"('incapable', 'capable')",0.9663243,1.0425994,0.0762751
55,0.47380728,0.45659065,"('incompetent', 'clever')",0.4738073,0.4565907,-0.0172166
56,-0.005523972,-0.072147414,"('impractical', 'practical')",-0.005524,-0.0721474,-0.0666234
57,-2.9141748,-2.848913,"('unimaginative', 'imaginative')",-2.9141748,-2.848913,0.0652618
58,0.28063825,0.2778166,"('undiscriminating', 'discriminating')",0.2806382,0.2778166,-0.0028216
59,-0.18707931,-0.081931904,"('foolish', 'wise')",-0.1870793,-0.0819319,0.1051474
60,-0.19754557,-0.16987178,"('inefficient', 'efficient')",-0.1975456,-0.1698718,0.0276738
61,-0.06479283,-0.24009483,"('illogical', 'logical')",-0.0647928,-0.2400948,-0.175302
62,-0.11311081,-0.026170556,"('incompetent', 'brilliant')",-0.1131108,-0.0261706,0.0869402
63,-0.4490452,-0.40548205,"('unperceptive', 'insightful')",-0.4490452,-0.4054821,0.0435631
64,-6.561805,-6.5547867,"('shy', 'confident')",-6.5618048,-6.5547867,0.0070181
65,-0.04909806,-0.0608287,"('insecure', 'secure')",-0.0490981,-0.0608287,-0.0117306
66,0.006118305,-0.01050204,"('inactive', 'active')",0.0061183,-0.010502,-0.0166203
67,-0.64680433,-0.58178,"('doubtful', 'determined')",-0.6468043,-0.58178,0.0650243
68,-0.8435921,-0.9064003,"('dependent', 'independent')",-0.8435921,-0.9064003,-0.0628082
69,-1.7459345,-1.6977432,"('lazy', 'industrious')",-1.7459345,-1.6977432,0.0481913
70,0.8864835,0.83553517,"('lethargic', 'energetic')",0.8864835,0.8355352,-0.0509483
71,0.4715645,0.52403504,"('diffident', 'self-confident')",0.4715645,0.524035,0.0524705
72,0.30767584,0.4867604,"('unambitious', 'ambitious')",0.3076758,0.4867604,0.1790846
73,-2.8622837,-2.8185482,"('helpless', 'self-reliant')",-2.8622837,-2.8185482,0.0437355
74,0.017642085,-0.072505616,"('undedicated', 'dedicated')",0.0176421,-0.0725056,-0.0901477
75,-0.7383082,-0.5530752,"('meek', 'impulsive')",-0.7383082,-0.5530752,0.185233
76,0.7729526,0.71489346,"('anxious', 'daring')",0.7729526,0.7148935,-0.0580591
77,-1.7103441,-1.6073648,"('unmotivated', 'motivated')",-1.7103441,-1.6073648,0.1029793
78,-0.82287943,-0.82167196,"('nonresilient', 'resilient')",-0.8228794,-0.821672,0.0012074
79,-0.16335703,-0.11437951,"('wavering', 'unwavering')",-0.163357,-0.1143795,0.0489775
80,-0.48266894,-0.65070474,"('dominated', 'dominating')",-0.4826689,-0.6507047,-0.1680358
81,-0.24466072,-0.30987132,"('submissive', 'aggressive')",-0.2446607,-0.3098713,-0.0652106
82,5.968799,6.1448703,"('poor', 'rich')",5.9687991,6.1448703,0.1760712
83,-0.22938181,-0.19823782,"('powerless', 'powerful')",-0.2293818,-0.1982378,0.031144
84,0.78537196,0.7275956,"('inferior', 'superior')",0.785372,0.7275956,-0.0577764
85,-0.14214894,-0.10358887,"('insignificant', 'prestigious')",-0.1421489,-0.1035889,0.03856
86,0.01963136,-0.010716639,"('uninfluential', 'influential')",0.0196314,-0.0107166,-0.030348
87,-0.67772484,-0.5984382,"('unsuccessful', 'successful')",-0.6777248,-0.5984382,0.0792866
88,0.13858038,0.08972608,"('low', 'eminent')",0.1385804,0.0897261,-0.0488543
