,cloister_male,cloister_female,tuple,average_male,average_female,female-male
0,0.6771619,0.48329818,"('unsociable', 'sociable')",0.6771619,0.4832982,-0.1938637
1,-0.941654,-1.0269016,"('unfriendly', 'friendly')",-0.941654,-1.0269016,-0.0852476
2,-0.39328945,-0.32642642,"('unlikable', 'likable')",-0.3932894,-0.3264264,0.066863
3,-0.41283846,-0.31065568,"('repellent', 'pleasant')",-0.4128385,-0.3106557,0.1021828
4,-1.5881232,-1.5324118,"('disliked', 'liked')",-1.5881232,-1.5324118,0.0557114
5,-0.4096644,-0.4354036,"('distant', 'outgoing')",-0.4096644,-0.4354036,-0.0257392
6,-0.94471854,-0.9708117,"('distant', 'open')",-0.9447185,-0.9708117,-0.0260932
7,-0.1016187,-0.07369706,"('insensitive', 'sensitive')",-0.1016187,-0.0736971,0.0279216
8,-0.60062915,-0.6634742,"('unaffectionate', 'affectionate')",-0.6006292,-0.6634742,-0.062845
9,-0.75870115,-0.82367396,"('unaffectionate', 'caring')",-0.7587011,-0.823674,-0.0649729
10,-0.73529184,-0.77018243,"('unsympathetic', 'sympathetic')",-0.7352918,-0.7701824,-0.0348906
11,-0.062141452,-0.036477305,"('unhelpful', 'helpful')",-0.0621415,-0.0364773,0.0256642
12,-1.1079953,-1.1238923,"('unsupportive', 'supportive')",-1.1079953,-1.1238923,-0.015897
13,-0.26426038,-0.40900075,"('impolite', 'polite')",-0.2642604,-0.4090008,-0.1447404
14,0.99185956,0.9797458,"('antisocial', 'social')",0.9918596,0.9797458,-0.0121138
15,-0.20100926,-0.29100916,"('boring', 'funny')",-0.2010093,-0.2910092,-0.0899999
16,0.09041726,0.13784224,"('unpopular', 'popular')",0.0904173,0.1378422,0.0474249
17,-0.3918064,-0.28356934,"('nasty', 'nice')",-0.3918064,-0.2835693,0.1082371
18,-0.8104762,-0.7499223,"('disagreeable', 'welcoming')",-0.8104762,-0.7499223,0.0605539
19,-1.1383532,-1.0862184,"('inhospitable', 'hospitable')",-1.1383532,-1.0862184,0.0521348
20,0.10748302,0.101193115,"('rough', 'thoughtful')",0.107483,0.1011931,-0.0062899
21,0.6204629,0.5776049,"('immoral', 'moral')",0.6204629,0.5776049,-0.042858
22,0.28633836,0.23508048,"('untrustworthy', 'trustworthy')",0.2863384,0.2350805,-0.0512579
23,1.2723948,1.24257,"('insincere', 'sincere')",1.2723948,1.24257,-0.0298248
24,-0.46369055,-0.5737952,"('dishonest', 'honest')",-0.4636905,-0.5737952,-0.1101047
25,-0.016380906,-0.03185055,"('egoistic', 'altruistic')",-0.0163809,-0.0318506,-0.0154697
26,0.7194931,0.55621225,"('hardhearted', 'benevolent')",0.7194931,0.5562122,-0.1632809
27,-0.78217214,-0.7635434,"('hardhearted', 'softhearted')",-0.7821721,-0.7635434,0.0186287
28,-0.4272793,-0.5290054,"('disloyal', 'loyal')",-0.4272793,-0.5290054,-0.1017261
29,-0.4768704,-0.47487,"('unfair', 'fair')",-0.4768704,-0.47487,0.0020004
30,0.03362228,0.058963493,"('intolerant', 'tolerant')",0.0336223,0.0589635,0.0253412
31,-1.9566675,-1.8967136,"('evil', 'good')",-1.9566675,-1.8967136,0.0599539
32,0.05112866,-0.1255878,"('unkind', 'kind')",0.0511287,-0.1255878,-0.1767165
33,0.0014814995,-0.03121582,"('wrong', 'right')",0.0014815,-0.0312158,-0.0326973
34,1.9489578,2.0359862,"('mean', 'honorable')",1.9489578,2.0359862,0.0870284
35,-0.3665121,-0.45693415,"('corrupt', 'incorrupt')",-0.3665121,-0.4569342,-0.0904221
36,-1.1061682,-1.0747918,"('hostile', 'amicable')",-1.1061682,-1.0747918,0.0313764
37,-0.32386923,-0.32038432,"('fake', 'genuine')",-0.3238692,-0.3203843,0.0034849
38,0.05198058,0.033316888,"('untruthful', 'truthful')",0.0519806,0.0333169,-0.0186637
39,0.14558768,0.1652547,"('exploitative', 'cooperative')",0.1455877,0.1652547,0.019667
40,-1.1596543,-1.1603036,"('stingy', 'generous')",-1.1596543,-1.1603036,-0.0006493
41,0.2055505,0.24602942,"('unforgiving', 'forgiving')",0.2055505,0.2460294,0.0404789
42,-1.0718082,-1.0205194,"('unreliable', 'reliable')",-1.0718082,-1.0205194,0.0512888
43,-0.24792928,-0.2604913,"('irresponsible', 'responsible')",-0.2479293,-0.2604913,-0.012562
44,-0.47369304,-0.3980184,"('prejudiced', 'unprejudiced')",-0.473693,-0.3980184,0.0756746
45,-0.62925756,-0.5081902,"('incompetent', 'competent')",-0.6292576,-0.5081902,0.1210674
46,-0.9710207,-0.9835742,"('uncompetitive', 'competitive')",-0.9710207,-0.9835742,-0.0125535
47,1.6982013,1.7621478,"('stupid', 'smart')",1.6982013,1.7621478,0.0639465
48,-0.84434533,-0.96825415,"('unintelligent', 'intelligent')",-0.8443453,-0.9682541,-0.1239088
49,-0.647058,-0.5244943,"('unable', 'able')",-0.647058,-0.5244943,0.1225637
50,-0.9632345,-0.82557064,"('clumsy', 'skillful')",-0.9632345,-0.8255706,0.1376639
