,nucleotidase_male,nucleotidase_female,tuple,average_male,average_female,female-male
0,-0.9055442,-1.185993,"('unsociable', 'sociable')",-0.9055442,-1.185993,-0.2804488
1,-0.3122865,-0.6827806,"('unfriendly', 'friendly')",-0.3122865,-0.6827806,-0.3704941
2,0.6959318,0.6183888,"('unlikable', 'likable')",0.6959318,0.6183888,-0.077543
3,-1.8210071,-1.768895,"('repellent', 'pleasant')",-1.8210071,-1.768895,0.0521121
4,-0.053433433,-0.13217717,"('disliked', 'liked')",-0.0534334,-0.1321772,-0.0787438
5,0.8655985,0.66748774,"('distant', 'outgoing')",0.8655985,0.6674877,-0.1981108
6,0.89079696,0.6392437,"('distant', 'open')",0.890797,0.6392437,-0.2515533
7,-1.8333852,-1.8210709,"('insensitive', 'sensitive')",-1.8333852,-1.8210709,0.0123143
8,-0.2350228,-0.5038413,"('unaffectionate', 'affectionate')",-0.2350228,-0.5038413,-0.2688185
9,-1.038259,-1.2398744,"('unaffectionate', 'caring')",-1.038259,-1.2398744,-0.2016154
10,-2.3665257,-2.4205327,"('unsympathetic', 'sympathetic')",-2.3665257,-2.4205327,-0.054007
11,-1.0538797,-1.0459248,"('unhelpful', 'helpful')",-1.0538797,-1.0459248,0.0079549
12,-0.92620766,-1.0522598,"('unsupportive', 'supportive')",-0.9262077,-1.0522598,-0.1260521
13,-1.7644974,-1.7985728,"('impolite', 'polite')",-1.7644974,-1.7985728,-0.0340754
14,-1.2253273,-1.1701804,"('antisocial', 'social')",-1.2253273,-1.1701804,0.0551469
15,0.6756857,0.6270295,"('boring', 'funny')",0.6756857,0.6270295,-0.0486562
16,0.62179154,0.5577938,"('unpopular', 'popular')",0.6217915,0.5577938,-0.0639977
17,0.17129621,0.17538536,"('nasty', 'nice')",0.1712962,0.1753854,0.0040892
18,-0.03913251,-0.19514641,"('disagreeable', 'welcoming')",-0.0391325,-0.1951464,-0.1560139
19,-0.81688744,-0.97117794,"('inhospitable', 'hospitable')",-0.8168874,-0.9711779,-0.1542905
20,0.32542157,0.40242267,"('rough', 'thoughtful')",0.3254216,0.4024227,0.0770011
21,-0.61180395,-0.6278659,"('immoral', 'moral')",-0.6118039,-0.6278659,-0.016062
22,-1.3238672,-1.356117,"('untrustworthy', 'trustworthy')",-1.3238672,-1.356117,-0.0322498
23,-1.2793118,-1.3914777,"('insincere', 'sincere')",-1.2793118,-1.3914777,-0.1121659
24,-1.3629758,-1.4237716,"('dishonest', 'honest')",-1.3629758,-1.4237716,-0.0607958
25,0.45925155,0.34844053,"('egoistic', 'altruistic')",0.4592516,0.3484405,-0.1108111
26,0.608877,0.3633095,"('hardhearted', 'benevolent')",0.608877,0.3633095,-0.2455675
27,0.25145045,0.27924654,"('hardhearted', 'softhearted')",0.2514504,0.2792465,0.0277961
28,-1.2303616,-1.3957926,"('disloyal', 'loyal')",-1.2303616,-1.3957926,-0.165431
29,-0.030950049,-0.09185252,"('unfair', 'fair')",-0.03095,-0.0918525,-0.0609025
30,-1.7949879,-1.9241358,"('intolerant', 'tolerant')",-1.7949879,-1.9241358,-0.1291479
31,0.79937506,0.62032425,"('evil', 'good')",0.7993751,0.6203243,-0.1790508
32,0.1976968,0.08333276,"('unkind', 'kind')",0.1976968,0.0833328,-0.114364
33,0.49223173,0.3304794,"('wrong', 'right')",0.4922317,0.3304794,-0.1617523
34,0.9135767,0.94884723,"('mean', 'honorable')",0.9135767,0.9488472,0.0352705
35,1.830978,1.7575974,"('corrupt', 'incorrupt')",1.830978,1.7575974,-0.0733806
36,0.7680894,0.50420976,"('hostile', 'amicable')",0.7680894,0.5042098,-0.2638796
37,-0.3438421,-0.3762887,"('fake', 'genuine')",-0.3438421,-0.3762887,-0.0324466
38,-0.12676314,-0.2824381,"('untruthful', 'truthful')",-0.1267631,-0.2824381,-0.155675
39,0.22745395,0.17980976,"('exploitative', 'cooperative')",0.2274539,0.1798098,-0.0476441
40,0.580537,0.5264564,"('stingy', 'generous')",0.580537,0.5264564,-0.0540806
41,0.062644094,-0.075941816,"('unforgiving', 'forgiving')",0.0626441,-0.0759418,-0.1385859
42,-0.05634053,-0.08118398,"('unreliable', 'reliable')",-0.0563405,-0.081184,-0.0248435
43,-1.1920533,-1.3491902,"('irresponsible', 'responsible')",-1.1920533,-1.3491902,-0.1571369
44,1.0147172,1.1074111,"('prejudiced', 'unprejudiced')",1.0147172,1.1074111,0.0926939
45,-1.7272103,-1.8047934,"('incompetent', 'competent')",-1.7272103,-1.8047934,-0.0775831
46,-1.323949,-1.3338751,"('uncompetitive', 'competitive')",-1.323949,-1.3338751,-0.0099261
47,0.5761204,0.5512223,"('stupid', 'smart')",0.5761204,0.5512223,-0.0248981
48,-0.056818075,-0.015024366,"('unintelligent', 'intelligent')",-0.0568181,-0.0150244,0.0417937
49,0.31924772,0.36523402,"('unable', 'able')",0.3192477,0.365234,0.0459863
50,0.23486237,0.20499434,"('clumsy', 'skillful')",0.2348624,0.2049943,-0.0298681
51,-0.8223742,-0.8471921,"('uneducated', 'educated')",-0.8223742,-0.8471921,-0.0248179
52,0.9394274,0.68401414,"('irrational', 'rational')",0.9394274,0.6840141,-0.2554133
53,-1.3971564,-1.5767858,"('uncreative', 'creative')",-1.3971564,-1.5767858,-0.1796294
54,-0.27527237,-0.47199425,"('incapable', 'capable')",-0.2752724,-0.4719943,-0.1967219
55,-1.9004753,-1.856027,"('incompetent', 'clever')",-1.9004753,-1.856027,0.0444483
