,teledyne_male,teledyne_female,tuple,technologies_male,technologies_female,average_male,average_female,female-male
0,-1.6359359,-1.7069324,"('unsociable', 'sociable')",-0.595448,-0.75509363,-1.1156919,-1.2310131,-0.1153212
1,-1.4159957,-1.663286,"('unfriendly', 'friendly')",0.54447275,0.25965145,-0.4357615,-0.7018173,-0.2660558
2,0.5227398,0.5235181,"('unlikable', 'likable')",0.47320378,0.46753722,0.4979718,0.4955277,-0.0024441
3,-0.7956552,-0.80124986,"('repellent', 'pleasant')",0.6510107,0.69970834,-0.0723222,-0.0507708,0.0215514
4,0.3032393,0.20750332,"('disliked', 'liked')",-5.4641356,-5.436797,-2.5804482,-2.6146469,-0.0341987
5,-0.42225754,-0.4426144,"('distant', 'outgoing')",-1.0236628,-1.0216095,-0.7229602,-0.732112,-0.0091518
6,-0.5815181,-0.5901459,"('distant', 'open')",-1.0208876,-1.0999136,-0.8012029,-0.8450297,-0.0438268
7,-1.468206,-1.4250445,"('insensitive', 'sensitive')",0.21123914,0.31024387,-0.6284835,-0.5574003,0.0710832
8,-0.05114776,-0.1499818,"('unaffectionate', 'affectionate')",0.58621746,0.39365935,0.2675349,0.1218388,-0.1456961
9,-1.0816138,-1.152232,"('unaffectionate', 'caring')",1.0969728,0.92426753,0.0076795,-0.1139823,-0.1216618
10,-3.0327377,-3.0038805,"('unsympathetic', 'sympathetic')",-0.418954,-0.41741884,-1.7258458,-1.7106497,0.0151961
11,-0.9611674,-0.8729369,"('unhelpful', 'helpful')",1.9281229,2.0239406,0.4834777,0.5755018,0.0920241
12,-0.7607174,-0.61151564,"('unsupportive', 'supportive')",-1.0062499,-0.93771267,-0.8834836,-0.7746142,0.1088694
13,-1.7584237,-1.6883008,"('impolite', 'polite')",-0.6232557,-0.6099939,-1.1908398,-1.1491474,0.0416924
14,-0.17523985,-0.12920293,"('antisocial', 'social')",0.31176925,0.3257018,0.0682647,0.0982494,0.0299847
15,0.7880614,0.69108087,"('boring', 'funny')",-0.04369257,-0.15310775,0.3721844,0.2689866,-0.1031978
16,0.3213004,0.28183708,"('unpopular', 'popular')",0.09567182,0.07279253,0.2084861,0.1773148,-0.0311713
17,0.1498099,0.18143305,"('nasty', 'nice')",-0.2924654,-0.26604274,-0.0713277,-0.0423048,0.0290229
18,0.21535864,0.21721606,"('disagreeable', 'welcoming')",-0.3272986,-0.33903837,-0.05597,-0.0609112,-0.0049412
19,-0.74323547,-0.72875,"('inhospitable', 'hospitable')",-0.6574927,-0.68076885,-0.7003641,-0.7047594,-0.0043953
20,-0.43145758,-0.46372926,"('rough', 'thoughtful')",0.81001693,0.80807334,0.1892797,0.172172,-0.0171077
21,-0.9453007,-0.939232,"('immoral', 'moral')",-0.24441177,-0.21479106,-0.5948563,-0.5770115,0.0178448
22,-1.192356,-1.1479155,"('untrustworthy', 'trustworthy')",-1.1925774,-1.2336571,-1.1924667,-1.1907864,0.0016803
23,-1.5126144,-1.5981015,"('insincere', 'sincere')",4.4543824,4.33945,1.4708841,1.3706741,-0.10021
24,-1.388752,-1.4002173,"('dishonest', 'honest')",-0.49516055,-0.56663203,-0.9419563,-0.9834247,-0.0414684
