,octave_male,octave_female,tuple,average_male,average_female,female-male
0,-0.0010738447,-0.13418518,"('unsociable', 'sociable')",-0.0010738,-0.1341852,-0.1331114
1,1.0435196,1.0250664,"('unfriendly', 'friendly')",1.0435196,1.0250664,-0.0184532
2,0.34436268,0.48391718,"('unlikable', 'likable')",0.3443627,0.4839172,0.1395545
3,0.6841455,0.72710574,"('repellent', 'pleasant')",0.6841455,0.7271057,0.0429602
4,-7.3152304,-7.433035,"('disliked', 'liked')",-7.3152304,-7.4330349,-0.1178045
5,-0.38311696,-0.3301857,"('distant', 'outgoing')",-0.383117,-0.3301857,0.0529313
6,0.11680965,0.09364018,"('distant', 'open')",0.1168097,0.0936402,-0.0231695
7,0.97198397,0.9593696,"('insensitive', 'sensitive')",0.971984,0.9593696,-0.0126144
8,1.1274781,1.1044145,"('unaffectionate', 'affectionate')",1.1274781,1.1044145,-0.0230636
9,1.3754352,1.4816947,"('unaffectionate', 'caring')",1.3754352,1.4816947,0.1062595
10,1.2100997,1.2355117,"('unsympathetic', 'sympathetic')",1.2100997,1.2355117,0.025412
11,1.494477,1.5440037,"('unhelpful', 'helpful')",1.494477,1.5440037,0.0495267
12,-1.5470876,-1.570024,"('unsupportive', 'supportive')",-1.5470876,-1.570024,-0.0229364
13,0.09154551,0.047161646,"('impolite', 'polite')",0.0915455,0.0471616,-0.0443839
14,-0.038786225,-0.17849863,"('antisocial', 'social')",-0.0387862,-0.1784986,-0.1397124
15,0.2828451,0.20376621,"('boring', 'funny')",0.2828451,0.2037662,-0.0790789
16,-0.53785723,-0.44695657,"('unpopular', 'popular')",-0.5378572,-0.4469566,0.0909006
17,-0.04836141,-0.026318459,"('nasty', 'nice')",-0.0483614,-0.0263185,0.0220429
18,-0.2437367,-0.30058232,"('disagreeable', 'welcoming')",-0.2437367,-0.3005823,-0.0568456
19,-0.6095214,-0.49788624,"('inhospitable', 'hospitable')",-0.6095214,-0.4978862,0.1116352
20,1.1148998,0.9806471,"('rough', 'thoughtful')",1.1148998,0.9806471,-0.1342527
21,0.06758808,0.18677531,"('immoral', 'moral')",0.0675881,0.1867753,0.1191872
22,-0.28928077,-0.37231085,"('untrustworthy', 'trustworthy')",-0.2892808,-0.3723108,-0.08303
23,5.8862057,5.972477,"('insincere', 'sincere')",5.8862057,5.972477,0.0862713
24,1.5414704,1.5143608,"('dishonest', 'honest')",1.5414704,1.5143608,-0.0271096
25,0.44141224,0.42141217,"('egoistic', 'altruistic')",0.4414122,0.4214122,-0.02
26,0.63618165,0.4378078,"('hardhearted', 'benevolent')",0.6361817,0.4378078,-0.1983739
