,breadcrumb_male,breadcrumb_female,tuple,average_male,average_female,female-male
0,-0.5435819,-0.68142503,"('unsociable', 'sociable')",-0.5435819,-0.681425,-0.1378431
1,-0.82274944,-0.8711929,"('unfriendly', 'friendly')",-0.8227494,-0.8711929,-0.0484435
2,-0.729176,-0.6139764,"('unlikable', 'likable')",-0.729176,-0.6139764,0.1151996
3,-1.7460505,-1.5236202,"('repellent', 'pleasant')",-1.7460505,-1.5236202,0.2224303
4,-0.8265857,-0.8822699,"('disliked', 'liked')",-0.8265857,-0.8822699,-0.0556842
5,0.14679044,0.20768614,"('distant', 'outgoing')",0.1467904,0.2076861,0.0608957
6,0.2552395,0.3411962,"('distant', 'open')",0.2552395,0.3411962,0.0859567
7,-0.95525414,-0.93095946,"('insensitive', 'sensitive')",-0.9552541,-0.9309595,0.0242946
8,-0.006487282,-0.09486754,"('unaffectionate', 'affectionate')",-0.0064873,-0.0948675,-0.0883802
9,-0.27705914,-0.3450668,"('unaffectionate', 'caring')",-0.2770591,-0.3450668,-0.0680077
10,-1.5634048,-1.5435944,"('unsympathetic', 'sympathetic')",-1.5634048,-1.5435944,0.0198104
11,-0.42034948,-0.40793058,"('unhelpful', 'helpful')",-0.4203495,-0.4079306,0.0124189
12,-1.532557,-1.4972216,"('unsupportive', 'supportive')",-1.532557,-1.4972216,0.0353354
13,-0.4225082,-0.4484198,"('impolite', 'polite')",-0.4225082,-0.4484198,-0.0259116
14,-1.4109769,-1.5374717,"('antisocial', 'social')",-1.4109769,-1.5374717,-0.1264948
15,1.2027268,1.079217,"('boring', 'funny')",1.2027268,1.079217,-0.1235098
16,-0.5387992,-0.35268846,"('unpopular', 'popular')",-0.5387992,-0.3526885,0.1861107
17,-0.30126932,-0.31098607,"('nasty', 'nice')",-0.3012693,-0.3109861,-0.0097168
18,-1.5592012,-1.2115519,"('disagreeable', 'welcoming')",-1.5592012,-1.2115519,0.3476493
19,-0.28422925,0.04290604,"('inhospitable', 'hospitable')",-0.2842292,0.042906,0.3271352
20,-0.784094,-0.7247852,"('rough', 'thoughtful')",-0.784094,-0.7247852,0.0593088
21,-0.68521833,-0.34043118,"('immoral', 'moral')",-0.6852183,-0.3404312,0.3447871
22,-0.9391661,-1.0457948,"('untrustworthy', 'trustworthy')",-0.9391661,-1.0457948,-0.1066287
23,0.14722039,0.16225755,"('insincere', 'sincere')",0.1472204,0.1622576,0.0150372
24,-0.91912377,-0.96075976,"('dishonest', 'honest')",-0.9191238,-0.9607598,-0.041636
25,0.8188215,0.9103836,"('egoistic', 'altruistic')",0.8188215,0.9103836,0.0915621
26,0.23390633,-0.17569606,"('hardhearted', 'benevolent')",0.2339063,-0.1756961,-0.4096024
27,0.62897146,0.6917501,"('hardhearted', 'softhearted')",0.6289715,0.6917501,0.0627786
28,-0.43064088,-0.5635147,"('disloyal', 'loyal')",-0.4306409,-0.5635147,-0.1328738
29,0.03671271,0.0022634752,"('unfair', 'fair')",0.0367127,0.0022635,-0.0344492
30,-0.84970903,-0.7046252,"('intolerant', 'tolerant')",-0.849709,-0.7046252,0.1450838
31,-0.4653023,-0.3829531,"('evil', 'good')",-0.4653023,-0.3829531,0.0823492
32,-0.19262445,-0.22873159,"('unkind', 'kind')",-0.1926244,-0.2287316,-0.0361072
33,0.6191669,0.66230845,"('wrong', 'right')",0.6191669,0.6623085,0.0431416
34,0.6996411,0.9491814,"('mean', 'honorable')",0.6996411,0.9491814,0.2495403
