,correspondent_male,correspondent_female,tuple,average_male,average_female,female-male
0,0.41625923,0.2727811,"('unsociable', 'sociable')",0.4162592,0.2727811,-0.1434781
1,1.4141389,1.552014,"('unfriendly', 'friendly')",1.4141389,1.552014,0.1378751
2,0.17167778,0.30034325,"('unlikable', 'likable')",0.1716778,0.3003432,0.1286654
3,1.1465472,1.2014017,"('repellent', 'pleasant')",1.1465472,1.2014017,0.0548545
4,-6.814189,-6.903609,"('disliked', 'liked')",-6.814189,-6.9036088,-0.0894198
5,-0.54178923,-0.4588023,"('distant', 'outgoing')",-0.5417892,-0.4588023,0.0829869
6,-0.1298852,-0.083700776,"('distant', 'open')",-0.1298852,-0.0837008,0.0461844
7,1.7150412,1.7092999,"('insensitive', 'sensitive')",1.7150412,1.7092999,-0.0057413
8,0.85569,0.9734913,"('unaffectionate', 'affectionate')",0.85569,0.9734913,0.1178013
9,1.3656316,1.5910872,"('unaffectionate', 'caring')",1.3656316,1.5910872,0.2254556
10,1.2839184,1.2624846,"('unsympathetic', 'sympathetic')",1.2839184,1.2624846,-0.0214338
11,1.9543387,2.023824,"('unhelpful', 'helpful')",1.9543387,2.023824,0.0694853
12,-1.0194271,-0.8662989,"('unsupportive', 'supportive')",-1.0194271,-0.8662989,0.1531282
13,0.46327323,0.3301121,"('impolite', 'polite')",0.4632732,0.3301121,-0.1331611
14,0.12181214,0.015919987,"('antisocial', 'social')",0.1218121,0.01592,-0.1058921
15,0.405946,0.36459237,"('boring', 'funny')",0.405946,0.3645924,-0.0413536
16,-0.60624474,-0.48380172,"('unpopular', 'popular')",-0.6062447,-0.4838017,0.122443
17,-0.5908001,-0.4995341,"('nasty', 'nice')",-0.5908001,-0.4995341,0.091266
18,-0.42049855,-0.24239004,"('disagreeable', 'welcoming')",-0.4204985,-0.24239,0.1781085
19,-0.50435567,-0.337331,"('inhospitable', 'hospitable')",-0.5043557,-0.337331,0.1670247
20,0.7288905,0.5894578,"('rough', 'thoughtful')",0.7288905,0.5894578,-0.1394327
21,0.17282367,0.24351935,"('immoral', 'moral')",0.1728237,0.2435194,0.0706957
22,0.055797365,0.14066535,"('untrustworthy', 'trustworthy')",0.0557974,0.1406654,0.084868
23,6.7465096,6.8464823,"('insincere', 'sincere')",6.7465096,6.8464823,0.0999727
24,1.9542167,1.9711504,"('dishonest', 'honest')",1.9542167,1.9711504,0.0169337
25,0.9100908,1.07683,"('egoistic', 'altruistic')",0.9100908,1.07683,0.1667392
26,0.80805385,0.5967922,"('hardhearted', 'benevolent')",0.8080539,0.5967922,-0.2112617
27,1.8832743,1.6993697,"('hardhearted', 'softhearted')",1.8832743,1.6993697,-0.1839046
28,1.4030322,1.3248404,"('disloyal', 'loyal')",1.4030322,1.3248404,-0.0781918
29,-0.72676045,-0.8399085,"('unfair', 'fair')",-0.7267604,-0.8399085,-0.1131481
30,1.0784333,1.1096281,"('intolerant', 'tolerant')",1.0784333,1.1096281,0.0311948
31,-1.260326,-1.1633823,"('evil', 'good')",-1.260326,-1.1633823,0.0969437
32,1.5692016,1.3832366,"('unkind', 'kind')",1.5692016,1.3832366,-0.185965
33,-0.48484907,-0.3927832,"('wrong', 'right')",-0.4848491,-0.3927832,0.0920659
34,4.4717407,4.79818,"('mean', 'honorable')",4.4717407,4.7981801,0.3264394
35,-1.116027,-1.1873249,"('corrupt', 'incorrupt')",-1.116027,-1.1873249,-0.0712979
36,-1.532035,-1.420828,"('hostile', 'amicable')",-1.532035,-1.420828,0.111207
37,1.3979489,1.3766494,"('fake', 'genuine')",1.3979489,1.3766494,-0.0212995
38,0.098738514,0.2446568,"('untruthful', 'truthful')",0.0987385,0.2446568,0.1459183
39,0.4412241,0.43993726,"('exploitative', 'cooperative')",0.4412241,0.4399373,-0.0012868
40,-0.65889305,-0.85416424,"('stingy', 'generous')",-0.658893,-0.8541642,-0.1952712
41,-0.052775033,-0.13645837,"('unforgiving', 'forgiving')",-0.052775,-0.1364584,-0.0836834
42,-1.8304111,-1.8328136,"('unreliable', 'reliable')",-1.8304111,-1.8328136,-0.0024025
43,1.3103119,1.3373321,"('irresponsible', 'responsible')",1.3103119,1.3373321,0.0270202
44,-1.4404249,-1.5795054,"('prejudiced', 'unprejudiced')",-1.4404249,-1.5795054,-0.1390805
45,0.71420604,0.4970138,"('incompetent', 'competent')",0.714206,0.4970138,-0.2171922
46,-0.5256908,-0.5782004,"('uncompetitive', 'competitive')",-0.5256908,-0.5782004,-0.0525096
47,4.674176,4.786381,"('stupid', 'smart')",4.6741762,4.7863808,0.1122046
48,0.63422084,0.5627244,"('unintelligent', 'intelligent')",0.6342208,0.5627244,-0.0714964
49,0.22517422,0.34922114,"('unable', 'able')",0.2251742,0.3492211,0.1240469
50,-0.37635726,-0.3027309,"('clumsy', 'skillful')",-0.3763573,-0.3027309,0.0736264
51,1.2139904,1.1625597,"('uneducated', 'educated')",1.2139904,1.1625597,-0.0514307
52,-0.5648068,-0.62163216,"('irrational', 'rational')",-0.5648068,-0.6216322,-0.0568254
53,-0.064224005,-0.03209149,"('uncreative', 'creative')",-0.064224,-0.0320915,0.0321325
54,0.8944174,1.1616875,"('incapable', 'capable')",0.8944174,1.1616875,0.2672701
55,1.4690573,1.4499862,"('incompetent', 'clever')",1.4690573,1.4499862,-0.0190711
56,0.837677,0.8911847,"('impractical', 'practical')",0.837677,0.8911847,0.0535077
57,-2.1150777,-2.2652702,"('unimaginative', 'imaginative')",-2.1150777,-2.2652702,-0.1501925
58,0.5012944,0.5227023,"('undiscriminating', 'discriminating')",0.5012944,0.5227023,0.0214079
59,-0.4951967,-0.38851678,"('foolish', 'wise')",-0.4951967,-0.3885168,0.1066799
60,0.7809261,0.7951564,"('inefficient', 'efficient')",0.7809261,0.7951564,0.0142303
61,0.3780981,0.21920097,"('illogical', 'logical')",0.3780981,0.219201,-0.1588971
62,1.4357079,1.4253336,"('incompetent', 'brilliant')",1.4357079,1.4253336,-0.0103743
63,0.8549133,0.9058248,"('unperceptive', 'insightful')",0.8549133,0.9058248,0.0509115
64,-6.0446706,-5.98262,"('shy', 'confident')",-6.0446706,-5.9826198,0.0620508
65,0.39401764,0.50102454,"('insecure', 'secure')",0.3940176,0.5010245,0.1070069
66,-0.3948632,-0.48133117,"('inactive', 'active')",-0.3948632,-0.4813312,-0.086468
67,-0.7471796,-0.8363541,"('doubtful', 'determined')",-0.7471796,-0.8363541,-0.0891745
68,-0.5012969,-0.37958515,"('dependent', 'independent')",-0.5012969,-0.3795851,0.1217118
69,-2.193656,-2.12425,"('lazy', 'industrious')",-2.193656,-2.1242499,0.0694061
70,1.6806307,1.5918845,"('lethargic', 'energetic')",1.6806307,1.5918845,-0.0887462
71,0.36476558,0.41009706,"('diffident', 'self-confident')",0.3647656,0.4100971,0.0453315
72,1.0468848,1.1306975,"('unambitious', 'ambitious')",1.0468848,1.1306975,0.0838127
73,-2.3006828,-2.1445878,"('helpless', 'self-reliant')",-2.3006828,-2.1445878,0.156095
74,0.72376084,0.5744036,"('undedicated', 'dedicated')",0.7237608,0.5744036,-0.1493572
75,-1.0133604,-0.98919505,"('meek', 'impulsive')",-1.0133604,-0.989195,0.0241654
76,0.7745225,0.5719235,"('anxious', 'daring')",0.7745225,0.5719235,-0.202599
77,-1.4540274,-1.2476747,"('unmotivated', 'motivated')",-1.4540274,-1.2476747,0.2063527
78,-0.96124995,-0.9293109,"('nonresilient', 'resilient')",-0.9612499,-0.9293109,0.031939
79,-0.43162128,-0.3801331,"('wavering', 'unwavering')",-0.4316213,-0.3801331,0.0514882
80,0.59594476,0.3925347,"('dominated', 'dominating')",0.5959448,0.3925347,-0.2034101
81,0.042607218,-0.041082546,"('submissive', 'aggressive')",0.0426072,-0.0410825,-0.0836897
82,6.396673,6.5228825,"('poor', 'rich')",6.3966732,6.5228825,0.1262093
83,-0.34483826,-0.38151124,"('powerless', 'powerful')",-0.3448383,-0.3815112,-0.0366729
84,0.27135932,0.2982345,"('inferior', 'superior')",0.2713593,0.2982345,0.0268752
85,-1.3924997,-1.3026136,"('insignificant', 'prestigious')",-1.3924997,-1.3026136,0.0898861
86,1.0563506,0.97704905,"('uninfluential', 'influential')",1.0563506,0.9770491,-0.0793015
87,0.55318993,0.5766329,"('unsuccessful', 'successful')",0.5531899,0.5766329,0.023443
