,reynolds_male,reynolds_female,tuple,american_male,american_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.15629634,-0.23054448,"('unsociable', 'sociable')",-0.9881582,-0.8491579,-0.79986626,-0.86743987,-0.648107,-0.6490474,-0.0009404
1,1.9983624,1.7491579,"('unfriendly', 'friendly')",-0.23661683,-0.45383945,2.1614728,1.8549845,1.3077394,1.050101,-0.2576384
2,1.0231924,1.0826303,"('unlikable', 'likable')",0.5697467,0.63438314,0.6964711,0.7934429,0.7631367,0.8368188,0.0736821
3,-0.7050587,-0.5568597,"('repellent', 'pleasant')",-0.9302738,-0.81063867,-0.16541998,-0.10554804,-0.6002508,-0.4910155,0.1092353
4,0.45193404,0.33390206,"('disliked', 'liked')",0.35224554,0.23229878,-5.548639,-5.6566052,-1.5814864,-1.6968015,-0.1153151
5,0.57114816,0.48668337,"('distant', 'outgoing')",0.52163815,0.3248974,0.14032547,0.036378622,0.4110372,0.2826531,-0.1283841
6,0.51189995,0.40049624,"('distant', 'open')",0.15356053,-0.06504944,0.78169,0.60788167,0.4823835,0.3144428,-0.1679407
7,0.062967524,0.05999574,"('insensitive', 'sensitive')",-0.9251646,-0.6898607,0.25006223,0.21229132,-0.2040449,-0.1391912,0.0648537
8,0.93830806,0.79434514,"('unaffectionate', 'affectionate')",-0.35804763,-0.5598024,0.9098315,0.7065951,0.4966973,0.3137126,-0.1829847
9,1.645078,1.5082761,"('unaffectionate', 'caring')",-0.14969318,-0.28958005,1.0215306,0.85637796,0.8389718,0.6916914,-0.1472804
10,-0.11568718,-0.09239429,"('unsympathetic', 'sympathetic')",-1.4181554,-1.164809,-0.6849306,-0.7333136,-0.739591,-0.6635056,0.0760854
11,-1.1087859,-1.0726012,"('unhelpful', 'helpful')",-0.7752197,-0.57439744,1.1428206,1.187084,-0.2470616,-0.1533049,0.0937567
12,0.98598146,1.0181355,"('unsupportive', 'supportive')",-0.025826138,0.078821294,-1.6614985,-1.6643873,-0.2337811,-0.1891435,0.0446376
13,-0.09738399,0.0011300445,"('impolite', 'polite')",-0.6840042,-0.49301493,-1.1352178,-1.0471087,-0.6388686,-0.5129979,0.1258707
14,-1.4598775,-1.4409858,"('antisocial', 'social')",-0.95094824,-0.68223107,-1.1745032,-1.0930914,-1.1951097,-1.0721027,0.123007
15,0.3300663,0.20686899,"('boring', 'funny')",0.5318427,0.37279856,0.40179366,0.34867665,0.4212342,0.3094481,-0.1117861
16,-0.34191626,-0.43642128,"('unpopular', 'popular')",-0.5042803,-0.6195809,0.7904132,0.692879,-0.0185945,-0.121041,-0.1024465
17,0.47907194,0.5405717,"('nasty', 'nice')",-0.41351622,-0.28423396,-0.5770128,-0.4927727,-0.1704857,-0.0788117,0.091674
18,-0.5368789,-0.5752584,"('disagreeable', 'welcoming')",0.06656374,0.1658968,-0.61394715,-0.6986584,-0.3614208,-0.36934,-0.0079192
19,-0.1066536,-0.031432897,"('inhospitable', 'hospitable')",0.1153132,0.09213789,-0.0886036,-0.09487653,-0.026648,-0.0113905,0.0152575
20,-0.20852096,-0.16325973,"('rough', 'thoughtful')",-0.27345333,-0.22973408,1.2079793,1.1527722,0.2420017,0.2532595,0.0112578
21,-1.048224,-1.0124828,"('immoral', 'moral')",-0.61878574,-0.385302,-1.4052935,-1.3502784,-1.0241011,-0.916021,0.1080801
22,-1.5947385,-1.6247369,"('untrustworthy', 'trustworthy')",-1.0428723,-0.9013286,-1.5668771,-1.5790924,-1.4014959,-1.368386,0.0331099
23,-0.396494,-0.46813163,"('insincere', 'sincere')",-1.2326407,-1.0713212,4.783826,4.6297097,1.0515637,1.0300856,-0.0214781
24,-0.3552778,-0.34128034,"('dishonest', 'honest')",-0.40455663,-0.27607313,0.37569728,0.2665403,-0.1280457,-0.1169377,0.011108
25,0.8459766,0.7498359,"('egoistic', 'altruistic')",0.44281283,0.31602448,1.6615996,1.5395501,0.983463,0.8684702,-0.1149928
26,1.9631873,1.847151,"('hardhearted', 'benevolent')",0.54925317,0.5542909,1.8247105,1.7301623,1.445717,1.3772014,-0.0685156
27,0.20200467,0.26448932,"('hardhearted', 'softhearted')",-0.17051964,-0.20462629,1.3187712,1.1478583,0.4500854,0.4025737,-0.0475117
28,0.41547248,0.21713337,"('disloyal', 'loyal')",-0.27563256,-0.2639044,0.64037365,0.47431186,0.2600712,0.1425136,-0.1175576
29,-1.6521332,-1.684602,"('unfair', 'fair')",-1.5783437,-1.6157566,-0.87390584,-1.038046,-1.3681275,-1.4461349,-0.0780074
30,0.052000977,0.18210715,"('intolerant', 'tolerant')",-0.5071802,-0.2763883,0.68408215,0.6812473,0.076301,0.1956554,0.1193544
31,0.31847066,0.35181892,"('evil', 'good')",0.2898163,0.18773784,-0.53483176,-0.63455206,0.0244851,-0.0316651,-0.0561502
32,-0.28028008,-0.3315508,"('unkind', 'kind')",-1.1431849,-1.0798361,0.24104801,0.07605283,-0.394139,-0.4451114,-0.0509724
33,1.8386768,1.6834573,"('wrong', 'right')",1.2545587,0.98736155,-0.13237652,-0.20207623,0.986953,0.8229142,-0.1640388
34,-0.48660702,-0.29980272,"('mean', 'honorable')",-0.23611261,-0.06700833,5.297869,5.324849,1.5250498,1.6526794,0.1276296
35,0.013269542,-0.13701494,"('corrupt', 'incorrupt')",0.96164757,0.5938102,0.43971837,0.24331155,0.4715451,0.233369,-0.2381761
36,1.016731,0.8498839,"('hostile', 'amicable')",0.7463331,0.36275452,0.6674015,0.41374338,0.8101552,0.5421273,-0.2680279
37,0.45050746,0.5003826,"('fake', 'genuine')",-0.5629356,-0.5537503,0.24431254,0.19519785,0.0439615,0.0472767,0.0033152
38,0.124877885,0.087511875,"('untruthful', 'truthful')",0.08356856,0.11192711,0.03803592,0.04567696,0.0821608,0.0817053,-0.0004555
39,0.24178432,0.43954378,"('exploitative', 'cooperative')",0.570494,0.7874542,-0.19201514,-0.12477593,0.2067544,0.3674074,0.160653
40,1.3419946,1.2617725,"('stingy', 'generous')",0.4892141,0.44814408,-1.0468416,-1.2085382,0.2614557,0.1671261,-0.0943296
41,0.067362174,0.005300509,"('unforgiving', 'forgiving')",-0.3742729,-0.26372826,-0.3392465,-0.41703755,-0.2153858,-0.2251551,-0.0097693
42,-0.7404459,-0.7070931,"('unreliable', 'reliable')",-0.2147218,-0.04740469,-3.1833248,-3.1390266,-1.3794975,-1.2978415,0.081656
43,-0.25744903,-0.15884179,"('irresponsible', 'responsible')",-0.8386007,-0.5473627,0.020971078,0.07250188,-0.3583596,-0.2112342,0.1471254
44,-1.0773919,-0.93695295,"('prejudiced', 'unprejudiced')",-0.1436607,-0.06600014,-1.2565858,-1.1579849,-0.8258794,-0.7203126,0.1055668
45,-1.7147672,-1.6746296,"('incompetent', 'competent')",-1.164112,-0.86876607,-0.60416013,-0.63462955,-1.161013,-1.0593417,0.1016713
46,-0.83869386,-0.75480384,"('uncompetitive', 'competitive')",-0.53870726,-0.33612758,-0.7744207,-0.7680216,-0.717274,-0.619651,0.097623
47,-0.86747235,-0.7554881,"('stupid', 'smart')",-0.9904393,-0.751786,4.8383656,4.900139,0.9934847,1.1309549,0.1374702
48,-0.019428514,-0.063126564,"('unintelligent', 'intelligent')",-0.6375622,-0.5455549,0.10131647,0.08705727,-0.1852248,-0.1738747,0.0113501
49,-0.70612466,-0.6549793,"('unable', 'able')",-0.8676883,-0.7978059,-0.5703437,-0.50258565,-0.7147189,-0.6517903,0.0629286
50,-0.36455768,-0.4222908,"('clumsy', 'skillful')",1.0008914,0.85337883,0.7336318,0.6239017,0.4566552,0.3516633,-0.1049919
51,-1.7004062,-1.7507417,"('uneducated', 'educated')",-0.17648718,-0.075856164,-0.18187606,-0.30082396,-0.6862565,-0.7091406,-0.0228841
52,0.5034879,0.2528691,"('irrational', 'rational')",0.017629154,-0.27192205,0.63486207,0.44293064,0.3853264,0.1412926,-0.2440338
53,1.3140981,1.139698,"('uncreative', 'creative')",-0.6443122,-0.8349598,0.87905043,0.6598774,0.5162788,0.3215385,-0.1947403
54,-0.10181373,-0.17208642,"('incapable', 'capable')",0.1382065,0.07869023,1.1034015,1.0726352,0.3799314,0.326413,-0.0535184
55,-1.5888352,-1.5108335,"('incompetent', 'clever')",-1.3222952,-0.99739665,-0.5048999,-0.46690148,-1.1386768,-0.9917106,0.1469662
56,-0.57881004,-0.54153967,"('impractical', 'practical')",-0.4139578,-0.13147977,-0.76596934,-0.6952745,-0.5862457,-0.456098,0.1301477
57,-0.3001271,-0.38588157,"('unimaginative', 'imaginative')",-0.91934353,-0.8673087,-2.3660834,-2.4147103,-1.1951847,-1.2226335,-0.0274488
58,1.0165402,0.9965947,"('undiscriminating', 'discriminating')",0.47437412,0.4153791,0.32739988,0.25665227,0.6061047,0.5562087,-0.049896
59,0.25457236,0.17281389,"('foolish', 'wise')",0.24394058,0.042405523,0.7499515,0.64989334,0.4161548,0.2883709,-0.1277839
60,-1.087988,-0.93033314,"('inefficient', 'efficient')",-0.9105457,-0.5359842,-0.94004476,-0.73648703,-0.9795262,-0.7342682,0.245258
61,-0.28523305,-0.3936329,"('illogical', 'logical')",-0.50872004,-0.5739083,-0.013790317,-0.138887,-0.2692478,-0.3688094,-0.0995616
62,-1.027678,-0.89351386,"('incompetent', 'brilliant')",-1.0342318,-0.7262234,-0.28897914,-0.09095569,-0.7836296,-0.570231,0.2133986
63,-1.2613592,-1.3438251,"('unperceptive', 'insightful')",-0.45016205,-0.32079935,0.4297287,0.45071185,-0.4272642,-0.4046375,0.0226267
64,0.09854532,0.07946706,"('shy', 'confident')",0.34046897,0.4015103,-6.1980014,-6.035651,-1.9196623,-1.8515579,0.0681044
65,-1.3799816,-1.3222593,"('insecure', 'secure')",-0.66959125,-0.5375507,-1.0838419,-1.0365231,-1.0444716,-0.9654444,0.0790272
66,-0.29626346,-0.32540402,"('inactive', 'active')",1.2792,1.1055044,1.4411327,1.3765085,0.8080231,0.7188696,-0.0891535
67,0.03913077,0.023514025,"('doubtful', 'determined')",0.5802686,0.61105525,-0.6045148,-0.5306282,0.0049615,0.034647,0.0296855
68,-1.9927561,-1.9650099,"('dependent', 'independent')",-0.45217246,-0.45821947,-0.9331518,-0.97066975,-1.1260268,-1.1312997,-0.0052729
69,1.1972506,1.1542071,"('lazy', 'industrious')",1.8499644,1.6586545,0.14665031,0.17713577,1.0646218,0.9966657,-0.0679561
70,-0.9807384,-0.88335377,"('lethargic', 'energetic')",-0.4224342,-0.16103315,-0.011216108,0.07277562,-0.4714629,-0.3238704,0.1475925
71,1.696569,1.6500013,"('diffident', 'self-confident')",1.0727745,1.0875344,0.7525179,0.65336263,1.1739538,1.1302994,-0.0436544
72,-0.20303732,-0.22735772,"('unambitious', 'ambitious')",-0.6679118,-0.6115396,-1.0217546,-0.994788,-0.6309013,-0.6112285,0.0196728
73,2.189982,2.2198272,"('helpless', 'self-reliant')",1.3545054,1.2528044,-2.4416664,-2.3814838,0.367607,0.3637159,-0.0038911
74,1.4972793,1.4781929,"('undedicated', 'dedicated')",0.42871863,0.48329213,0.3976429,0.28975746,0.7745469,0.7504141,-0.0241328
75,-0.1506662,-0.15964799,"('meek', 'impulsive')",0.9210524,0.8307888,-0.057432443,0.012141965,0.2376513,0.2277609,-0.0098904
76,-1.1684391,-1.0430052,"('anxious', 'daring')",-0.6025951,-0.3973998,-0.22458532,-0.11636236,-0.6652065,-0.5189224,0.1462841
77,-0.24086384,-0.27642706,"('unmotivated', 'motivated')",-1.0114857,-0.9033999,-1.3888439,-1.2742642,-0.8803978,-0.8180304,0.0623674
78,0.0059043914,-0.058560625,"('nonresilient', 'resilient')",-0.32499838,-0.28863594,0.5303367,0.5469512,0.0704142,0.0665849,-0.0038293
79,0.11228223,0.0030114949,"('wavering', 'unwavering')",0.7452693,0.5283053,0.5494691,0.4728022,0.4690069,0.3347063,-0.1343006
80,-1.4396099,-1.3849359,"('dominated', 'dominating')",-0.5077007,-0.34268528,-1.3116282,-1.2118226,-1.0863129,-0.9798145,0.1064984
81,-1.4471443,-1.4766746,"('submissive', 'aggressive')",-0.20173761,0.08188793,-1.1139917,-0.9673351,-0.9209579,-0.7873739,0.133584
82,-2.0381505,-2.0592296,"('poor', 'rich')",-1.1750289,-1.0422797,5.292617,5.187103,0.6931458,0.6951978,0.002052
83,0.3554976,0.33215454,"('powerless', 'powerful')",-0.3478177,-0.29597703,-0.87473726,-0.8529869,-0.2890191,-0.2722698,0.0167493
84,1.055961,0.93250906,"('inferior', 'superior')",0.8025996,0.6181399,1.019657,0.9033992,0.9594059,0.8180161,-0.1413898
85,2.148277,2.0302198,"('insignificant', 'prestigious')",0.47500956,0.17108363,1.4736937,1.3143137,1.3656602,1.1718724,-0.1937878
86,-1.108288,-1.2711306,"('uninfluential', 'influential')",-0.8939713,-0.85110015,-0.5197491,-0.7179463,-0.8406695,-0.9467257,-0.1060562
87,-0.46205586,-0.5161878,"('unsuccessful', 'successful')",0.61995673,0.64285266,1.1022102,1.1070095,0.420037,0.4112248,-0.0088122
88,-0.14378792,-0.23776002,"('low', 'eminent')",0.23672207,0.12908451,0.40675542,0.329007,0.1665632,0.0734438,-0.0931194
