,trench_male,trench_female,tuple,average_male,average_female,female-male
0,0.2782795,0.2944668,"('unsociable', 'sociable')",0.2782795,0.2944668,0.0161873
1,1.2459857,1.3809971,"('unfriendly', 'friendly')",1.2459857,1.3809971,0.1350114
2,0.4434065,0.7301763,"('unlikable', 'likable')",0.4434065,0.7301763,0.2867698
3,1.0693645,1.2703583,"('repellent', 'pleasant')",1.0693645,1.2703583,0.2009938
4,-7.0848174,-6.8104773,"('disliked', 'liked')",-7.0848174,-6.8104773,0.2743401
5,-0.66786027,-0.24640931,"('distant', 'outgoing')",-0.6678603,-0.2464093,0.421451
6,-0.28782907,0.027425956,"('distant', 'open')",-0.2878291,0.027426,0.3152551
7,1.5253538,1.5859661,"('insensitive', 'sensitive')",1.5253538,1.5859661,0.0606123
8,1.0845925,1.0126289,"('unaffectionate', 'affectionate')",1.0845925,1.0126289,-0.0719636
9,1.2563044,1.3586357,"('unaffectionate', 'caring')",1.2563044,1.3586357,0.1023313
10,1.805723,1.708314,"('unsympathetic', 'sympathetic')",1.805723,1.7083139,-0.0974091
11,2.1029146,2.1329951,"('unhelpful', 'helpful')",2.1029146,2.1329951,0.0300805
12,-0.98212975,-0.81074005,"('unsupportive', 'supportive')",-0.9821298,-0.8107401,0.1713897
13,0.34841713,0.33809322,"('impolite', 'polite')",0.3484171,0.3380932,-0.0103239
14,0.37535518,0.35626364,"('antisocial', 'social')",0.3753552,0.3562636,-0.0190916
15,0.2741898,0.29908866,"('boring', 'funny')",0.2741898,0.2990887,0.0248989
16,-0.9564609,-0.55834484,"('unpopular', 'popular')",-0.9564609,-0.5583448,0.3981161
17,-0.21338062,-0.07491634,"('nasty', 'nice')",-0.2133806,-0.0749163,0.1384643
18,-0.5538462,-0.30005622,"('disagreeable', 'welcoming')",-0.5538462,-0.3000562,0.25379
19,-0.43854028,-0.21040452,"('inhospitable', 'hospitable')",-0.4385403,-0.2104045,0.2281358
20,0.7265641,0.58692497,"('rough', 'thoughtful')",0.7265641,0.586925,-0.1396391
21,0.32143393,0.4944806,"('immoral', 'moral')",0.3214339,0.4944806,0.1730467
22,0.33108884,0.2871334,"('untrustworthy', 'trustworthy')",0.3310888,0.2871334,-0.0439554
23,6.596594,6.6985693,"('insincere', 'sincere')",6.5965939,6.6985693,0.1019754
24,2.0757906,2.184427,"('dishonest', 'honest')",2.0757906,2.184427,0.1086364
25,0.30292258,0.3801983,"('egoistic', 'altruistic')",0.3029226,0.3801983,0.0772757
26,0.29352903,0.09446234,"('hardhearted', 'benevolent')",0.293529,0.0944623,-0.1990667
27,1.5058889,1.3996184,"('hardhearted', 'softhearted')",1.5058889,1.3996184,-0.1062705
28,1.1622,1.2633486,"('disloyal', 'loyal')",1.1622,1.2633486,0.1011486
29,-0.26495427,-0.3137555,"('unfair', 'fair')",-0.2649543,-0.3137555,-0.0488012
30,1.2262264,1.157097,"('intolerant', 'tolerant')",1.2262264,1.157097,-0.0691294
31,-1.5752804,-1.3741113,"('evil', 'good')",-1.5752804,-1.3741113,0.2011691
32,1.3923979,1.3053849,"('unkind', 'kind')",1.3923979,1.3053849,-0.087013
33,-0.9705357,-0.76468414,"('wrong', 'right')",-0.9705357,-0.7646841,0.2058516
34,4.2565193,4.513158,"('mean', 'honorable')",4.2565193,4.5131578,0.2566385
35,-1.3746015,-1.2733569,"('corrupt', 'incorrupt')",-1.3746015,-1.2733569,0.1012446
36,-1.1749468,-1.1580594,"('hostile', 'amicable')",-1.1749468,-1.1580594,0.0168874
37,1.14065,1.0470134,"('fake', 'genuine')",1.14065,1.0470134,-0.0936366
38,0.09252696,0.14220616,"('untruthful', 'truthful')",0.092527,0.1422062,0.0496792
39,-0.14819768,-0.09146114,"('exploitative', 'cooperative')",-0.1481977,-0.0914611,0.0567366
40,-0.94557935,-0.83960724,"('stingy', 'generous')",-0.9455793,-0.8396072,0.1059721
41,0.1394339,0.004540004,"('unforgiving', 'forgiving')",0.1394339,0.00454,-0.1348939
42,-1.2512869,-1.2330163,"('unreliable', 'reliable')",-1.2512869,-1.2330163,0.0182706
43,1.6441141,1.5704484,"('irresponsible', 'responsible')",1.6441141,1.5704484,-0.0736657
44,-1.1877235,-1.4508494,"('prejudiced', 'unprejudiced')",-1.1877235,-1.4508494,-0.2631259
45,0.6846466,0.8011712,"('incompetent', 'competent')",0.6846466,0.8011712,0.1165246
46,-0.06269658,-0.064787656,"('uncompetitive', 'competitive')",-0.0626966,-0.0647877,-0.0020911
47,5.523823,5.6811924,"('stupid', 'smart')",5.5238228,5.6811924,0.1573696
48,1.126242,1.1116596,"('unintelligent', 'intelligent')",1.126242,1.1116596,-0.0145824
49,0.09016315,0.37321317,"('unable', 'able')",0.0901631,0.3732132,0.2830501
50,0.021461958,0.23530975,"('clumsy', 'skillful')",0.021462,0.2353097,0.2138477
51,1.0256653,1.0922041,"('uneducated', 'educated')",1.0256653,1.0922041,0.0665388
52,-0.728936,-0.6230186,"('irrational', 'rational')",-0.728936,-0.6230186,0.1059174
53,0.3527247,0.50256574,"('uncreative', 'creative')",0.3527247,0.5025657,0.149841
54,1.0213118,1.3080097,"('incapable', 'capable')",1.0213118,1.3080097,0.2866979
55,1.3918247,1.4085292,"('incompetent', 'clever')",1.3918247,1.4085292,0.0167045
56,0.89842325,1.0156915,"('impractical', 'practical')",0.8984233,1.0156915,0.1172682
57,-1.9166151,-1.9431052,"('unimaginative', 'imaginative')",-1.9166151,-1.9431052,-0.0264901
58,-0.1139331,-0.12694952,"('undiscriminating', 'discriminating')",-0.1139331,-0.1269495,-0.0130164
59,0.015525304,0.26866156,"('foolish', 'wise')",0.0155253,0.2686616,0.2531363
60,0.8130277,0.93665427,"('inefficient', 'efficient')",0.8130277,0.9366543,0.1236266
61,0.37207785,0.35631645,"('illogical', 'logical')",0.3720779,0.3563164,-0.0157615
62,1.7749555,2.0318298,"('incompetent', 'brilliant')",1.7749555,2.0318298,0.2568743
63,1.1360749,1.4222177,"('unperceptive', 'insightful')",1.1360749,1.4222177,0.2861428
64,-5.1347322,-4.928588,"('shy', 'confident')",-5.1347322,-4.9285879,0.2061443
65,1.3255328,1.3058628,"('insecure', 'secure')",1.3255328,1.3058628,-0.01967
66,0.005631473,0.043414265,"('inactive', 'active')",0.0056315,0.0434143,0.0377828
67,-0.6938695,-0.71962476,"('doubtful', 'determined')",-0.6938695,-0.7196248,-0.0257553
68,-0.41584417,-0.1508883,"('dependent', 'independent')",-0.4158442,-0.1508883,0.2649559
69,-2.0666645,-1.8172234,"('lazy', 'industrious')",-2.0666645,-1.8172234,0.2494411
70,2.0297663,2.0284302,"('lethargic', 'energetic')",2.0297663,2.0284302,-0.0013361
71,0.28631422,0.63044244,"('diffident', 'self-confident')",0.2863142,0.6304424,0.3441282
72,1.2532339,1.2256758,"('unambitious', 'ambitious')",1.2532339,1.2256758,-0.0275581
73,-2.8798282,-2.714728,"('helpless', 'self-reliant')",-2.8798282,-2.7147281,0.1651001
74,0.40851867,0.4145151,"('undedicated', 'dedicated')",0.4085187,0.4145151,0.0059964
75,-0.74728143,-0.68496,"('meek', 'impulsive')",-0.7472814,-0.68496,0.0623214
76,1.364709,1.20786,"('anxious', 'daring')",1.364709,1.20786,-0.156849
77,-0.8742142,-0.76145506,"('unmotivated', 'motivated')",-0.8742142,-0.7614551,0.1127591
78,-0.3763901,-0.25190297,"('nonresilient', 'resilient')",-0.3763901,-0.251903,0.1244871
79,-0.3120475,-0.13725008,"('wavering', 'unwavering')",-0.3120475,-0.1372501,0.1747974
80,0.43005148,0.23899376,"('dominated', 'dominating')",0.4300515,0.2389938,-0.1910577
81,0.78807795,0.7767572,"('submissive', 'aggressive')",0.788078,0.7767572,-0.0113208
82,6.2864323,6.552922,"('poor', 'rich')",6.2864323,6.5529218,0.2664895
83,-0.22706681,-0.27350152,"('powerless', 'powerful')",-0.2270668,-0.2735015,-0.0464347
84,0.1803866,0.13672899,"('inferior', 'superior')",0.1803866,0.136729,-0.0436576
85,-1.7079672,-1.5492427,"('insignificant', 'prestigious')",-1.7079672,-1.5492427,0.1587245
86,0.6547771,0.8090212,"('uninfluential', 'influential')",0.6547771,0.8090212,0.1542441
87,0.12379326,0.45431277,"('unsuccessful', 'successful')",0.1237933,0.4543128,0.3305195
88,-0.05381348,0.1437318,"('low', 'eminent')",-0.0538135,0.1437318,0.1975453
