,shaker_male,shaker_female,tuple,average_male,average_female,female-male
0,0.5967546,0.4375299,"('unsociable', 'sociable')",0.5967546,0.4375299,-0.1592247
1,-0.99293643,-0.8431046,"('unfriendly', 'friendly')",-0.9929364,-0.8431046,0.1498318
2,0.3670021,0.42883995,"('unlikable', 'likable')",0.3670021,0.42884,0.0618379
3,-0.12662745,0.021265727,"('repellent', 'pleasant')",-0.1266274,0.0212657,0.1478931
4,-2.47313,-2.6750336,"('disliked', 'liked')",-2.47313,-2.6750336,-0.2019036
5,-1.2221217,-1.2030696,"('distant', 'outgoing')",-1.2221217,-1.2030696,0.0190521
6,-1.4988189,-1.4141856,"('distant', 'open')",-1.4988189,-1.4141856,0.0846333
7,1.1530088,1.3137543,"('insensitive', 'sensitive')",1.1530088,1.3137543,0.1607455
8,-0.90593666,-0.7804731,"('unaffectionate', 'affectionate')",-0.9059367,-0.7804731,0.1254636
9,-0.1544321,-0.013100919,"('unaffectionate', 'caring')",-0.1544321,-0.0131009,0.1413312
10,0.3390471,0.522034,"('unsympathetic', 'sympathetic')",0.3390471,0.522034,0.1829869
11,1.3860879,1.5160857,"('unhelpful', 'helpful')",1.3860879,1.5160857,0.1299978
12,-0.18514854,-0.036832042,"('unsupportive', 'supportive')",-0.1851485,-0.036832,0.1483165
13,1.0204388,0.9897234,"('impolite', 'polite')",1.0204388,0.9897234,-0.0307154
14,0.91837555,0.8560632,"('antisocial', 'social')",0.9183756,0.8560632,-0.0623124
15,0.29884097,0.09967701,"('boring', 'funny')",0.298841,0.099677,-0.199164
16,-1.0836204,-1.2409922,"('unpopular', 'popular')",-1.0836204,-1.2409922,-0.1573718
17,-0.10527675,-0.12886459,"('nasty', 'nice')",-0.1052767,-0.1288646,-0.0235879
18,-0.49572623,-0.38524464,"('disagreeable', 'welcoming')",-0.4957262,-0.3852446,0.1104816
19,-1.4280639,-1.3447857,"('inhospitable', 'hospitable')",-1.4280639,-1.3447857,0.0832782
20,0.116389796,0.11276303,"('rough', 'thoughtful')",0.1163898,0.112763,-0.0036268
21,0.67655635,0.8520019,"('immoral', 'moral')",0.6765563,0.8520019,0.1754456
22,0.8702763,0.8228499,"('untrustworthy', 'trustworthy')",0.8702763,0.8228499,-0.0474264
23,2.9103663,3.0744357,"('insincere', 'sincere')",2.9103663,3.0744357,0.1640694
24,0.33876902,0.48722705,"('dishonest', 'honest')",0.338769,0.4872271,0.1484581
25,-0.35152557,-0.3070289,"('egoistic', 'altruistic')",-0.3515256,-0.3070289,0.0444967
26,0.5725717,0.42491996,"('hardhearted', 'benevolent')",0.5725717,0.42492,-0.1476517
27,0.5544601,0.6749362,"('hardhearted', 'softhearted')",0.5544601,0.6749362,0.1204761
28,-0.63593125,-0.50421894,"('disloyal', 'loyal')",-0.6359313,-0.5042189,0.1317124
29,-0.15917438,-0.2735993,"('unfair', 'fair')",-0.1591744,-0.2735993,-0.1144249
30,0.4305995,0.60818756,"('intolerant', 'tolerant')",0.4305995,0.6081876,0.1775881
31,-1.7643157,-1.7906293,"('evil', 'good')",-1.7643157,-1.7906293,-0.0263136
32,1.0021172,0.9344579,"('unkind', 'kind')",1.0021172,0.9344579,-0.0676593
33,0.0441575,-0.011473473,"('wrong', 'right')",0.0441575,-0.0114735,-0.055631
34,1.1613128,1.4843638,"('mean', 'honorable')",1.1613128,1.4843638,0.323051
