,magic_male,magic_female,tuple,average_male,average_female,female-male
0,-0.09821889,-0.13331118,"('unsociable', 'sociable')",-0.0982189,-0.1333112,-0.0350923
1,1.7467587,1.698179,"('unfriendly', 'friendly')",1.7467587,1.698179,-0.0485797
2,0.34353745,0.4474842,"('unlikable', 'likable')",0.3435374,0.4474842,0.1039468
3,0.53961235,0.6123984,"('repellent', 'pleasant')",0.5396124,0.6123984,0.072786
4,-7.456627,-7.5603414,"('disliked', 'liked')",-7.4566269,-7.5603414,-0.1037145
5,-0.0140903555,-0.05175154,"('distant', 'outgoing')",-0.0140904,-0.0517515,-0.0376611
6,0.44800332,0.3799705,"('distant', 'open')",0.4480033,0.3799705,-0.0680328
7,0.3628679,0.45352474,"('insensitive', 'sensitive')",0.3628679,0.4535247,0.0906568
8,1.6364465,1.5287961,"('unaffectionate', 'affectionate')",1.6364465,1.5287961,-0.1076504
9,2.1213686,2.1614273,"('unaffectionate', 'caring')",2.1213686,2.1614273,0.0400587
10,0.5162446,0.5994532,"('unsympathetic', 'sympathetic')",0.5162446,0.5994532,0.0832086
11,1.8563715,1.952667,"('unhelpful', 'helpful')",1.8563715,1.952667,0.0962955
12,-1.4928045,-1.4479151,"('unsupportive', 'supportive')",-1.4928045,-1.4479151,0.0448894
13,-0.08168922,-0.016599715,"('impolite', 'polite')",-0.0816892,-0.0165997,0.0650895
14,0.04412795,-0.02728451,"('antisocial', 'social')",0.0441279,-0.0272845,-0.0714124
15,0.16538449,0.09121835,"('boring', 'funny')",0.1653845,0.0912184,-0.0741661
16,-0.09912193,-0.022011496,"('unpopular', 'popular')",-0.0991219,-0.0220115,0.0771104
17,-0.3392725,-0.26904088,"('nasty', 'nice')",-0.3392725,-0.2690409,0.0702316
18,-0.18075457,-0.19494545,"('disagreeable', 'welcoming')",-0.1807546,-0.1949455,-0.0141909
19,-0.46790746,-0.43536186,"('inhospitable', 'hospitable')",-0.4679075,-0.4353619,0.0325456
20,0.65984064,0.5470067,"('rough', 'thoughtful')",0.6598406,0.5470067,-0.1128339
21,-0.61874104,-0.42377898,"('immoral', 'moral')",-0.618741,-0.423779,0.194962
22,-1.0046676,-1.0045929,"('untrustworthy', 'trustworthy')",-1.0046676,-1.0045929,7.47e-05
23,6.2688427,6.3564296,"('insincere', 'sincere')",6.2688427,6.3564296,0.0875869
24,1.4042723,1.3370087,"('dishonest', 'honest')",1.4042723,1.3370087,-0.0672636
25,0.56840557,0.53147084,"('egoistic', 'altruistic')",0.5684056,0.5314708,-0.0369348
26,0.95422584,0.7975987,"('hardhearted', 'benevolent')",0.9542258,0.7975987,-0.1566271
27,1.4860396,1.3369635,"('hardhearted', 'softhearted')",1.4860396,1.3369635,-0.1490761
28,1.4268854,1.3959628,"('disloyal', 'loyal')",1.4268854,1.3959628,-0.0309226
29,-0.6256155,-0.7598047,"('unfair', 'fair')",-0.6256155,-0.7598047,-0.1341892
30,0.7973774,0.8494241,"('intolerant', 'tolerant')",0.7973774,0.8494241,0.0520467
31,-1.4125022,-1.5187345,"('evil', 'good')",-1.4125022,-1.5187345,-0.1062323
32,1.3103936,1.2924452,"('unkind', 'kind')",1.3103936,1.2924452,-0.0179484
33,-0.21351774,-0.2626844,"('wrong', 'right')",-0.2135177,-0.2626844,-0.0491667
34,4.5980935,4.7860866,"('mean', 'honorable')",4.5980935,4.7860866,0.1879931
35,-1.0533056,-1.2847971,"('corrupt', 'incorrupt')",-1.0533056,-1.2847971,-0.2314915
36,-0.6109823,-0.73621863,"('hostile', 'amicable')",-0.6109823,-0.7362186,-0.1252363
37,0.3481128,0.35662782,"('fake', 'genuine')",0.3481128,0.3566278,0.008515
38,-0.3492539,-0.28859356,"('untruthful', 'truthful')",-0.3492539,-0.2885936,0.0606603
39,0.29381496,0.30524388,"('exploitative', 'cooperative')",0.293815,0.3052439,0.0114289
40,-1.6533995,-1.8153257,"('stingy', 'generous')",-1.6533995,-1.8153257,-0.1619262
