,gran_male,gran_female,tuple,average_male,average_female,female-male
0,0.25480103,0.07907508,"('unsociable', 'sociable')",0.254801,0.0790751,-0.1757259
1,1.5174907,1.5652893,"('unfriendly', 'friendly')",1.5174907,1.5652893,0.0477986
2,0.6988198,0.8140744,"('unlikable', 'likable')",0.6988198,0.8140744,0.1152546
3,1.1867553,1.2300102,"('repellent', 'pleasant')",1.1867553,1.2300102,0.0432549
4,-6.9755325,-6.811013,"('disliked', 'liked')",-6.9755325,-6.8110132,0.1645193
5,0.061552513,0.2951597,"('distant', 'outgoing')",0.0615525,0.2951597,0.2336072
6,0.17152786,0.4211725,"('distant', 'open')",0.1715279,0.4211725,0.2496446
7,1.4530176,1.3228005,"('insensitive', 'sensitive')",1.4530176,1.3228005,-0.1302171
8,1.1027131,1.1810572,"('unaffectionate', 'affectionate')",1.1027131,1.1810572,0.0783441
9,1.4217186,1.5135171,"('unaffectionate', 'caring')",1.4217186,1.5135171,0.0917985
10,1.3028656,1.1539539,"('unsympathetic', 'sympathetic')",1.3028656,1.1539539,-0.1489117
11,2.038587,1.9873736,"('unhelpful', 'helpful')",2.0385871,1.9873736,-0.0512135
12,-0.9939902,-1.0453936,"('unsupportive', 'supportive')",-0.9939902,-1.0453936,-0.0514034
13,0.35900024,0.1496323,"('impolite', 'polite')",0.3590002,0.1496323,-0.2093679
14,0.24321882,-0.023992186,"('antisocial', 'social')",0.2432188,-0.0239922,-0.267211
15,0.058122933,0.124696806,"('boring', 'funny')",0.0581229,0.1246968,0.0665739
16,-0.45655334,-0.23972282,"('unpopular', 'popular')",-0.4565533,-0.2397228,0.2168305
17,0.100432396,0.21555835,"('nasty', 'nice')",0.1004324,0.2155584,0.115126
18,-0.120675966,-0.12576763,"('disagreeable', 'welcoming')",-0.120676,-0.1257676,-0.0050916
19,-0.15815465,0.04612609,"('inhospitable', 'hospitable')",-0.1581547,0.0461261,0.2042808
20,0.82214373,0.70605725,"('rough', 'thoughtful')",0.8221437,0.7060573,-0.1160864
21,0.28709063,0.20218764,"('immoral', 'moral')",0.2870906,0.2021876,-0.084903
22,0.13498534,0.0063432,"('untrustworthy', 'trustworthy')",0.1349853,0.0063432,-0.1286421
23,6.8330154,6.7440143,"('insincere', 'sincere')",6.8330154,6.7440143,-0.0890011
24,2.1549096,2.1074474,"('dishonest', 'honest')",2.1549096,2.1074474,-0.0474622
25,0.45052022,0.48466113,"('egoistic', 'altruistic')",0.4505202,0.4846611,0.0341409
26,-0.0687301,-0.057566818,"('hardhearted', 'benevolent')",-0.0687301,-0.0575668,0.0111633
27,1.4560916,1.3865392,"('hardhearted', 'softhearted')",1.4560916,1.3865392,-0.0695524
28,1.3012588,1.274296,"('disloyal', 'loyal')",1.3012588,1.274296,-0.0269628
29,-0.11274161,-0.1764759,"('unfair', 'fair')",-0.1127416,-0.1764759,-0.0637343
30,0.9511051,0.74515635,"('intolerant', 'tolerant')",0.9511051,0.7451563,-0.2059488
31,-1.0396404,-0.8214741,"('evil', 'good')",-1.0396404,-0.8214741,0.2181663
32,1.4156812,1.3016528,"('unkind', 'kind')",1.4156812,1.3016528,-0.1140284
33,-0.63904,-0.5140327,"('wrong', 'right')",-0.63904,-0.5140327,0.1250073
34,4.7458816,4.895244,"('mean', 'honorable')",4.7458816,4.8952441,0.1493625
35,-1.0112426,-0.8864107,"('corrupt', 'incorrupt')",-1.0112426,-0.8864107,0.1248319
36,-0.9438843,-0.7426832,"('hostile', 'amicable')",-0.9438843,-0.7426832,0.2012011
37,1.0335302,1.0352756,"('fake', 'genuine')",1.0335302,1.0352756,0.0017454
38,0.20998846,0.16848439,"('untruthful', 'truthful')",0.2099885,0.1684844,-0.0415041
39,0.15531278,0.10348788,"('exploitative', 'cooperative')",0.1553128,0.1034879,-0.0518249
40,-1.0319464,-1.0979942,"('stingy', 'generous')",-1.0319464,-1.0979942,-0.0660478
41,0.010803133,-0.055614505,"('unforgiving', 'forgiving')",0.0108031,-0.0556145,-0.0664176
42,-1.7519989,-1.7997518,"('unreliable', 'reliable')",-1.7519989,-1.7997518,-0.0477529
43,1.6327583,1.4006139,"('irresponsible', 'responsible')",1.6327583,1.4006139,-0.2321444
44,-1.3238555,-1.438826,"('prejudiced', 'unprejudiced')",-1.3238555,-1.438826,-0.1149705
45,0.6479361,0.57887363,"('incompetent', 'competent')",0.6479361,0.5788736,-0.0690625
46,-0.29219747,-0.43172225,"('uncompetitive', 'competitive')",-0.2921975,-0.4317223,-0.1395248
47,5.7120743,5.8063774,"('stupid', 'smart')",5.7120743,5.8063774,0.0943031
48,0.9264501,0.8241125,"('unintelligent', 'intelligent')",0.9264501,0.8241125,-0.1023376
49,0.5164051,0.6805531,"('unable', 'able')",0.5164051,0.6805531,0.164148
50,0.2867604,0.50771916,"('clumsy', 'skillful')",0.2867604,0.5077192,0.2209588
51,0.9906393,0.9446064,"('uneducated', 'educated')",0.9906393,0.9446064,-0.0460329
52,-0.2588776,0.0026406422,"('irrational', 'rational')",-0.2588776,0.0026406,0.2615182
53,0.53318447,0.5316547,"('uncreative', 'creative')",0.5331845,0.5316547,-0.0015298
54,1.3850187,1.503149,"('incapable', 'capable')",1.3850187,1.503149,0.1181303
55,1.1070628,0.87418866,"('incompetent', 'clever')",1.1070628,0.8741887,-0.2328741
56,0.9742636,0.7903378,"('impractical', 'practical')",0.9742636,0.7903378,-0.1839258
57,-2.5355024,-2.5918496,"('unimaginative', 'imaginative')",-2.5355024,-2.5918496,-0.0563472
58,-0.20458376,-0.19417492,"('undiscriminating', 'discriminating')",-0.2045838,-0.1941749,0.0104089
59,0.28121504,0.60344565,"('foolish', 'wise')",0.281215,0.6034456,0.3222306
60,0.9011805,0.6440563,"('inefficient', 'efficient')",0.9011805,0.6440563,-0.2571242
61,0.63608545,0.5000403,"('illogical', 'logical')",0.6360855,0.5000403,-0.1360452
62,1.7962433,1.6312206,"('incompetent', 'brilliant')",1.7962433,1.6312206,-0.1650227
63,1.293264,1.2884629,"('unperceptive', 'insightful')",1.293264,1.2884629,-0.0048011
64,-5.2216015,-5.291558,"('shy', 'confident')",-5.2216015,-5.2915578,-0.0699563
65,1.1634474,0.91593325,"('insecure', 'secure')",1.1634474,0.9159333,-0.2475141
66,0.077470556,0.17631523,"('inactive', 'active')",0.0774706,0.1763152,0.0988446
67,-0.65279055,-0.634611,"('doubtful', 'determined')",-0.6527905,-0.634611,0.0181795
68,-0.20136707,-0.1658651,"('dependent', 'independent')",-0.2013671,-0.1658651,0.035502
69,-1.5808403,-1.4266025,"('lazy', 'industrious')",-1.5808403,-1.4266025,0.1542378
70,1.6404529,1.4647828,"('lethargic', 'energetic')",1.6404529,1.4647828,-0.1756701
71,0.81887776,0.99779236,"('diffident', 'self-confident')",0.8188778,0.9977924,0.1789146
72,1.0967247,1.0710747,"('unambitious', 'ambitious')",1.0967247,1.0710747,-0.02565
73,-2.8628187,-2.7689629,"('helpless', 'self-reliant')",-2.8628187,-2.7689629,0.0938558
74,0.30834952,0.18900883,"('undedicated', 'dedicated')",0.3083495,0.1890088,-0.1193407
75,-0.7103227,-0.5422666,"('meek', 'impulsive')",-0.7103227,-0.5422666,0.1680561
76,0.84393287,0.6618525,"('anxious', 'daring')",0.8439329,0.6618525,-0.1820804
77,-0.75401473,-0.8157359,"('unmotivated', 'motivated')",-0.7540147,-0.8157359,-0.0617212
