,overload_male,overload_female,tuple,average_male,average_female,female-male
0,-0.85934454,-1.122728,"('unsociable', 'sociable')",-0.8593445,-1.122728,-0.2633835
1,-0.6980954,-0.92441064,"('unfriendly', 'friendly')",-0.6980954,-0.9244106,-0.2263152
2,-0.37535015,-0.39177322,"('unlikable', 'likable')",-0.3753501,-0.3917732,-0.0164231
3,-0.86479735,-0.83432806,"('repellent', 'pleasant')",-0.8647974,-0.8343281,0.0304693
4,-2.4431312,-2.519436,"('disliked', 'liked')",-2.4431312,-2.5194359,-0.0763047
5,-0.3839158,-0.31148303,"('distant', 'outgoing')",-0.3839158,-0.311483,0.0724328
6,-0.38915017,-0.43615177,"('distant', 'open')",-0.3891502,-0.4361518,-0.0470016
7,-0.07638737,-0.24089804,"('insensitive', 'sensitive')",-0.0763874,-0.240898,-0.1645106
8,-1.05332,-1.1398834,"('unaffectionate', 'affectionate')",-1.0533201,-1.1398834,-0.0865633
9,-0.7533511,-0.8358537,"('unaffectionate', 'caring')",-0.7533511,-0.8358537,-0.0825026
10,-1.0205206,-1.2040519,"('unsympathetic', 'sympathetic')",-1.0205206,-1.2040519,-0.1835313
11,0.7944216,0.8075514,"('unhelpful', 'helpful')",0.7944216,0.8075514,0.0131298
12,-0.95355827,-0.9915774,"('unsupportive', 'supportive')",-0.9535583,-0.9915774,-0.0380191
13,-0.49732116,-0.6566938,"('impolite', 'polite')",-0.4973212,-0.6566938,-0.1593726
14,0.057135344,-0.2094845,"('antisocial', 'social')",0.0571353,-0.2094845,-0.2666198
15,-0.012380773,-0.08833878,"('boring', 'funny')",-0.0123808,-0.0883388,-0.075958
16,-1.5406455,-1.5431771,"('unpopular', 'popular')",-1.5406455,-1.5431771,-0.0025316
17,-1.4078454,-1.3308874,"('nasty', 'nice')",-1.4078454,-1.3308874,0.076958
18,-1.3997,-1.2948352,"('disagreeable', 'welcoming')",-1.3997,-1.2948352,0.1048648
19,-2.1574652,-2.000932,"('inhospitable', 'hospitable')",-2.1574652,-2.000932,0.1565332
20,-0.14539507,-0.20463298,"('rough', 'thoughtful')",-0.1453951,-0.204633,-0.0592379
21,-0.8709613,-0.8482373,"('immoral', 'moral')",-0.8709613,-0.8482373,0.022724
22,-0.07290602,-0.30020595,"('untrustworthy', 'trustworthy')",-0.072906,-0.3002059,-0.2272999
23,1.4014957,1.3536762,"('insincere', 'sincere')",1.4014957,1.3536762,-0.0478195
24,0.25118828,0.0763784,"('dishonest', 'honest')",0.2511883,0.0763784,-0.1748099
25,-0.71716726,-0.7417457,"('egoistic', 'altruistic')",-0.7171673,-0.7417457,-0.0245784
26,0.814878,0.54134977,"('hardhearted', 'benevolent')",0.814878,0.5413498,-0.2735282
27,-0.55697626,-0.72870034,"('hardhearted', 'softhearted')",-0.5569763,-0.7287003,-0.171724
28,-0.19096825,-0.23792057,"('disloyal', 'loyal')",-0.1909682,-0.2379206,-0.0469524
29,-0.5867882,-0.6853756,"('unfair', 'fair')",-0.5867882,-0.6853756,-0.0985874
30,-0.19721821,-0.19454601,"('intolerant', 'tolerant')",-0.1972182,-0.194546,0.0026722
31,-1.7887617,-1.6735411,"('evil', 'good')",-1.7887617,-1.6735411,0.1152206
32,-0.2494546,-0.47876868,"('unkind', 'kind')",-0.2494546,-0.4787687,-0.2293141
33,-0.026411554,-0.07071086,"('wrong', 'right')",-0.0264116,-0.0707109,-0.0442993
34,1.1211115,1.34259,"('mean', 'honorable')",1.1211115,1.34259,0.2214785
35,-0.7681948,-0.79145277,"('corrupt', 'incorrupt')",-0.7681948,-0.7914528,-0.023258
36,-1.3992971,-1.4252932,"('hostile', 'amicable')",-1.3992971,-1.4252932,-0.0259961
37,-0.55318654,-0.60955846,"('fake', 'genuine')",-0.5531865,-0.6095585,-0.056372
38,-0.1963262,-0.3078154,"('untruthful', 'truthful')",-0.1963262,-0.3078154,-0.1114892
39,0.06812984,0.1296233,"('exploitative', 'cooperative')",0.0681298,0.1296233,0.0614935
40,-1.4426388,-1.5193397,"('stingy', 'generous')",-1.4426388,-1.5193397,-0.0767009
41,-0.3529985,-0.43851608,"('unforgiving', 'forgiving')",-0.3529985,-0.4385161,-0.0855176
42,-1.0464637,-0.99097276,"('unreliable', 'reliable')",-1.0464637,-0.9909728,0.0554909
43,0.46498355,0.2403058,"('irresponsible', 'responsible')",0.4649836,0.2403058,-0.2246778
44,-0.25178647,-0.13900232,"('prejudiced', 'unprejudiced')",-0.2517865,-0.1390023,0.1127842
45,-0.47213042,-0.7179895,"('incompetent', 'competent')",-0.4721304,-0.7179895,-0.2458591
46,-0.07219258,-0.19697365,"('uncompetitive', 'competitive')",-0.0721926,-0.1969737,-0.1247811
47,1.2311078,1.0811446,"('stupid', 'smart')",1.2311078,1.0811446,-0.1499632
48,-1.0594133,-0.89387906,"('unintelligent', 'intelligent')",-1.0594133,-0.8938791,0.1655342
49,-0.9512289,-0.6343751,"('unable', 'able')",-0.9512289,-0.6343751,0.3168538
50,-0.8430006,-0.8052924,"('clumsy', 'skillful')",-0.8430006,-0.8052924,0.0377082
51,-1.1399581,-1.1273376,"('uneducated', 'educated')",-1.1399581,-1.1273376,0.0126205
52,-1.1410251,-1.1872879,"('irrational', 'rational')",-1.1410251,-1.1872879,-0.0462628
53,-1.5445445,-1.7037008,"('uncreative', 'creative')",-1.5445445,-1.7037008,-0.1591563
54,-1.1616647,-1.1979111,"('incapable', 'capable')",-1.1616647,-1.1979111,-0.0362464
55,-0.5673012,-0.6083345,"('incompetent', 'clever')",-0.5673012,-0.6083345,-0.0410333
56,0.4728936,0.39742833,"('impractical', 'practical')",0.4728936,0.3974283,-0.0754653
57,-1.0670047,-1.3243352,"('unimaginative', 'imaginative')",-1.0670047,-1.3243352,-0.2573305
58,0.25175336,0.099884845,"('undiscriminating', 'discriminating')",0.2517534,0.0998848,-0.1518686
59,-0.36122578,-0.35788852,"('foolish', 'wise')",-0.3612258,-0.3578885,0.0033373
60,0.29913285,0.37315384,"('inefficient', 'efficient')",0.2991329,0.3731538,0.0740209
61,-0.085805126,-0.280755,"('illogical', 'logical')",-0.0858051,-0.280755,-0.1949499
62,0.18319343,0.20247707,"('incompetent', 'brilliant')",0.1831934,0.2024771,0.0192837
63,-0.10527839,-0.2104409,"('unperceptive', 'insightful')",-0.1052784,-0.2104409,-0.1051625
64,-1.3564422,-1.3648558,"('shy', 'confident')",-1.3564422,-1.3648558,-0.0084136
65,-0.19568148,-0.2661525,"('insecure', 'secure')",-0.1956815,-0.2661525,-0.070471
