,beyond_male,beyond_female,tuple,average_male,average_female,female-male
0,0.4296017,0.29145318,"('unsociable', 'sociable')",0.4296017,0.2914532,-0.1381485
1,0.3805573,0.3124773,"('unfriendly', 'friendly')",0.3805573,0.3124773,-0.06808
2,-0.05336646,-0.033950813,"('unlikable', 'likable')",-0.0533665,-0.0339508,0.0194157
3,0.57234424,0.60789084,"('repellent', 'pleasant')",0.5723442,0.6078908,0.0355466
4,-7.182353,-7.3927803,"('disliked', 'liked')",-7.182353,-7.3927803,-0.2104273
5,-1.580809,-1.6131672,"('distant', 'outgoing')",-1.580809,-1.6131672,-0.0323582
6,-0.81833667,-1.0431366,"('distant', 'open')",-0.8183367,-1.0431366,-0.2247999
7,1.4208931,1.5470507,"('insensitive', 'sensitive')",1.4208931,1.5470507,0.1261576
8,0.99472135,0.8961784,"('unaffectionate', 'affectionate')",0.9947214,0.8961784,-0.098543
9,1.1592911,1.3163414,"('unaffectionate', 'caring')",1.1592911,1.3163414,0.1570503
10,1.3478296,1.2582258,"('unsympathetic', 'sympathetic')",1.3478296,1.2582258,-0.0896038
11,1.7476883,2.0739727,"('unhelpful', 'helpful')",1.7476883,2.0739727,0.3262844
12,-1.3174427,-1.1866149,"('unsupportive', 'supportive')",-1.3174427,-1.1866149,0.1308278
13,0.27416453,0.34303713,"('impolite', 'polite')",0.2741645,0.3430371,0.0688726
14,1.019718,1.0057203,"('antisocial', 'social')",1.0197181,1.0057203,-0.0139978
15,0.38651526,0.24289756,"('boring', 'funny')",0.3865153,0.2428976,-0.1436177
16,-0.92684233,-0.98859346,"('unpopular', 'popular')",-0.9268423,-0.9885935,-0.0617512
17,-0.42367107,-0.52436304,"('nasty', 'nice')",-0.4236711,-0.524363,-0.1006919
18,-0.5392692,-0.5036893,"('disagreeable', 'welcoming')",-0.5392692,-0.5036893,0.0355799
19,-0.88163906,-0.9017501,"('inhospitable', 'hospitable')",-0.8816391,-0.9017501,-0.020111
20,0.555552,0.37258166,"('rough', 'thoughtful')",0.555552,0.3725817,-0.1829703
21,0.3945142,0.6483468,"('immoral', 'moral')",0.3945142,0.6483468,0.2538326
22,0.3122831,0.22778086,"('untrustworthy', 'trustworthy')",0.3122831,0.2277809,-0.0845022
23,6.3669615,6.7669716,"('insincere', 'sincere')",6.3669615,6.7669716,0.4000101
24,2.0581882,2.1368816,"('dishonest', 'honest')",2.0581882,2.1368816,0.0786934
