,sediment_male,sediment_female,tuple,average_male,average_female,female-male
0,0.483794,0.3757107,"('unsociable', 'sociable')",0.483794,0.3757107,-0.1080833
1,0.94402784,0.9687475,"('unfriendly', 'friendly')",0.9440278,0.9687475,0.0247197
2,0.15365857,0.45086217,"('unlikable', 'likable')",0.1536586,0.4508622,0.2972036
3,0.96700984,1.1238747,"('repellent', 'pleasant')",0.9670098,1.1238747,0.1568649
4,-7.5559855,-7.4911823,"('disliked', 'liked')",-7.5559855,-7.4911823,0.0648032
5,-0.750725,-0.4872009,"('distant', 'outgoing')",-0.750725,-0.4872009,0.2635241
6,-0.6554979,-0.40395597,"('distant', 'open')",-0.6554979,-0.403956,0.2515419
7,0.84506357,0.82529014,"('insensitive', 'sensitive')",0.8450636,0.8252901,-0.0197735
8,0.82006824,0.7451424,"('unaffectionate', 'affectionate')",0.8200682,0.7451424,-0.0749258
9,1.4863929,1.463863,"('unaffectionate', 'caring')",1.4863929,1.463863,-0.0225299
10,1.3806491,1.4949763,"('unsympathetic', 'sympathetic')",1.3806491,1.4949763,0.1143272
11,2.310737,2.3401804,"('unhelpful', 'helpful')",2.3107369,2.3401804,0.0294435
12,-1.551796,-1.4968787,"('unsupportive', 'supportive')",-1.551796,-1.4968787,0.0549173
13,0.49487293,0.5671538,"('impolite', 'polite')",0.4948729,0.5671538,0.0722809
14,0.5435145,0.26450282,"('antisocial', 'social')",0.5435145,0.2645028,-0.2790117
15,0.56381047,0.46482384,"('boring', 'funny')",0.5638105,0.4648238,-0.0989867
16,-0.3345762,-0.3651026,"('unpopular', 'popular')",-0.3345762,-0.3651026,-0.0305264
17,-0.5514386,-0.43473738,"('nasty', 'nice')",-0.5514386,-0.4347374,0.1167012
18,-0.8947748,-0.8459807,"('disagreeable', 'welcoming')",-0.8947748,-0.8459807,0.0487941
19,-1.2202638,-0.95046055,"('inhospitable', 'hospitable')",-1.2202638,-0.9504606,0.2698032
20,0.7363371,0.6103633,"('rough', 'thoughtful')",0.7363371,0.6103633,-0.1259738
21,0.21486205,0.34958565,"('immoral', 'moral')",0.214862,0.3495857,0.1347237
22,-0.45109087,-0.19128498,"('untrustworthy', 'trustworthy')",-0.4510909,-0.191285,0.2598059
23,6.8819494,6.847672,"('insincere', 'sincere')",6.8819494,6.847672,-0.0342774
24,1.4688035,1.6128005,"('dishonest', 'honest')",1.4688035,1.6128005,0.143997
25,0.3759843,0.262269,"('egoistic', 'altruistic')",0.3759843,0.262269,-0.1137153
26,0.6061703,0.24786459,"('hardhearted', 'benevolent')",0.6061703,0.2478646,-0.3583057
27,1.2002078,1.0820755,"('hardhearted', 'softhearted')",1.2002078,1.0820755,-0.1181323
28,1.1331146,1.0339453,"('disloyal', 'loyal')",1.1331146,1.0339453,-0.0991693
29,-0.93317133,-0.93861634,"('unfair', 'fair')",-0.9331713,-0.9386163,-0.005445
30,1.2034574,1.0303379,"('intolerant', 'tolerant')",1.2034574,1.0303379,-0.1731195
31,-1.7926592,-1.7861437,"('evil', 'good')",-1.7926592,-1.7861437,0.0065155
32,1.1656182,1.1070437,"('unkind', 'kind')",1.1656182,1.1070437,-0.0585745
33,-0.7957765,-0.7761653,"('wrong', 'right')",-0.7957765,-0.7761653,0.0196112
34,4.6795936,4.7988944,"('mean', 'honorable')",4.6795936,4.7988944,0.1193008
35,-1.6067775,-1.7650214,"('corrupt', 'incorrupt')",-1.6067775,-1.7650214,-0.1582439
36,-1.391782,-1.5592709,"('hostile', 'amicable')",-1.391782,-1.5592709,-0.1674889
37,0.7659872,0.76224613,"('fake', 'genuine')",0.7659872,0.7622461,-0.0037411
38,-0.0017189234,-0.029442936,"('untruthful', 'truthful')",-0.0017189,-0.0294429,-0.027724
39,0.19884273,0.14990942,"('exploitative', 'cooperative')",0.1988427,0.1499094,-0.0489333
40,-2.0786693,-1.9292697,"('stingy', 'generous')",-2.0786693,-1.9292697,0.1493996
41,-0.023268653,-0.15455937,"('unforgiving', 'forgiving')",-0.0232687,-0.1545594,-0.1312907
42,-2.2281919,-1.9671948,"('unreliable', 'reliable')",-2.2281919,-1.9671948,0.2609971
43,1.3867738,1.5188707,"('irresponsible', 'responsible')",1.3867738,1.5188707,0.1320969
44,-1.281274,-1.2975074,"('prejudiced', 'unprejudiced')",-1.281274,-1.2975074,-0.0162334
45,0.53775865,0.60368973,"('incompetent', 'competent')",0.5377586,0.6036897,0.0659311
46,-0.42434853,-0.18043907,"('uncompetitive', 'competitive')",-0.4243485,-0.1804391,0.2439094
47,5.39365,5.5963645,"('stupid', 'smart')",5.3936501,5.5963645,0.2027144
48,1.1965061,1.0210265,"('unintelligent', 'intelligent')",1.1965061,1.0210265,-0.1754796
49,0.13280872,0.22279318,"('unable', 'able')",0.1328087,0.2227932,0.0899845
50,-0.06918524,0.027066655,"('clumsy', 'skillful')",-0.0691852,0.0270667,0.0962519
51,0.39489013,0.42530185,"('uneducated', 'educated')",0.3948901,0.4253018,0.0304117
52,-0.7034036,-0.8966867,"('irrational', 'rational')",-0.7034036,-0.8966867,-0.1932831
53,0.11455399,0.17281342,"('uncreative', 'creative')",0.114554,0.1728134,0.0582594
54,0.8453128,1.0025996,"('incapable', 'capable')",0.8453128,1.0025996,0.1572868
55,1.2839211,1.3323989,"('incompetent', 'clever')",1.2839211,1.3323989,0.0484778
56,1.3477901,1.355969,"('impractical', 'practical')",1.3477901,1.355969,0.0081789
57,-2.7220113,-2.4708557,"('unimaginative', 'imaginative')",-2.7220113,-2.4708557,0.2511556
58,-0.31207794,-0.2515359,"('undiscriminating', 'discriminating')",-0.3120779,-0.2515359,0.060542
59,-0.40566647,-0.31982517,"('foolish', 'wise')",-0.4056665,-0.3198252,0.0858413
60,1.206633,1.336964,"('inefficient', 'efficient')",1.206633,1.336964,0.130331
61,0.45079872,0.23569882,"('illogical', 'logical')",0.4507987,0.2356988,-0.2150999
62,1.4730756,1.7198102,"('incompetent', 'brilliant')",1.4730756,1.7198102,0.2467346
63,0.6063946,0.8602218,"('unperceptive', 'insightful')",0.6063946,0.8602218,0.2538272
64,-6.362935,-6.0831823,"('shy', 'confident')",-6.3629351,-6.0831823,0.2797528
65,0.65860784,0.97193694,"('insecure', 'secure')",0.6586078,0.9719369,0.3133291
66,-0.737577,-0.66706955,"('inactive', 'active')",-0.737577,-0.6670696,0.0705074
67,-0.2370055,-0.3466727,"('doubtful', 'determined')",-0.2370055,-0.3466727,-0.1096672
68,-0.46517128,-0.33296332,"('dependent', 'independent')",-0.4651713,-0.3329633,0.132208
69,-2.0949063,-2.1085713,"('lazy', 'industrious')",-2.0949063,-2.1085713,-0.013665
70,1.3832026,1.5919414,"('lethargic', 'energetic')",1.3832026,1.5919414,0.2087388
71,0.34864798,0.35578525,"('diffident', 'self-confident')",0.348648,0.3557853,0.0071373
72,0.7915453,1.0740305,"('unambitious', 'ambitious')",0.7915453,1.0740305,0.2824852
73,-3.391705,-3.2128983,"('helpless', 'self-reliant')",-3.391705,-3.2128983,0.1788067
74,-0.041907012,-0.06126822,"('undedicated', 'dedicated')",-0.041907,-0.0612682,-0.0193612
75,-1.2801688,-0.99917865,"('meek', 'impulsive')",-1.2801688,-0.9991786,0.2809902
76,0.8499895,0.9413973,"('anxious', 'daring')",0.8499895,0.9413973,0.0914078
77,-0.9528743,-0.94290185,"('unmotivated', 'motivated')",-0.9528743,-0.9429018,0.0099725
78,-0.6032808,-0.58402514,"('nonresilient', 'resilient')",-0.6032808,-0.5840251,0.0192557
79,-0.5732241,-0.53163,"('wavering', 'unwavering')",-0.5732241,-0.53163,0.0415941
80,-0.0121524185,-0.0461001,"('dominated', 'dominating')",-0.0121524,-0.0461001,-0.0339477
81,0.4487404,0.590616,"('submissive', 'aggressive')",0.4487404,0.590616,0.1418756
82,7.0974584,7.298832,"('poor', 'rich')",7.0974584,7.2988319,0.2013735
83,-0.4620536,-0.47294447,"('powerless', 'powerful')",-0.4620536,-0.4729445,-0.0108909
84,0.14686361,0.08801255,"('inferior', 'superior')",0.1468636,0.0880125,-0.0588511
85,-1.108155,-1.5337679,"('insignificant', 'prestigious')",-1.108155,-1.5337679,-0.4256129
86,0.45455962,0.56652325,"('uninfluential', 'influential')",0.4545596,0.5665233,0.1119637
87,0.3139546,0.33862692,"('unsuccessful', 'successful')",0.3139546,0.3386269,0.0246723
88,0.47392073,0.30064973,"('low', 'eminent')",0.4739207,0.3006497,-0.173271
