,reveal_male,reveal_female,tuple,average_male,average_female,female-male
0,0.24881323,0.23123103,"('unsociable', 'sociable')",0.2488132,0.231231,-0.0175822
1,1.3323812,1.2836552,"('unfriendly', 'friendly')",1.3323812,1.2836552,-0.048726
2,0.73200196,0.8974102,"('unlikable', 'likable')",0.732002,0.8974102,0.1654082
3,0.7833182,0.86331916,"('repellent', 'pleasant')",0.7833182,0.8633192,0.080001
4,-7.4470377,-7.452232,"('disliked', 'liked')",-7.4470377,-7.4522319,-0.0051942
5,-0.6044934,-0.5387202,"('distant', 'outgoing')",-0.6044934,-0.5387202,0.0657732
6,0.012375526,0.012043323,"('distant', 'open')",0.0123755,0.0120433,-0.0003322
7,1.2960389,1.2898856,"('insensitive', 'sensitive')",1.2960389,1.2898856,-0.0061533
8,1.2863606,1.199221,"('unaffectionate', 'affectionate')",1.2863606,1.199221,-0.0871396
9,1.5348867,1.5446959,"('unaffectionate', 'caring')",1.5348867,1.5446959,0.0098092
10,1.686052,1.6718551,"('unsympathetic', 'sympathetic')",1.686052,1.6718551,-0.0141969
11,2.0264597,2.075253,"('unhelpful', 'helpful')",2.0264597,2.075253,0.0487933
12,-1.2057325,-1.1503627,"('unsupportive', 'supportive')",-1.2057325,-1.1503627,0.0553698
13,0.37500054,0.38876358,"('impolite', 'polite')",0.3750005,0.3887636,0.0137631
14,0.4143412,0.3573982,"('antisocial', 'social')",0.4143412,0.3573982,-0.056943
15,0.50476253,0.4987901,"('boring', 'funny')",0.5047625,0.4987901,-0.0059724
16,-0.81360084,-0.6989495,"('unpopular', 'popular')",-0.8136008,-0.6989495,0.1146513
17,-0.4648549,-0.45318878,"('nasty', 'nice')",-0.4648549,-0.4531888,0.0116661
18,-0.32361352,-0.38568777,"('disagreeable', 'welcoming')",-0.3236135,-0.3856878,-0.0620743
19,-0.6744055,-0.6333583,"('inhospitable', 'hospitable')",-0.6744055,-0.6333583,0.0410472
20,0.98780936,0.8473331,"('rough', 'thoughtful')",0.9878094,0.8473331,-0.1404763
21,0.4092477,0.47742108,"('immoral', 'moral')",0.4092477,0.4774211,0.0681734
22,0.5499686,0.5018372,"('untrustworthy', 'trustworthy')",0.5499686,0.5018372,-0.0481314
23,6.1943836,6.250557,"('insincere', 'sincere')",6.1943836,6.2505569,0.0561733
24,2.386484,2.3586845,"('dishonest', 'honest')",2.3864839,2.3586845,-0.0277994
25,0.5340523,0.4733541,"('egoistic', 'altruistic')",0.5340523,0.4733541,-0.0606982
26,0.41467407,0.3542337,"('hardhearted', 'benevolent')",0.4146741,0.3542337,-0.0604404
27,1.5950952,1.4376639,"('hardhearted', 'softhearted')",1.5950952,1.4376639,-0.1574313
28,1.0342674,0.922942,"('disloyal', 'loyal')",1.0342674,0.922942,-0.1113254
29,-0.31915042,-0.45210943,"('unfair', 'fair')",-0.3191504,-0.4521094,-0.132959
30,1.3513511,1.3387002,"('intolerant', 'tolerant')",1.3513511,1.3387002,-0.0126509
31,-1.4787673,-1.5752991,"('evil', 'good')",-1.4787673,-1.5752991,-0.0965318
32,1.4704645,1.3954731,"('unkind', 'kind')",1.4704645,1.3954731,-0.0749914
33,-0.6035068,-0.5403463,"('wrong', 'right')",-0.6035068,-0.5403463,0.0631605
34,4.081735,4.27082,"('mean', 'honorable')",4.0817351,4.2708201,0.189085
35,-1.3911083,-1.5796374,"('corrupt', 'incorrupt')",-1.3911083,-1.5796374,-0.1885291
36,-1.0579864,-1.1663395,"('hostile', 'amicable')",-1.0579864,-1.1663395,-0.1083531
37,0.55613923,0.49193573,"('fake', 'genuine')",0.5561392,0.4919357,-0.0642035
38,-0.01623524,0.09288458,"('untruthful', 'truthful')",-0.0162352,0.0928846,0.1091198
39,-0.18919389,-0.2509584,"('exploitative', 'cooperative')",-0.1891939,-0.2509584,-0.0617645
40,-1.2856505,-1.4514806,"('stingy', 'generous')",-1.2856505,-1.4514806,-0.1658301
41,0.37321883,0.30464333,"('unforgiving', 'forgiving')",0.3732188,0.3046433,-0.0685755
42,-1.4035197,-1.4410906,"('unreliable', 'reliable')",-1.4035197,-1.4410906,-0.0375709
43,1.7986575,1.8394862,"('irresponsible', 'responsible')",1.7986575,1.8394862,0.0408287
44,-1.1302431,-1.1517546,"('prejudiced', 'unprejudiced')",-1.1302431,-1.1517546,-0.0215115
45,0.4910924,0.44631645,"('incompetent', 'competent')",0.4910924,0.4463165,-0.0447759
46,-0.16911429,-0.11685398,"('uncompetitive', 'competitive')",-0.1691143,-0.116854,0.0522603
47,5.3459873,5.563818,"('stupid', 'smart')",5.3459873,5.563818,0.2178307
48,1.1620488,1.1856698,"('unintelligent', 'intelligent')",1.1620488,1.1856698,0.023621
49,-0.017989215,0.15491113,"('unable', 'able')",-0.0179892,0.1549111,0.1729003
50,-0.3570316,-0.33966398,"('clumsy', 'skillful')",-0.3570316,-0.339664,0.0173676
51,0.74404836,0.76692843,"('uneducated', 'educated')",0.7440484,0.7669284,0.02288
52,-0.8176993,-0.8710445,"('irrational', 'rational')",-0.8176993,-0.8710445,-0.0533452
