,hold_male,hold_female,tuple,average_male,average_female,female-male
0,-0.13265505,-0.30873248,"('unsociable', 'sociable')",-0.1326551,-0.3087325,-0.1760774
1,1.4544042,1.5592088,"('unfriendly', 'friendly')",1.4544042,1.5592088,0.1048046
2,0.58541006,0.7428634,"('unlikable', 'likable')",0.5854101,0.7428634,0.1574533
3,0.7979184,0.9063128,"('repellent', 'pleasant')",0.7979184,0.9063128,0.1083944
4,-7.391057,-7.288819,"('disliked', 'liked')",-7.391057,-7.2888188,0.1022382
5,-0.102968805,0.14480901,"('distant', 'outgoing')",-0.1029688,0.144809,0.2477778
6,0.3557577,0.5652268,"('distant', 'open')",0.3557577,0.5652268,0.2094691
7,1.3010868,1.1857555,"('insensitive', 'sensitive')",1.3010868,1.1857555,-0.1153313
8,1.362537,1.3896546,"('unaffectionate', 'affectionate')",1.362537,1.3896546,0.0271176
9,1.5951837,1.6770637,"('unaffectionate', 'caring')",1.5951837,1.6770637,0.08188
10,1.1495808,0.9984016,"('unsympathetic', 'sympathetic')",1.1495808,0.9984016,-0.1511792
11,2.0554862,1.983193,"('unhelpful', 'helpful')",2.0554862,1.983193,-0.0722932
12,-1.2881004,-1.2575206,"('unsupportive', 'supportive')",-1.2881004,-1.2575206,0.0305798
13,-0.0051775277,-0.14605674,"('impolite', 'polite')",-0.0051775,-0.1460567,-0.1408792
14,0.2295123,0.05937196,"('antisocial', 'social')",0.2295123,0.059372,-0.1701403
15,0.52228385,0.49964893,"('boring', 'funny')",0.5222839,0.4996489,-0.022635
16,-0.6403469,-0.47056502,"('unpopular', 'popular')",-0.6403469,-0.470565,0.1697819
17,-0.118387215,-0.053017363,"('nasty', 'nice')",-0.1183872,-0.0530174,0.0653698
18,-0.23556626,-0.19976382,"('disagreeable', 'welcoming')",-0.2355663,-0.1997638,0.0358025
19,-0.3745075,-0.21017037,"('inhospitable', 'hospitable')",-0.3745075,-0.2101704,0.1643371
20,0.74020004,0.6108391,"('rough', 'thoughtful')",0.7402,0.6108391,-0.1293609
21,0.15437675,0.13648598,"('immoral', 'moral')",0.1543767,0.136486,-0.0178907
22,-0.20389332,-0.27640498,"('untrustworthy', 'trustworthy')",-0.2038933,-0.276405,-0.0725117
23,6.806365,6.7691193,"('insincere', 'sincere')",6.806365,6.7691193,-0.0372457
24,2.071715,2.0610769,"('dishonest', 'honest')",2.0717151,2.0610769,-0.0106382
25,0.5755011,0.53586787,"('egoistic', 'altruistic')",0.5755011,0.5358679,-0.0396332
26,0.2236473,0.20576869,"('hardhearted', 'benevolent')",0.2236473,0.2057687,-0.0178786
27,1.6363844,1.5087813,"('hardhearted', 'softhearted')",1.6363844,1.5087813,-0.1276031
28,1.1134758,1.0856043,"('disloyal', 'loyal')",1.1134758,1.0856043,-0.0278715
29,-0.19592682,-0.23054795,"('unfair', 'fair')",-0.1959268,-0.2305479,-0.0346211
30,0.9219382,0.7329971,"('intolerant', 'tolerant')",0.9219382,0.7329971,-0.1889411
31,-1.1561557,-0.9002527,"('evil', 'good')",-1.1561557,-0.9002527,0.255903
32,1.3174125,1.2126576,"('unkind', 'kind')",1.3174125,1.2126576,-0.1047549
33,-0.6223251,-0.45404258,"('wrong', 'right')",-0.6223251,-0.4540426,0.1682825
34,4.541491,4.742292,"('mean', 'honorable')",4.541491,4.7422919,0.2008009
35,-0.553024,-0.48287433,"('corrupt', 'incorrupt')",-0.553024,-0.4828743,0.0701497
36,-0.6691371,-0.51695937,"('hostile', 'amicable')",-0.6691371,-0.5169594,0.1521777
