,jerk_male,jerk_female,tuple,average_male,average_female,female-male
0,0.54396856,0.5862284,"('unsociable', 'sociable')",0.5439686,0.5862284,0.0422598
1,0.73021847,0.9494033,"('unfriendly', 'friendly')",0.7302185,0.9494033,0.2191848
2,0.06357771,0.31793576,"('unlikable', 'likable')",0.0635777,0.3179358,0.2543581
3,1.139383,1.3177899,"('repellent', 'pleasant')",1.139383,1.3177899,0.1784069
4,-7.186487,-7.3845887,"('disliked', 'liked')",-7.1864872,-7.3845887,-0.1981015
5,-0.8065364,-0.5536891,"('distant', 'outgoing')",-0.8065364,-0.5536891,0.2528473
6,-0.42722398,-0.2993079,"('distant', 'open')",-0.427224,-0.2993079,0.1279161
7,1.5053972,1.6571252,"('insensitive', 'sensitive')",1.5053972,1.6571252,0.151728
8,0.653647,0.6542459,"('unaffectionate', 'affectionate')",0.653647,0.6542459,0.0005989
9,1.0093129,1.2372587,"('unaffectionate', 'caring')",1.0093129,1.2372587,0.2279458
10,1.5150535,1.5698845,"('unsympathetic', 'sympathetic')",1.5150535,1.5698845,0.054831
11,1.7939,2.0621843,"('unhelpful', 'helpful')",1.7939,2.0621843,0.2682843
12,-1.3744532,-1.1576728,"('unsupportive', 'supportive')",-1.3744532,-1.1576728,0.2167804
13,0.38432902,0.57285106,"('impolite', 'polite')",0.384329,0.5728511,0.1885221
14,0.6869666,0.5784388,"('antisocial', 'social')",0.6869666,0.5784388,-0.1085278
15,0.4150718,0.4323121,"('boring', 'funny')",0.4150718,0.4323121,0.0172403
16,-0.8828569,-0.7004479,"('unpopular', 'popular')",-0.8828569,-0.7004479,0.182409
17,-0.04774482,-0.17531194,"('nasty', 'nice')",-0.0477448,-0.1753119,-0.1275671
18,-0.4354693,-0.31735167,"('disagreeable', 'welcoming')",-0.4354693,-0.3173517,0.1181176
19,-1.0441061,-0.72546834,"('inhospitable', 'hospitable')",-1.0441061,-0.7254683,0.3186378
20,0.6577647,0.45277143,"('rough', 'thoughtful')",0.6577647,0.4527714,-0.2049933
21,0.309268,0.64457935,"('immoral', 'moral')",0.309268,0.6445794,0.3353114
22,0.2474644,0.34592193,"('untrustworthy', 'trustworthy')",0.2474644,0.3459219,0.0984575
23,6.1412125,6.7414303,"('insincere', 'sincere')",6.1412125,6.7414303,0.6002178
24,1.4425455,1.7857753,"('dishonest', 'honest')",1.4425455,1.7857753,0.3432298
25,0.6268704,0.6191973,"('egoistic', 'altruistic')",0.6268704,0.6191973,-0.0076731
26,0.95851165,0.46994644,"('hardhearted', 'benevolent')",0.9585117,0.4699464,-0.4885653
27,1.543693,1.4355807,"('hardhearted', 'softhearted')",1.5436929,1.4355807,-0.1081122
28,1.2392391,1.1589588,"('disloyal', 'loyal')",1.2392391,1.1589588,-0.0802803
29,-0.55007154,-0.6743685,"('unfair', 'fair')",-0.5500715,-0.6743685,-0.124297
30,1.1506727,1.2078985,"('intolerant', 'tolerant')",1.1506727,1.2078985,0.0572258
31,-1.5853602,-1.6888798,"('evil', 'good')",-1.5853602,-1.6888798,-0.1035196
32,1.2180434,1.2223067,"('unkind', 'kind')",1.2180434,1.2223067,0.0042633
33,-0.5288809,-0.4425549,"('wrong', 'right')",-0.5288809,-0.4425549,0.086326
34,4.0326385,4.698351,"('mean', 'honorable')",4.0326385,4.6983509,0.6657124
35,-1.3862603,-1.665621,"('corrupt', 'incorrupt')",-1.3862603,-1.665621,-0.2793607
36,-1.2216547,-1.4600184,"('hostile', 'amicable')",-1.2216547,-1.4600184,-0.2383637
37,1.0044525,0.96910816,"('fake', 'genuine')",1.0044525,0.9691082,-0.0353443
38,-0.5473653,-0.24785249,"('untruthful', 'truthful')",-0.5473653,-0.2478525,0.2995128
39,0.39466637,0.38862154,"('exploitative', 'cooperative')",0.3946664,0.3886215,-0.0060449
40,-0.85415107,-0.8499252,"('stingy', 'generous')",-0.8541511,-0.8499252,0.0042259
41,0.6641919,0.33072305,"('unforgiving', 'forgiving')",0.6641919,0.330723,-0.3334689
42,-1.6767709,-1.695129,"('unreliable', 'reliable')",-1.6767709,-1.695129,-0.0183581
