,ford_male,ford_female,tuple,average_male,average_female,female-male
0,-0.17605834,-0.27796194,"('unsociable', 'sociable')",-0.1760583,-0.2779619,-0.1019036
1,2.2967076,2.3060043,"('unfriendly', 'friendly')",2.2967076,2.3060043,0.0092967
2,0.57886666,0.60490763,"('unlikable', 'likable')",0.5788667,0.6049076,0.0260409
3,-0.10009634,0.044797167,"('repellent', 'pleasant')",-0.1000963,0.0447972,0.1448935
4,-6.1499333,-6.4428062,"('disliked', 'liked')",-6.1499333,-6.4428062,-0.2928729
5,0.40602228,0.32243988,"('distant', 'outgoing')",0.4060223,0.3224399,-0.0835824
6,0.49903035,0.4759485,"('distant', 'open')",0.4990304,0.4759485,-0.0230819
7,0.15742886,0.25921446,"('insensitive', 'sensitive')",0.1574289,0.2592145,0.1017856
8,1.6332744,1.6283454,"('unaffectionate', 'affectionate')",1.6332744,1.6283454,-0.004929
9,2.1056523,2.189304,"('unaffectionate', 'caring')",2.1056523,2.1893041,0.0836518
10,0.25534058,0.34774277,"('unsympathetic', 'sympathetic')",0.2553406,0.3477428,0.0924022
11,1.4921758,1.5185772,"('unhelpful', 'helpful')",1.4921758,1.5185772,0.0264014
12,-1.0647318,-1.0514822,"('unsupportive', 'supportive')",-1.0647318,-1.0514822,0.0132496
13,-0.42452645,-0.55703783,"('impolite', 'polite')",-0.4245265,-0.5570378,-0.1325113
14,-0.2980025,-0.36268318,"('antisocial', 'social')",-0.2980025,-0.3626832,-0.0646807
15,0.27876517,0.14413421,"('boring', 'funny')",0.2787652,0.1441342,-0.134631
16,-0.34087214,-0.30298498,"('unpopular', 'popular')",-0.3408721,-0.302985,0.0378871
17,-0.4666538,-0.46028617,"('nasty', 'nice')",-0.4666538,-0.4602862,0.0063676
18,-0.6767911,-0.72999156,"('disagreeable', 'welcoming')",-0.6767911,-0.7299916,-0.0532005
19,-0.08117923,-0.058821596,"('inhospitable', 'hospitable')",-0.0811792,-0.0588216,0.0223576
20,0.68386203,0.71715117,"('rough', 'thoughtful')",0.683862,0.7171512,0.0332892
21,0.14971635,0.1968173,"('immoral', 'moral')",0.1497163,0.1968173,0.047101
22,-0.71335256,-0.7991201,"('untrustworthy', 'trustworthy')",-0.7133526,-0.7991201,-0.0857675
23,5.4715667,5.659756,"('insincere', 'sincere')",5.4715667,5.6597562,0.1881895
24,1.4149886,1.3928912,"('dishonest', 'honest')",1.4149886,1.3928912,-0.0220974
25,1.319621,1.3397858,"('egoistic', 'altruistic')",1.319621,1.3397858,0.0201648
26,1.7311447,1.714338,"('hardhearted', 'benevolent')",1.7311447,1.7143379,-0.0168068
27,1.021739,1.0851524,"('hardhearted', 'softhearted')",1.021739,1.0851524,0.0634134
28,1.2775245,1.2362475,"('disloyal', 'loyal')",1.2775245,1.2362475,-0.041277
29,-0.5588067,-0.6548245,"('unfair', 'fair')",-0.5588067,-0.6548245,-0.0960178
30,0.2933121,0.265727,"('intolerant', 'tolerant')",0.2933121,0.265727,-0.0275851
31,-1.032922,-0.9351312,"('evil', 'good')",-1.032922,-0.9351312,0.0977908
32,1.1580812,1.09078,"('unkind', 'kind')",1.1580812,1.09078,-0.0673012
33,0.6747798,0.5349033,"('wrong', 'right')",0.6747798,0.5349033,-0.1398765
34,4.8570623,5.1027465,"('mean', 'honorable')",4.8570623,5.1027465,0.2456842
35,-0.057623886,-0.22318073,"('corrupt', 'incorrupt')",-0.0576239,-0.2231807,-0.1655568
36,-0.014757223,-0.08605969,"('hostile', 'amicable')",-0.0147572,-0.0860597,-0.0713025
