,jellyfish_male,jellyfish_female,tuple,average_male,average_female,female-male
0,0.7230264,0.65654206,"('unsociable', 'sociable')",0.7230264,0.6565421,-0.0664843
1,-0.5397141,-0.6356383,"('unfriendly', 'friendly')",-0.5397141,-0.6356383,-0.0959242
2,0.34505075,0.37187472,"('unlikable', 'likable')",0.3450508,0.3718747,0.0268239
3,0.03718833,0.10908717,"('repellent', 'pleasant')",0.0371883,0.1090872,0.0718989
4,-2.6085994,-2.5852757,"('disliked', 'liked')",-2.6085994,-2.5852757,0.0233237
5,-1.0864713,-1.030442,"('distant', 'outgoing')",-1.0864713,-1.030442,0.0560293
6,-1.52242,-1.4894112,"('distant', 'open')",-1.52242,-1.4894112,0.0330088
7,0.5914045,0.60619307,"('insensitive', 'sensitive')",0.5914045,0.6061931,0.0147886
8,-0.2824438,-0.36639738,"('unaffectionate', 'affectionate')",-0.2824438,-0.3663974,-0.0839536
9,-0.13207689,-0.21299516,"('unaffectionate', 'caring')",-0.1320769,-0.2129952,-0.0809183
10,0.4002183,0.39714363,"('unsympathetic', 'sympathetic')",0.4002183,0.3971436,-0.0030747
11,1.501591,1.4850662,"('unhelpful', 'helpful')",1.501591,1.4850662,-0.0165248
12,-0.5369339,-0.49395296,"('unsupportive', 'supportive')",-0.5369339,-0.493953,0.0429809
13,0.7445929,0.71454024,"('impolite', 'polite')",0.7445929,0.7145402,-0.0300527
14,0.85333604,0.7905442,"('antisocial', 'social')",0.853336,0.7905442,-0.0627918
15,0.45087934,0.3895683,"('boring', 'funny')",0.4508793,0.3895683,-0.061311
16,-0.07869825,-0.016310656,"('unpopular', 'popular')",-0.0786982,-0.0163107,0.0623875
17,-0.45607865,-0.42157516,"('nasty', 'nice')",-0.4560786,-0.4215752,0.0345034
18,-0.5286081,-0.597597,"('disagreeable', 'welcoming')",-0.5286081,-0.597597,-0.0689889
19,-1.3705252,-1.2537997,"('inhospitable', 'hospitable')",-1.3705252,-1.2537997,0.1167255
20,0.2523472,0.20451552,"('rough', 'thoughtful')",0.2523472,0.2045155,-0.0478317
21,1.2332175,1.2282333,"('immoral', 'moral')",1.2332175,1.2282333,-0.0049842
22,-0.027846482,-0.13263994,"('untrustworthy', 'trustworthy')",-0.0278465,-0.1326399,-0.1047934
23,2.4207788,2.3545384,"('insincere', 'sincere')",2.4207788,2.3545384,-0.0662404
24,0.4130011,0.29817146,"('dishonest', 'honest')",0.4130011,0.2981715,-0.1148296
25,-0.033714853,-0.05305034,"('egoistic', 'altruistic')",-0.0337149,-0.0530503,-0.0193354
26,-0.29164878,-0.43782967,"('hardhearted', 'benevolent')",-0.2916488,-0.4378297,-0.1461809
27,-0.39329952,-0.5432991,"('hardhearted', 'softhearted')",-0.3932995,-0.5432991,-0.1499996
28,0.35927957,0.28365478,"('disloyal', 'loyal')",0.3592796,0.2836548,-0.0756248
29,-0.7049548,-0.70041263,"('unfair', 'fair')",-0.7049548,-0.7004126,0.0045422
30,0.60554093,0.48881093,"('intolerant', 'tolerant')",0.6055409,0.4888109,-0.11673
31,-2.234462,-2.1706784,"('evil', 'good')",-2.234462,-2.1706784,0.0637836
32,0.87900776,0.75289273,"('unkind', 'kind')",0.8790078,0.7528927,-0.1261151
