,dam_male,dam_female,tuple,average_male,average_female,female-male
0,1.139061,0.7522445,"('unsociable', 'sociable')",1.139061,0.7522445,-0.3868165
1,1.3102391,1.2542099,"('unfriendly', 'friendly')",1.3102391,1.2542099,-0.0560292
2,0.7050396,0.6421816,"('unlikable', 'likable')",0.7050396,0.6421816,-0.062858
3,0.4726366,0.6878382,"('repellent', 'pleasant')",0.4726366,0.6878382,0.2152016
4,-6.1885476,-6.946441,"('disliked', 'liked')",-6.1885476,-6.9464412,-0.7578936
5,-0.97284687,-0.7569919,"('distant', 'outgoing')",-0.9728469,-0.7569919,0.215855
6,-1.0142146,-0.6881992,"('distant', 'open')",-1.0142146,-0.6881992,0.3260154
7,1.2068807,1.2473767,"('insensitive', 'sensitive')",1.2068807,1.2473767,0.040496
8,0.9746656,1.0712785,"('unaffectionate', 'affectionate')",0.9746656,1.0712785,0.0966129
9,1.6281526,1.8423625,"('unaffectionate', 'caring')",1.6281526,1.8423625,0.2142099
10,0.75777364,0.9506199,"('unsympathetic', 'sympathetic')",0.7577736,0.9506199,0.1928463
11,2.7198825,2.4083693,"('unhelpful', 'helpful')",2.7198825,2.4083693,-0.3115132
12,-0.89133143,-1.0438422,"('unsupportive', 'supportive')",-0.8913314,-1.0438422,-0.1525108
13,0.5672326,0.43700734,"('impolite', 'polite')",0.5672326,0.4370073,-0.1302253
14,1.1666249,0.9107087,"('antisocial', 'social')",1.1666249,0.9107087,-0.2559162
15,0.95135236,0.6067395,"('boring', 'funny')",0.9513524,0.6067395,-0.3446129
16,-0.1611982,-0.5551672,"('unpopular', 'popular')",-0.1611982,-0.5551672,-0.393969
17,-0.7265974,-0.5212181,"('nasty', 'nice')",-0.7265974,-0.5212181,0.2053793
18,-1.0731283,-0.76142085,"('disagreeable', 'welcoming')",-1.0731283,-0.7614208,0.3117075
19,-0.9121533,-0.8573595,"('inhospitable', 'hospitable')",-0.9121533,-0.8573595,0.0547938
20,-0.498572,-0.27675515,"('rough', 'thoughtful')",-0.498572,-0.2767552,0.2218168
21,0.37488765,0.35724032,"('immoral', 'moral')",0.3748876,0.3572403,-0.0176473
22,-0.2763063,-0.30114356,"('untrustworthy', 'trustworthy')",-0.2763063,-0.3011436,-0.0248373
23,6.1321487,6.417095,"('insincere', 'sincere')",6.1321487,6.4170952,0.2849465
24,1.1242537,1.4927403,"('dishonest', 'honest')",1.1242537,1.4927403,0.3684866
25,0.6214382,0.5236258,"('egoistic', 'altruistic')",0.6214382,0.5236258,-0.0978124
26,1.5599922,1.1180825,"('hardhearted', 'benevolent')",1.5599922,1.1180825,-0.4419097
27,0.40819588,0.8680681,"('hardhearted', 'softhearted')",0.4081959,0.8680681,0.4598722
28,0.9888596,0.90085447,"('disloyal', 'loyal')",0.9888596,0.9008545,-0.0880051
29,-0.94900167,-0.9262274,"('unfair', 'fair')",-0.9490017,-0.9262274,0.0227743
30,1.5017095,1.3114403,"('intolerant', 'tolerant')",1.5017095,1.3114403,-0.1902692
31,-2.102666,-2.0864317,"('evil', 'good')",-2.1026659,-2.0864317,0.0162342
32,1.3879431,1.1704915,"('unkind', 'kind')",1.3879431,1.1704915,-0.2174516
33,0.08371438,0.0076323487,"('wrong', 'right')",0.0837144,0.0076323,-0.0760821
34,4.153823,4.430267,"('mean', 'honorable')",4.1538229,4.4302669,0.276444
35,-1.8366953,-1.8081048,"('corrupt', 'incorrupt')",-1.8366953,-1.8081048,0.0285905
36,-1.4895664,-1.5867689,"('hostile', 'amicable')",-1.4895664,-1.5867689,-0.0972025
37,0.2151759,0.41194856,"('fake', 'genuine')",0.2151759,0.4119486,0.1967727
38,1.0164356,0.73154473,"('untruthful', 'truthful')",1.0164356,0.7315447,-0.2848909
39,0.20528942,0.52091485,"('exploitative', 'cooperative')",0.2052894,0.5209149,0.3156255
40,-2.0576415,-1.8713951,"('stingy', 'generous')",-2.0576415,-1.8713951,0.1862464
41,1.204169,1.0070046,"('unforgiving', 'forgiving')",1.204169,1.0070046,-0.1971644
42,-2.8384786,-2.8490918,"('unreliable', 'reliable')",-2.8384786,-2.8490918,-0.0106132
43,1.2133411,1.3317103,"('irresponsible', 'responsible')",1.2133411,1.3317103,0.1183692
44,-1.7083083,-1.6080536,"('prejudiced', 'unprejudiced')",-1.7083083,-1.6080536,0.1002547
45,0.5164009,0.17351231,"('incompetent', 'competent')",0.5164009,0.1735123,-0.3428886
