,logic_male,logic_female,tuple,average_male,average_female,female-male
0,0.10654068,0.02922124,"('unsociable', 'sociable')",0.1065407,0.0292212,-0.0773195
1,1.5206765,1.4171896,"('unfriendly', 'friendly')",1.5206765,1.4171896,-0.1034869
2,0.7045021,0.7947556,"('unlikable', 'likable')",0.7045021,0.7947556,0.0902535
3,0.26768565,0.583279,"('repellent', 'pleasant')",0.2676857,0.583279,0.3155933
4,-7.5818887,-7.4920964,"('disliked', 'liked')",-7.5818887,-7.4920964,0.0897923
5,-0.24370748,0.11123201,"('distant', 'outgoing')",-0.2437075,0.111232,0.3549395
6,0.047077645,0.36582074,"('distant', 'open')",0.0470776,0.3658207,0.3187431
7,0.18686576,0.47593525,"('insensitive', 'sensitive')",0.1868658,0.4759353,0.2890695
8,1.4108944,1.4081999,"('unaffectionate', 'affectionate')",1.4108944,1.4081999,-0.0026945
9,1.8894497,2.0776663,"('unaffectionate', 'caring')",1.8894497,2.0776663,0.1882166
10,0.39233437,0.828265,"('unsympathetic', 'sympathetic')",0.3923344,0.828265,0.4359306
11,2.7573051,2.6505446,"('unhelpful', 'helpful')",2.7573051,2.6505446,-0.1067605
12,-1.7865537,-1.5670052,"('unsupportive', 'supportive')",-1.7865537,-1.5670052,0.2195485
13,0.027734153,0.03961113,"('impolite', 'polite')",0.0277342,0.0396111,0.0118769
14,-0.03555807,-0.3325741,"('antisocial', 'social')",-0.0355581,-0.3325741,-0.297016
15,0.38825116,0.29660934,"('boring', 'funny')",0.3882512,0.2966093,-0.0916419
16,-0.10044236,-0.022791207,"('unpopular', 'popular')",-0.1004424,-0.0227912,0.0776512
17,-0.21824309,-0.29157466,"('nasty', 'nice')",-0.2182431,-0.2915747,-0.0733316
18,-0.8028026,-0.87202513,"('disagreeable', 'welcoming')",-0.8028026,-0.8720251,-0.0692225
19,-0.3155361,-0.14921585,"('inhospitable', 'hospitable')",-0.3155361,-0.1492158,0.1663203
20,0.7274532,0.49012196,"('rough', 'thoughtful')",0.7274532,0.490122,-0.2373312
21,0.07826072,0.08685411,"('immoral', 'moral')",0.0782607,0.0868541,0.0085934
22,-0.8766452,-0.8333058,"('untrustworthy', 'trustworthy')",-0.8766452,-0.8333058,0.0433394
23,6.784665,6.699638,"('insincere', 'sincere')",6.7846651,6.6996379,-0.0850272
