,lox_male,lox_female,tuple,average_male,average_female,female-male
0,-0.55848527,-0.67298967,"('unsociable', 'sociable')",-0.5584853,-0.6729897,-0.1145044
1,-1.1218042,-1.3399576,"('unfriendly', 'friendly')",-1.1218042,-1.3399576,-0.2181534
2,-0.07150394,-0.09077583,"('unlikable', 'likable')",-0.0715039,-0.0907758,-0.0192719
3,0.24256672,0.4431888,"('repellent', 'pleasant')",0.2425667,0.4431888,0.2006221
4,-3.1513658,-3.0841594,"('disliked', 'liked')",-3.1513658,-3.0841594,0.0672064
5,-1.78005,-1.8657753,"('distant', 'outgoing')",-1.78005,-1.8657753,-0.0857253
6,-1.5986729,-1.6545001,"('distant', 'open')",-1.5986729,-1.6545001,-0.0558272
7,0.17017132,0.23487818,"('insensitive', 'sensitive')",0.1701713,0.2348782,0.0647069
8,-1.4325647,-1.5277551,"('unaffectionate', 'affectionate')",-1.4325647,-1.5277551,-0.0951904
9,-0.82009417,-0.9143213,"('unaffectionate', 'caring')",-0.8200942,-0.9143213,-0.0942271
10,-0.5549532,-0.50398827,"('unsympathetic', 'sympathetic')",-0.5549532,-0.5039883,0.0509649
11,0.5703559,0.61334276,"('unhelpful', 'helpful')",0.5703559,0.6133428,0.0429869
12,-1.568307,-1.5629994,"('unsupportive', 'supportive')",-1.568307,-1.5629994,0.0053076
13,-0.7584986,-0.8166479,"('impolite', 'polite')",-0.7584986,-0.8166479,-0.0581493
14,0.29765737,0.24276713,"('antisocial', 'social')",0.2976574,0.2427671,-0.0548903
15,-0.2604039,-0.39432204,"('boring', 'funny')",-0.2604039,-0.394322,-0.1339181
16,-0.13121149,-0.13160414,"('unpopular', 'popular')",-0.1312115,-0.1316041,-0.0003926
17,-0.3924333,-0.3286637,"('nasty', 'nice')",-0.3924333,-0.3286637,0.0637696
18,-1.1621889,-1.1733334,"('disagreeable', 'welcoming')",-1.1621889,-1.1733334,-0.0111445
19,-1.6830927,-1.6341766,"('inhospitable', 'hospitable')",-1.6830927,-1.6341766,0.0489161
20,0.6818864,0.66763765,"('rough', 'thoughtful')",0.6818864,0.6676376,-0.0142488
21,-0.39033487,-0.26520765,"('immoral', 'moral')",-0.3903349,-0.2652076,0.1251273
22,-0.37729067,-0.44397113,"('untrustworthy', 'trustworthy')",-0.3772907,-0.4439711,-0.0666804
23,2.1228313,2.0287113,"('insincere', 'sincere')",2.1228313,2.0287113,-0.09412
24,-0.22734451,-0.3468088,"('dishonest', 'honest')",-0.2273445,-0.3468088,-0.1194643
25,-0.20831116,-0.31251675,"('egoistic', 'altruistic')",-0.2083112,-0.3125167,-0.1042055
26,-0.21526644,-0.50162965,"('hardhearted', 'benevolent')",-0.2152664,-0.5016297,-0.2863633
