,silo_male,silo_female,tuple,average_male,average_female,female-male
0,0.27836293,0.12139449,"('unsociable', 'sociable')",0.2783629,0.1213945,-0.1569684
1,-0.35617873,-0.39032876,"('unfriendly', 'friendly')",-0.3561787,-0.3903288,-0.0341501
2,0.5907664,0.56437284,"('unlikable', 'likable')",0.5907664,0.5643728,-0.0263936
3,0.39684546,0.59160984,"('repellent', 'pleasant')",0.3968455,0.5916098,0.1947643
4,-3.0041208,-3.0710335,"('disliked', 'liked')",-3.0041208,-3.0710335,-0.0669127
5,-1.6069362,-1.6294731,"('distant', 'outgoing')",-1.6069362,-1.6294731,-0.0225369
6,-1.6864121,-1.5998653,"('distant', 'open')",-1.6864121,-1.5998653,0.0865468
7,0.6820664,0.6574481,"('insensitive', 'sensitive')",0.6820664,0.6574481,-0.0246183
8,-0.47088146,-0.5244117,"('unaffectionate', 'affectionate')",-0.4708815,-0.5244117,-0.0535302
9,-0.26367337,-0.27902874,"('unaffectionate', 'caring')",-0.2636734,-0.2790287,-0.0153553
10,0.3225965,0.42966208,"('unsympathetic', 'sympathetic')",0.3225965,0.4296621,0.1070656
11,1.4761766,1.4805579,"('unhelpful', 'helpful')",1.4761766,1.4805579,0.0043813
12,-0.8879216,-0.9068247,"('unsupportive', 'supportive')",-0.8879216,-0.9068247,-0.0189031
13,0.28681916,0.20865765,"('impolite', 'polite')",0.2868192,0.2086577,-0.0781615
14,1.1575031,0.98348033,"('antisocial', 'social')",1.1575031,0.9834803,-0.1740228
15,-0.28468442,-0.40596074,"('boring', 'funny')",-0.2846844,-0.4059607,-0.1212763
16,-0.64440405,-0.7025903,"('unpopular', 'popular')",-0.6444041,-0.7025903,-0.0581862
17,-0.6280455,-0.5318639,"('nasty', 'nice')",-0.6280455,-0.5318639,0.0961816
18,-0.70864457,-0.7050185,"('disagreeable', 'welcoming')",-0.7086446,-0.7050185,0.0036261
19,-1.851936,-1.7699114,"('inhospitable', 'hospitable')",-1.851936,-1.7699114,0.0820246
20,-0.1278797,-0.05330803,"('rough', 'thoughtful')",-0.1278797,-0.053308,0.0745717
21,0.49421793,0.56093925,"('immoral', 'moral')",0.4942179,0.5609393,0.0667214
22,0.53954625,0.46637094,"('untrustworthy', 'trustworthy')",0.5395463,0.4663709,-0.0731754
23,3.3416646,3.2651753,"('insincere', 'sincere')",3.3416646,3.2651753,-0.0764893
24,0.8687396,0.80621415,"('dishonest', 'honest')",0.8687396,0.8062142,-0.0625254
25,0.47600812,0.36847135,"('egoistic', 'altruistic')",0.4760081,0.3684714,-0.1075367
26,0.54463106,0.23570749,"('hardhearted', 'benevolent')",0.5446311,0.2357075,-0.3089236
27,0.013595011,0.07068363,"('hardhearted', 'softhearted')",0.013595,0.0706836,0.0570886
28,0.52291536,0.4218424,"('disloyal', 'loyal')",0.5229154,0.4218424,-0.101073
29,-0.7316628,-0.7501319,"('unfair', 'fair')",-0.7316628,-0.7501319,-0.0184691
30,0.65067196,0.6492842,"('intolerant', 'tolerant')",0.650672,0.6492842,-0.0013878
31,-2.0273604,-1.9465646,"('evil', 'good')",-2.0273604,-1.9465646,0.0807958
32,1.0472959,0.8969858,"('unkind', 'kind')",1.0472959,0.8969858,-0.1503101
33,-0.242539,-0.35363698,"('wrong', 'right')",-0.242539,-0.353637,-0.111098
34,1.9554485,2.1262698,"('mean', 'honorable')",1.9554485,2.1262698,0.1708213
35,-1.7340748,-1.836329,"('corrupt', 'incorrupt')",-1.7340748,-1.836329,-0.1022542
36,-2.170106,-2.118945,"('hostile', 'amicable')",-2.1701059,-2.1189449,0.051161
37,-0.26269263,-0.18014012,"('fake', 'genuine')",-0.2626926,-0.1801401,0.0825525
38,0.49494213,0.3788783,"('untruthful', 'truthful')",0.4949421,0.3788783,-0.1160638
39,1.1032418,1.0971247,"('exploitative', 'cooperative')",1.1032418,1.0971247,-0.0061171
40,-0.8433439,-0.8808248,"('stingy', 'generous')",-0.8433439,-0.8808248,-0.0374809
41,0.59999835,0.62750137,"('unforgiving', 'forgiving')",0.5999984,0.6275014,0.027503
42,-0.9947708,-0.8819597,"('unreliable', 'reliable')",-0.9947708,-0.8819597,0.1128111
43,0.5812939,0.5850438,"('irresponsible', 'responsible')",0.5812939,0.5850438,0.0037499
44,-1.1004256,-1.0502298,"('prejudiced', 'unprejudiced')",-1.1004256,-1.0502298,0.0501958
45,0.47196472,0.4793747,"('incompetent', 'competent')",0.4719647,0.4793747,0.00741
46,0.38765267,0.46272242,"('uncompetitive', 'competitive')",0.3876527,0.4627224,0.0750697
47,2.2559602,2.2926283,"('stupid', 'smart')",2.2559602,2.2926283,0.0366681
48,0.04208905,0.076693416,"('unintelligent', 'intelligent')",0.042089,0.0766934,0.0346044
49,-0.7704625,-0.5229162,"('unable', 'able')",-0.7704625,-0.5229162,0.2475463
50,-0.6194076,-0.62978643,"('clumsy', 'skillful')",-0.6194076,-0.6297864,-0.0103788
51,-0.24474956,-0.280015,"('uneducated', 'educated')",-0.2447496,-0.280015,-0.0352654
52,-0.9416574,-1.0047815,"('irrational', 'rational')",-0.9416574,-1.0047815,-0.0631241
53,-1.0365183,-1.021035,"('uncreative', 'creative')",-1.0365183,-1.021035,0.0154833
54,-0.37241107,-0.4286246,"('incapable', 'capable')",-0.3724111,-0.4286246,-0.0562135
55,1.0412872,1.0962124,"('incompetent', 'clever')",1.0412872,1.0962124,0.0549252
56,1.7039317,1.6351354,"('impractical', 'practical')",1.7039317,1.6351354,-0.0687963
57,-1.4082994,-1.3804852,"('unimaginative', 'imaginative')",-1.4082994,-1.3804852,0.0278142
58,-0.32839116,-0.36963364,"('undiscriminating', 'discriminating')",-0.3283912,-0.3696336,-0.0412424
59,-0.86103296,-0.8999982,"('foolish', 'wise')",-0.861033,-0.8999982,-0.0389652
60,1.12105,1.1856635,"('inefficient', 'efficient')",1.12105,1.1856635,0.0646135
61,-0.048201878,-0.1119178,"('illogical', 'logical')",-0.0482019,-0.1119178,-0.0637159
62,1.4334979,1.518047,"('incompetent', 'brilliant')",1.4334979,1.518047,0.0845491
63,0.60062706,0.6130129,"('unperceptive', 'insightful')",0.6006271,0.6130129,0.0123858
64,-2.9916987,-3.1013448,"('shy', 'confident')",-2.9916987,-3.1013448,-0.1096461
65,0.5927936,0.6103808,"('insecure', 'secure')",0.5927936,0.6103808,0.0175872
66,-1.5266886,-1.6667314,"('inactive', 'active')",-1.5266886,-1.6667314,-0.1400428
67,0.3919583,0.23090576,"('doubtful', 'determined')",0.3919583,0.2309058,-0.1610525
68,-1.2458394,-1.1430131,"('dependent', 'independent')",-1.2458394,-1.1430131,0.1028263
69,-1.1910671,-1.280223,"('lazy', 'industrious')",-1.1910671,-1.280223,-0.0891559
70,0.5524719,0.5588619,"('lethargic', 'energetic')",0.5524719,0.5588619,0.00639
71,-0.8191043,-0.91661924,"('diffident', 'self-confident')",-0.8191043,-0.9166192,-0.0975149
72,0.37605166,0.28099784,"('unambitious', 'ambitious')",0.3760517,0.2809978,-0.0950539
73,-1.8431716,-1.8448575,"('helpless', 'self-reliant')",-1.8431716,-1.8448575,-0.0016859
74,0.39057785,0.32845175,"('undedicated', 'dedicated')",0.3905779,0.3284518,-0.0621261
75,-1.1555545,-1.0801661,"('meek', 'impulsive')",-1.1555545,-1.0801661,0.0753884
76,0.76789474,0.89793634,"('anxious', 'daring')",0.7678947,0.8979363,0.1300416
77,-0.40743592,-0.30625346,"('unmotivated', 'motivated')",-0.4074359,-0.3062535,0.1011824
78,-0.923667,-0.81582975,"('nonresilient', 'resilient')",-0.923667,-0.8158298,0.1078372
