,opinion_male,opinion_female,tuple,average_male,average_female,female-male
0,0.54858416,0.5438525,"('unsociable', 'sociable')",0.5485842,0.5438525,-0.0047317
1,1.0158347,0.90341365,"('unfriendly', 'friendly')",1.0158347,0.9034137,-0.112421
2,0.617123,0.6748856,"('unlikable', 'likable')",0.617123,0.6748856,0.0577626
3,1.3705221,1.5304245,"('repellent', 'pleasant')",1.3705221,1.5304245,0.1599024
4,-6.991216,-6.9329805,"('disliked', 'liked')",-6.9912162,-6.9329805,0.0582357
5,-0.4793517,-0.5275207,"('distant', 'outgoing')",-0.4793517,-0.5275207,-0.048169
6,-0.31210002,-0.36011556,"('distant', 'open')",-0.3121,-0.3601156,-0.0480156
7,1.854492,1.8528,"('insensitive', 'sensitive')",1.8544919,1.8528,-0.0016919
8,0.45574144,0.35928094,"('unaffectionate', 'affectionate')",0.4557414,0.3592809,-0.0964605
9,1.1664085,1.1841109,"('unaffectionate', 'caring')",1.1664085,1.1841109,0.0177024
10,2.0821,2.167383,"('unsympathetic', 'sympathetic')",2.0820999,2.167383,0.0852831
11,2.4266374,2.4454486,"('unhelpful', 'helpful')",2.4266374,2.4454486,0.0188112
12,-0.7728372,-0.70483357,"('unsupportive', 'supportive')",-0.7728372,-0.7048336,0.0680036
13,0.7190716,0.7152342,"('impolite', 'polite')",0.7190716,0.7152342,-0.0038374
14,0.82519764,0.8131811,"('antisocial', 'social')",0.8251976,0.8131811,-0.0120165
15,0.1350159,0.1697051,"('boring', 'funny')",0.1350159,0.1697051,0.0346892
16,-0.72442824,-0.65574145,"('unpopular', 'popular')",-0.7244282,-0.6557415,0.0686867
17,-0.16257736,-0.18926091,"('nasty', 'nice')",-0.1625774,-0.1892609,-0.0266835
18,-0.33740795,-0.38952714,"('disagreeable', 'welcoming')",-0.3374079,-0.3895271,-0.0521192
19,-0.49268794,-0.4735828,"('inhospitable', 'hospitable')",-0.4926879,-0.4735828,0.0191051
20,0.9220623,0.86668545,"('rough', 'thoughtful')",0.9220623,0.8666855,-0.0553768
21,1.0669628,1.177706,"('immoral', 'moral')",1.0669628,1.177706,0.1107432
22,0.4164672,0.37407956,"('untrustworthy', 'trustworthy')",0.4164672,0.3740796,-0.0423876
23,6.9971395,7.001019,"('insincere', 'sincere')",6.9971395,7.001019,0.0038795
24,2.5994534,2.5490258,"('dishonest', 'honest')",2.5994534,2.5490258,-0.0504276
25,-0.13370577,-0.26192138,"('egoistic', 'altruistic')",-0.1337058,-0.2619214,-0.1282156
26,-0.05038067,-0.074965976,"('hardhearted', 'benevolent')",-0.0503807,-0.074966,-0.0245853
27,1.4352819,1.2944007,"('hardhearted', 'softhearted')",1.4352819,1.2944007,-0.1408812
28,1.4383631,1.4400251,"('disloyal', 'loyal')",1.4383631,1.4400251,0.001662
29,-0.20977911,-0.33238143,"('unfair', 'fair')",-0.2097791,-0.3323814,-0.1226023
