,limit_male,limit_female,tuple,average_male,average_female,female-male
0,0.53872025,0.36763617,"('unsociable', 'sociable')",0.5387203,0.3676362,-0.1710841
1,1.0540135,1.0307113,"('unfriendly', 'friendly')",1.0540135,1.0307113,-0.0233022
2,0.35169354,0.45928046,"('unlikable', 'likable')",0.3516935,0.4592805,0.107587
3,0.94362116,1.0534356,"('repellent', 'pleasant')",0.9436212,1.0534356,0.1098144
4,-7.5727277,-7.5126686,"('disliked', 'liked')",-7.5727277,-7.5126686,0.0600591
5,-0.8728815,-0.6695744,"('distant', 'outgoing')",-0.8728815,-0.6695744,0.2033071
6,-0.29544526,-0.14157212,"('distant', 'open')",-0.2954453,-0.1415721,0.1538732
7,1.0263093,1.1217506,"('insensitive', 'sensitive')",1.0263093,1.1217506,0.0954413
8,1.0355757,1.0322694,"('unaffectionate', 'affectionate')",1.0355757,1.0322694,-0.0033063
9,1.6207564,1.7082087,"('unaffectionate', 'caring')",1.6207564,1.7082087,0.0874523
10,1.7264045,1.7776712,"('unsympathetic', 'sympathetic')",1.7264045,1.7776712,0.0512667
11,2.2798526,2.2766755,"('unhelpful', 'helpful')",2.2798526,2.2766755,-0.0031771
12,-1.7067301,-1.6923045,"('unsupportive', 'supportive')",-1.7067301,-1.6923045,0.0144256
13,0.7583701,0.67833537,"('impolite', 'polite')",0.7583701,0.6783354,-0.0800347
14,-0.07076465,-0.19572034,"('antisocial', 'social')",-0.0707647,-0.1957203,-0.1249556
15,0.33204064,0.27394694,"('boring', 'funny')",0.3320406,0.2739469,-0.0580937
16,-0.46285808,-0.3889599,"('unpopular', 'popular')",-0.4628581,-0.3889599,0.0738982
17,-0.27517843,-0.26537213,"('nasty', 'nice')",-0.2751784,-0.2653721,0.0098063
18,-1.1546474,-1.1961194,"('disagreeable', 'welcoming')",-1.1546474,-1.1961194,-0.041472
19,-0.72105277,-0.5927978,"('inhospitable', 'hospitable')",-0.7210528,-0.5927978,0.128255
20,0.86997145,0.74470955,"('rough', 'thoughtful')",0.8699715,0.7447096,-0.1252619
21,0.2881741,0.4367159,"('immoral', 'moral')",0.2881741,0.4367159,0.1485418
22,-0.5247231,-0.5250349,"('untrustworthy', 'trustworthy')",-0.5247231,-0.5250349,-0.0003118
23,6.6023307,6.6333885,"('insincere', 'sincere')",6.6023307,6.6333885,0.0310578
24,1.9030746,1.9270446,"('dishonest', 'honest')",1.9030746,1.9270446,0.02397
25,0.13520141,0.060701825,"('egoistic', 'altruistic')",0.1352014,0.0607018,-0.0744996
26,0.39987594,0.23304692,"('hardhearted', 'benevolent')",0.3998759,0.2330469,-0.166829
27,1.7668056,1.6768675,"('hardhearted', 'softhearted')",1.7668056,1.6768675,-0.0899381
28,1.5394882,1.4881419,"('disloyal', 'loyal')",1.5394882,1.4881419,-0.0513463
29,-0.6316593,-0.73534614,"('unfair', 'fair')",-0.6316593,-0.7353461,-0.1036868
30,1.3648659,1.4304641,"('intolerant', 'tolerant')",1.3648659,1.4304641,0.0655982
31,-2.0283165,-1.977005,"('evil', 'good')",-2.0283165,-1.977005,0.0513115
