,kb_male,kb_female,tuple,home_male,home_female,average_male,average_female,female-male
0,4.478889,4.3656054,"('unsociable', 'sociable')",1.346976,1.3942116,2.9129324,2.8799086,-0.0330238
1,-2.3076806,-2.3720894,"('unfriendly', 'friendly')",1.4028903,1.3067682,-0.4523951,-0.5326606,-0.0802655
2,0.44750035,0.3327464,"('unlikable', 'likable')",0.023593282,0.11497581,0.2355468,0.2238611,-0.0116857
3,2.3635275,2.3798935,"('repellent', 'pleasant')",0.10375675,0.14712496,1.2336421,1.2635093,0.0298672
4,-2.464602,-2.4649572,"('disliked', 'liked')",-7.102223,-6.8228745,-4.7834125,-4.6439161,0.1394964
5,-4.531972,-4.6228447,"('distant', 'outgoing')",-1.1324645,-1.1859096,-2.8322182,-2.9043772,-0.072159
6,-5.284159,-5.3682427,"('distant', 'open')",-0.48802117,-0.6069756,-2.8860903,-2.9876091,-0.1015188
7,4.3311586,4.43699,"('insensitive', 'sensitive')",2.1712883,2.3556113,3.2512236,3.3963006,0.145077
8,-1.9783404,-1.8772572,"('unaffectionate', 'affectionate')",0.78033614,0.6736641,-0.5990021,-0.6017966,-0.0027945
9,-0.17927855,-0.06939119,"('unaffectionate', 'caring')",1.5317965,1.5321574,0.6762589,0.7313831,0.0551242
10,5.3762255,5.4651356,"('unsympathetic', 'sympathetic')",0.9021112,1.0623947,3.1391683,3.2637651,0.1245968
11,3.4526362,3.459165,"('unhelpful', 'helpful')",1.8578376,1.9080336,2.655237,2.6835995,0.0283625
12,3.2370782,3.4173403,"('unsupportive', 'supportive')",-0.97685105,-0.64954,1.1301136,1.3839002,0.2537866
13,3.9031355,3.8874676,"('impolite', 'polite')",0.4846924,0.53245276,2.1939139,2.2099602,0.0160463
14,5.235394,5.1632943,"('antisocial', 'social')",1.3086686,1.4355918,3.2720313,3.299443,0.0274117
15,0.011121348,-0.25356078,"('boring', 'funny')",0.0073350267,-0.11607154,0.0092282,-0.1848162,-0.1940444
16,-2.59737,-2.464636,"('unpopular', 'popular')",-0.20224272,-0.11990733,-1.3998063,-1.2922717,0.1075346
17,-1.1719512,-1.1155657,"('nasty', 'nice')",0.16722542,0.31253302,-0.5023628,-0.4015163,0.1008465
18,0.10181214,0.30936116,"('disagreeable', 'welcoming')",0.12757991,0.17316054,0.114696,0.2412609,0.1265649
19,-2.83443,-2.7479954,"('inhospitable', 'hospitable')",-0.93771946,-0.9266739,-1.8860748,-1.8373346,0.0487402
20,0.5745589,0.58828795,"('rough', 'thoughtful')",0.5950374,0.55872536,0.5847982,0.5735067,-0.0112915
21,4.439701,4.5995483,"('immoral', 'moral')",0.7440975,0.9916999,2.5918994,2.795624,0.2037246
22,3.5032527,3.476776,"('untrustworthy', 'trustworthy')",0.09182888,0.22478585,1.7975408,1.8507808,0.05324
23,3.9725194,4.000586,"('insincere', 'sincere')",6.3640265,6.1808057,5.168273,5.0906959,-0.0775771
24,2.5495162,2.5015097,"('dishonest', 'honest')",1.4883041,1.4336717,2.0189102,1.9675907,-0.0513195
25,-2.5797784,-2.6878638,"('egoistic', 'altruistic')",0.7179231,0.55250734,-0.9309276,-1.0676782,-0.1367506
26,-0.15913093,-0.19427174,"('hardhearted', 'benevolent')",1.6091186,1.6481316,0.7249938,0.7269299,0.0019361
27,-0.825299,-0.95064855,"('hardhearted', 'softhearted')",1.2691952,1.1981592,0.2219481,0.1237553,-0.0981928
28,1.5627301,1.5370798,"('disloyal', 'loyal')",1.6484786,1.580294,1.6056044,1.558687,-0.0469174
29,-0.97033423,-1.0762942,"('unfair', 'fair')",-1.0505204,-1.1829798,-1.0104274,-1.129637,-0.1192096
30,2.8856018,2.7864943,"('intolerant', 'tolerant')",1.654567,1.7074171,2.2700844,2.2469556,-0.0231288
31,-6.146239,-6.176918,"('evil', 'good')",-0.99185014,-1.0749493,-3.5690446,-3.6259336,-0.056889
32,2.9213061,2.884389,"('unkind', 'kind')",1.6514235,1.7054099,2.2863648,2.2948995,0.0085347
33,-1.4425216,-1.4943016,"('wrong', 'right')",-0.4135283,-0.48527133,-0.9280249,-0.9897864,-0.0617615
34,0.5319847,0.5978234,"('mean', 'honorable')",4.906133,4.85694,2.719059,2.7273817,0.0083227
35,-5.7531066,-5.823798,"('corrupt', 'incorrupt')",-1.0595748,-1.3089507,-3.4063406,-3.5663743,-0.1600337
36,-5.9503107,-6.1016464,"('hostile', 'amicable')",-1.1728963,-1.3809774,-3.5616035,-3.741312,-0.1797085
37,0.8825688,1.074307,"('fake', 'genuine')",1.2149622,1.1816123,1.0487655,1.1279596,0.0791941
38,-0.09132312,-0.13855454,"('untruthful', 'truthful')",0.12335593,0.11751844,0.0160164,-0.0105181,-0.0265345
39,2.539659,2.4875646,"('exploitative', 'cooperative')",1.0607216,1.1611996,1.8001903,1.8243821,0.0241918
40,0.6562494,0.6544188,"('stingy', 'generous')",-1.4264185,-1.3108354,-0.3850846,-0.3282083,0.0568763
41,1.7666397,1.778557,"('unforgiving', 'forgiving')",0.8717021,0.944293,1.319171,1.3614249,0.0422539
42,2.254229,2.251337,"('unreliable', 'reliable')",-2.4689631,-2.1694858,-0.107367,0.0409256,0.1482926
43,4.0945516,4.24354,"('irresponsible', 'responsible')",1.8845869,2.0286036,2.9895692,3.1360717,0.1465025
44,-1.6535628,-1.6352389,"('prejudiced', 'unprejudiced')",-1.7450894,-1.7696733,-1.699326,-1.7024561,-0.0031301
45,3.9593182,4.018889,"('incompetent', 'competent')",1.0218863,1.1932539,2.4906023,2.6060715,0.1154692
46,4.8862205,4.9948235,"('uncompetitive', 'competitive')",-0.061983235,0.09794946,2.4121187,2.5463865,0.1342678
47,2.0856252,1.9600505,"('stupid', 'smart')",5.7013927,5.5797224,3.8935089,3.7698865,-0.1236224
48,2.5278287,2.651995,"('unintelligent', 'intelligent')",0.61674166,0.6643892,1.5722852,1.658192,0.0859068
49,0.7558733,0.8574493,"('unable', 'able')",-0.32665882,-0.23925419,0.2146073,0.3090976,0.0944903
50,-1.7540654,-1.6701981,"('clumsy', 'skillful')",-0.46553946,-0.5197308,-1.1098025,-1.0949645,0.014838
51,4.071279,3.9055438,"('uneducated', 'educated')",0.3527273,0.28540316,2.2120032,2.0954735,-0.1165297
52,-4.005963,-4.0935793,"('irrational', 'rational')",-0.34005052,-0.65504533,-2.1730068,-2.3743124,-0.2013056
53,-0.60556287,-0.65534794,"('uncreative', 'creative')",-0.04814107,-0.040661745,-0.326852,-0.3480048,-0.0211528
54,0.30402714,0.28776556,"('incapable', 'capable')",1.0649275,0.947075,0.6844773,0.6174203,-0.067057
55,6.9148893,6.9872155,"('incompetent', 'clever')",0.88539845,1.0406526,3.9001439,4.0139341,0.1137902
56,5.551157,5.472457,"('impractical', 'practical')",0.98931456,1.160881,3.2702358,3.316669,0.0464332
57,2.5812743,2.5989842,"('unimaginative', 'imaginative')",-2.4474044,-2.2077696,0.0669349,0.1956073,0.1286724
58,-0.048142537,-0.084288135,"('undiscriminating', 'discriminating')",-0.40030375,-0.37841028,-0.2242231,-0.2313492,-0.0071261
59,-2.309407,-2.3173618,"('foolish', 'wise')",0.26351926,0.19107203,-1.0229439,-1.0631449,-0.040201
60,6.721764,6.907902,"('inefficient', 'efficient')",0.77612376,1.0682535,3.7489438,3.9880776,0.2391338
61,1.9940642,1.7573212,"('illogical', 'logical')",0.85678285,0.7875526,1.4254235,1.2724369,-0.1529866
62,5.5052595,5.659679,"('incompetent', 'brilliant')",0.9720708,1.1519861,3.2386651,3.4058325,0.1671674
63,3.6647327,3.7554734,"('unperceptive', 'insightful')",0.7408182,0.9270039,2.2027755,2.3412387,0.1384632
64,1.6730186,1.6163934,"('shy', 'confident')",-6.269324,-5.961708,-2.2981527,-2.1726573,0.1254954
