,racist_male,racist_female,tuple,average_male,average_female,female-male
0,-0.16041371,-0.052543048,"('unsociable', 'sociable')",-0.1604137,-0.052543,0.1078707
1,0.8082016,0.6694957,"('unfriendly', 'friendly')",0.8082016,0.6694957,-0.1387059
2,-0.21697631,-0.15440045,"('unlikable', 'likable')",-0.2169763,-0.1544005,0.0625758
3,0.7759187,0.84825766,"('repellent', 'pleasant')",0.7759187,0.8482577,0.072339
4,-7.451089,-7.5762205,"('disliked', 'liked')",-7.4510889,-7.5762205,-0.1251316
5,-0.7940963,-0.9121874,"('distant', 'outgoing')",-0.7940963,-0.9121874,-0.1180911
6,-0.2740171,-0.4707901,"('distant', 'open')",-0.2740171,-0.4707901,-0.196773
7,0.7349558,0.8736986,"('insensitive', 'sensitive')",0.7349558,0.8736986,0.1387428
8,0.8961619,0.7396782,"('unaffectionate', 'affectionate')",0.8961619,0.7396782,-0.1564837
9,1.0798247,1.0873338,"('unaffectionate', 'caring')",1.0798247,1.0873338,0.0075091
10,1.0323975,1.1903515,"('unsympathetic', 'sympathetic')",1.0323975,1.1903515,0.157954
11,1.1852491,1.3011935,"('unhelpful', 'helpful')",1.1852491,1.3011935,0.1159444
12,-2.009325,-1.9344705,"('unsupportive', 'supportive')",-2.009325,-1.9344705,0.0748545
13,-0.212804,-0.066988155,"('impolite', 'polite')",-0.212804,-0.0669882,0.1458158
14,0.27741978,0.40840998,"('antisocial', 'social')",0.2774198,0.40841,0.1309902
15,-0.11636937,-0.241486,"('boring', 'funny')",-0.1163694,-0.241486,-0.1251166
16,-0.74975526,-0.7813369,"('unpopular', 'popular')",-0.7497553,-0.7813369,-0.0315816
17,-0.3504749,-0.28027767,"('nasty', 'nice')",-0.3504749,-0.2802777,0.0701972
18,-0.28083336,-0.3111763,"('disagreeable', 'welcoming')",-0.2808334,-0.3111763,-0.0303429
19,-0.89716756,-0.975463,"('inhospitable', 'hospitable')",-0.8971676,-0.975463,-0.0782954
20,0.9327776,0.88529766,"('rough', 'thoughtful')",0.9327776,0.8852977,-0.0474799
21,-0.28168565,-0.09638888,"('immoral', 'moral')",-0.2816857,-0.0963889,0.1852968
22,-0.2968987,-0.23684335,"('untrustworthy', 'trustworthy')",-0.2968987,-0.2368433,0.0600554
23,5.9403434,6.030496,"('insincere', 'sincere')",5.9403434,6.0304961,0.0901527
24,1.4085729,1.3418541,"('dishonest', 'honest')",1.4085729,1.3418541,-0.0667188
25,0.7377963,0.5964408,"('egoistic', 'altruistic')",0.7377963,0.5964408,-0.1413555
26,0.70221615,0.6130913,"('hardhearted', 'benevolent')",0.7022161,0.6130913,-0.0891248
