,imprisonment_male,imprisonment_female,tuple,average_male,average_female,female-male
0,-0.11215437,-0.12718675,"('unsociable', 'sociable')",-0.1121544,-0.1271867,-0.0150323
1,1.4890667,1.5337756,"('unfriendly', 'friendly')",1.4890667,1.5337756,0.0447089
2,0.20331049,0.35895756,"('unlikable', 'likable')",0.2033105,0.3589576,0.1556471
3,0.09928872,0.30048394,"('repellent', 'pleasant')",0.0992887,0.3004839,0.2011952
4,-7.7751417,-7.678721,"('disliked', 'liked')",-7.7751417,-7.678721,0.0964207
5,0.19450736,0.2017042,"('distant', 'outgoing')",0.1945074,0.2017042,0.0071968
6,0.76122916,0.69038594,"('distant', 'open')",0.7612292,0.6903859,-0.0708433
7,0.958009,1.0537505,"('insensitive', 'sensitive')",0.958009,1.0537505,0.0957415
8,1.8897673,1.7935432,"('unaffectionate', 'affectionate')",1.8897673,1.7935432,-0.0962241
9,2.030117,2.0179052,"('unaffectionate', 'caring')",2.030117,2.0179052,-0.0122118
10,0.9719638,0.937443,"('unsympathetic', 'sympathetic')",0.9719638,0.937443,-0.0345208
11,1.7628063,1.8536009,"('unhelpful', 'helpful')",1.7628063,1.8536009,0.0907946
12,-1.2787522,-1.1654656,"('unsupportive', 'supportive')",-1.2787522,-1.1654656,0.1132866
13,-0.2286357,-0.1875835,"('impolite', 'polite')",-0.2286357,-0.1875835,0.0410522
14,-0.4088239,-0.29456845,"('antisocial', 'social')",-0.4088239,-0.2945684,0.1142555
15,0.38373837,0.35986024,"('boring', 'funny')",0.3837384,0.3598602,-0.0238782
16,-0.4506839,-0.430515,"('unpopular', 'popular')",-0.4506839,-0.430515,0.0201689
17,0.047725737,-0.09149681,"('nasty', 'nice')",0.0477257,-0.0914968,-0.1392225
18,-0.55923307,-0.47372177,"('disagreeable', 'welcoming')",-0.5592331,-0.4737218,0.0855113
19,-0.08434249,-0.13655297,"('inhospitable', 'hospitable')",-0.0843425,-0.136553,-0.0522105
20,0.3753768,0.31568593,"('rough', 'thoughtful')",0.3753768,0.3156859,-0.0596909
21,-0.6621411,-0.42080724,"('immoral', 'moral')",-0.6621411,-0.4208072,0.2413339
22,-0.47085336,-0.3584569,"('untrustworthy', 'trustworthy')",-0.4708534,-0.3584569,0.1123965
23,6.414533,6.51518,"('insincere', 'sincere')",6.4145331,6.5151801,0.100647
24,1.6776477,1.7167145,"('dishonest', 'honest')",1.6776477,1.7167145,0.0390668
25,0.49452263,0.44334188,"('egoistic', 'altruistic')",0.4945226,0.4433419,-0.0511807
26,0.89996755,0.7478906,"('hardhearted', 'benevolent')",0.8999676,0.7478906,-0.152077
27,1.7535212,1.565626,"('hardhearted', 'softhearted')",1.7535212,1.565626,-0.1878952
28,1.3640351,1.2575617,"('disloyal', 'loyal')",1.3640351,1.2575617,-0.1064734
29,-0.41772804,-0.5022972,"('unfair', 'fair')",-0.417728,-0.5022972,-0.0845692
