,lyondellbasell_male,lyondellbasell_female,tuple,industries_male,industries_female,n_male,n_female,v_male,v_female,average_male,average_female,female-male
0,-0.7700095,-0.7692459,"('unsociable', 'sociable')",1.0999377,0.8818146,0.56974274,0.45398393,0.5079927,0.4688548,0.3519159,0.2588519,-0.093064
1,-1.145434,-1.175097,"('unfriendly', 'friendly')",-0.1557296,-0.28661516,-1.0412071,-0.9659294,-0.10797005,-0.14594814,-0.6125852,-0.6433974,-0.0308122
2,0.69116336,0.73998547,"('unlikable', 'likable')",0.5446824,0.6439326,0.9783978,1.0736072,0.29206872,0.3380726,0.6265781,0.6988994,0.0723213
3,-0.45479935,-0.33005303,"('repellent', 'pleasant')",0.13347854,0.17035401,1.3187923,1.265607,0.92612445,1.0071201,0.480899,0.528257,0.047358
4,-0.30320552,-0.33420417,"('disliked', 'liked')",-0.44323277,-0.4200514,0.9059677,0.98982066,-4.8824334,-4.970308,-1.1807261,-1.1836857,-0.0029596
5,-0.26686728,-0.2800763,"('distant', 'outgoing')",-0.82957613,-0.68170995,-0.42467138,-0.2980866,-1.2987585,-1.2523057,-0.7049683,-0.6280447,0.0769236
6,-0.63105625,-0.6077492,"('distant', 'open')",-1.3874167,-1.2375774,-0.28105453,-0.116277374,-0.61676246,-0.5749491,-0.7290725,-0.6341383,0.0949342
7,0.27528828,0.365486,"('insensitive', 'sensitive')",1.1089514,1.0723096,-0.6328499,-0.6168699,0.43371138,0.473267,0.2962753,0.3235482,0.0272729
8,-0.8019705,-0.88411903,"('unaffectionate', 'affectionate')",-0.26736778,-0.35475677,-0.9253516,-0.8418224,-0.7466839,-0.8308175,-0.6853434,-0.7278789,-0.0425355
9,-0.862921,-0.92344654,"('unaffectionate', 'caring')",0.4765377,0.3841691,-0.2242392,-0.19380966,0.7167934,0.6892901,0.0265427,-0.0109492,-0.0374919
10,-0.49085516,-0.4510134,"('unsympathetic', 'sympathetic')",0.59873766,0.45949334,-0.1383034,-0.22400966,0.55685425,0.58722645,0.1316083,0.0929242,-0.0386841
11,0.08796689,0.08317022,"('unhelpful', 'helpful')",1.6456896,1.5149218,0.25307432,0.2586022,2.2917638,2.3315425,1.0696237,1.0470592,-0.0225645
12,0.045700155,0.13274366,"('unsupportive', 'supportive')",0.5971376,0.606657,0.45432222,0.48545375,-1.159872,-1.1412041,-0.015678,0.0209126,0.0365906
13,-0.04452709,-0.02880966,"('impolite', 'polite')",1.4593651,1.4100808,-0.37780535,-0.47966346,0.39339232,0.39434093,0.3576063,0.3239871,-0.0336192
14,0.4394135,0.51140165,"('antisocial', 'social')",2.2483375,2.2024941,1.4794447,1.3951116,0.32915986,0.36635506,1.1240889,1.1188406,-0.0052483
15,0.51833993,0.46206886,"('boring', 'funny')",-0.042097505,-0.0690219,0.74255615,0.7637406,0.27666807,0.22511916,0.3738667,0.3454767,-0.02839
