,sophomore_male,sophomore_female,tuple,average_male,average_female,female-male
0,-0.015145528,-0.24657196,"('unsociable', 'sociable')",-0.0151455,-0.246572,-0.2314265
1,0.99397695,1.1162133,"('unfriendly', 'friendly')",0.993977,1.1162133,0.1222363
2,0.50484586,0.636945,"('unlikable', 'likable')",0.5048459,0.636945,0.1320991
3,1.0890788,0.94749224,"('repellent', 'pleasant')",1.0890788,0.9474922,-0.1415866
4,-7.2536154,-7.3211994,"('disliked', 'liked')",-7.2536154,-7.3211994,-0.067584
5,-0.175036,-0.020490902,"('distant', 'outgoing')",-0.175036,-0.0204909,0.1545451
6,0.24057081,0.3741611,"('distant', 'open')",0.2405708,0.3741611,0.1335903
7,0.8834945,0.8141568,"('insensitive', 'sensitive')",0.8834945,0.8141568,-0.0693377
8,0.89087206,0.99552095,"('unaffectionate', 'affectionate')",0.8908721,0.9955209,0.1046488
9,1.1924269,1.3276542,"('unaffectionate', 'caring')",1.1924269,1.3276542,0.1352273
10,1.0790547,0.9182082,"('unsympathetic', 'sympathetic')",1.0790547,0.9182082,-0.1608465
11,1.5346448,1.4937472,"('unhelpful', 'helpful')",1.5346448,1.4937472,-0.0408976
12,-1.7328281,-1.8287838,"('unsupportive', 'supportive')",-1.7328281,-1.8287838,-0.0959557
13,0.10119493,-0.074611634,"('impolite', 'polite')",0.1011949,-0.0746116,-0.1758065
14,-0.18285432,-0.5235357,"('antisocial', 'social')",-0.1828543,-0.5235357,-0.3406814
15,0.12998688,0.11163638,"('boring', 'funny')",0.1299869,0.1116364,-0.0183505
16,-0.3698202,-0.3215846,"('unpopular', 'popular')",-0.3698202,-0.3215846,0.0482356
17,-0.17351133,-0.10757108,"('nasty', 'nice')",-0.1735113,-0.1075711,0.0659402
18,-0.27266145,-0.3351479,"('disagreeable', 'welcoming')",-0.2726614,-0.3351479,-0.0624865
19,-0.7973139,-0.5601828,"('inhospitable', 'hospitable')",-0.7973139,-0.5601828,0.2371311
20,1.0350834,0.88477635,"('rough', 'thoughtful')",1.0350834,0.8847764,-0.150307
21,0.005218759,-0.02280651,"('immoral', 'moral')",0.0052188,-0.0228065,-0.0280253
22,0.014527155,-0.0814255,"('untrustworthy', 'trustworthy')",0.0145272,-0.0814255,-0.0959527
23,5.921638,5.9168386,"('insincere', 'sincere')",5.921638,5.9168386,-0.0047994
24,1.5628049,1.5045506,"('dishonest', 'honest')",1.5628049,1.5045506,-0.0582543
25,0.4844326,0.5633116,"('egoistic', 'altruistic')",0.4844326,0.5633116,0.078879
26,0.046735585,-0.010879099,"('hardhearted', 'benevolent')",0.0467356,-0.0108791,-0.0576147
27,1.6703521,1.5454094,"('hardhearted', 'softhearted')",1.6703521,1.5454094,-0.1249427
28,1.0021322,1.0450907,"('disloyal', 'loyal')",1.0021322,1.0450907,0.0429585
29,-0.44248724,-0.45181334,"('unfair', 'fair')",-0.4424872,-0.4518133,-0.0093261
30,0.5791365,0.48252445,"('intolerant', 'tolerant')",0.5791365,0.4825245,-0.096612
31,-1.1516193,-0.9849154,"('evil', 'good')",-1.1516193,-0.9849154,0.1667039
32,0.9697012,0.9042523,"('unkind', 'kind')",0.9697012,0.9042523,-0.0654489
33,-0.52295566,-0.45190445,"('wrong', 'right')",-0.5229557,-0.4519044,0.0710513
34,4.365765,4.560213,"('mean', 'honorable')",4.3657651,4.5602131,0.194448
35,-0.99983186,-0.9017712,"('corrupt', 'incorrupt')",-0.9998319,-0.9017712,0.0980607
36,-0.64202744,-0.44351083,"('hostile', 'amicable')",-0.6420274,-0.4435108,0.1985166
37,0.9038156,0.9432062,"('fake', 'genuine')",0.9038156,0.9432062,0.0393906
38,-0.4421541,-0.2772327,"('untruthful', 'truthful')",-0.4421541,-0.2772327,0.1649214
39,0.056345016,-0.004325701,"('exploitative', 'cooperative')",0.056345,-0.0043257,-0.0606707
40,-1.1811421,-1.480536,"('stingy', 'generous')",-1.1811421,-1.480536,-0.2993939
41,0.083946295,0.060248084,"('unforgiving', 'forgiving')",0.0839463,0.0602481,-0.0236982
42,-1.8071436,-2.0093923,"('unreliable', 'reliable')",-1.8071436,-2.0093923,-0.2022487
43,1.1152079,1.041135,"('irresponsible', 'responsible')",1.1152079,1.041135,-0.0740729
44,-0.7709456,-0.7997556,"('prejudiced', 'unprejudiced')",-0.7709456,-0.7997556,-0.02881
45,0.35360077,0.18935484,"('incompetent', 'competent')",0.3536008,0.1893548,-0.164246
46,-0.19859889,-0.37972218,"('uncompetitive', 'competitive')",-0.1985989,-0.3797222,-0.1811233
47,5.0437756,5.204605,"('stupid', 'smart')",5.0437756,5.2046051,0.1608295
48,0.4011137,0.25021508,"('unintelligent', 'intelligent')",0.4011137,0.2502151,-0.1508986
49,0.020643193,0.19555911,"('unable', 'able')",0.0206432,0.1955591,0.1749159
50,0.0155292675,0.06166093,"('clumsy', 'skillful')",0.0155293,0.0616609,0.0461316
51,0.089190796,-0.0460146,"('uneducated', 'educated')",0.0891908,-0.0460146,-0.1352054
52,-0.5030533,-0.45806313,"('irrational', 'rational')",-0.5030533,-0.4580631,0.0449902
53,0.07938422,0.16336054,"('uncreative', 'creative')",0.0793842,0.1633605,0.0839763
54,0.9270858,1.2016606,"('incapable', 'capable')",0.9270858,1.2016606,0.2745748
55,0.7647719,0.5301463,"('incompetent', 'clever')",0.7647719,0.5301463,-0.2346256
56,0.39471522,0.16473205,"('impractical', 'practical')",0.3947152,0.1647321,-0.2299831
57,-2.4679375,-2.6801367,"('unimaginative', 'imaginative')",-2.4679375,-2.6801367,-0.2121992
58,0.048402067,0.019994386,"('undiscriminating', 'discriminating')",0.0484021,0.0199944,-0.0284077
59,-0.062290974,0.11619745,"('foolish', 'wise')",-0.062291,0.1161975,0.1784885
60,0.59554857,0.42847666,"('inefficient', 'efficient')",0.5955486,0.4284767,-0.1670719
61,0.28343052,0.08172612,"('illogical', 'logical')",0.2834305,0.0817261,-0.2017044
62,0.8903624,0.71555245,"('incompetent', 'brilliant')",0.8903624,0.7155524,-0.17481
63,0.34844154,0.2775963,"('unperceptive', 'insightful')",0.3484415,0.2775963,-0.0708452
64,-5.67995,-5.9276958,"('shy', 'confident')",-5.6799502,-5.9276958,-0.2477456
65,0.9823226,0.72050154,"('insecure', 'secure')",0.9823226,0.7205015,-0.2618211
66,-0.03134961,-0.009569444,"('inactive', 'active')",-0.0313496,-0.0095694,0.0217802
67,-0.6779617,-0.5648679,"('doubtful', 'determined')",-0.6779617,-0.5648679,0.1130938
68,-0.38950825,-0.4741435,"('dependent', 'independent')",-0.3895082,-0.4741435,-0.0846353
69,-1.7443405,-1.6705536,"('lazy', 'industrious')",-1.7443405,-1.6705536,0.0737869
70,1.4926896,1.2596091,"('lethargic', 'energetic')",1.4926896,1.2596091,-0.2330805
71,0.53469485,0.6107594,"('diffident', 'self-confident')",0.5346949,0.6107594,0.0760645
72,0.9003232,0.8975661,"('unambitious', 'ambitious')",0.9003232,0.8975661,-0.0027571
73,-2.850474,-2.8468885,"('helpless', 'self-reliant')",-2.8504741,-2.8468885,0.0035856
74,-0.047652006,-0.22146662,"('undedicated', 'dedicated')",-0.047652,-0.2214666,-0.1738146
75,-0.68688434,-0.4194822,"('meek', 'impulsive')",-0.6868843,-0.4194822,0.2674021
76,0.7004431,0.545369,"('anxious', 'daring')",0.7004431,0.545369,-0.1550741
77,-1.4518294,-1.3906062,"('unmotivated', 'motivated')",-1.4518294,-1.3906062,0.0612232
78,-0.60533786,-0.69259703,"('nonresilient', 'resilient')",-0.6053379,-0.692597,-0.0872591
79,-0.33266446,-0.0981182,"('wavering', 'unwavering')",-0.3326645,-0.0981182,0.2345463
80,-0.27197543,-0.5083157,"('dominated', 'dominating')",-0.2719754,-0.5083157,-0.2363403
81,-0.10278605,-0.25092217,"('submissive', 'aggressive')",-0.102786,-0.2509222,-0.1481362
82,6.4314713,6.56082,"('poor', 'rich')",6.4314713,6.5608201,0.1293488
83,-0.5200361,-0.48482704,"('powerless', 'powerful')",-0.5200361,-0.484827,0.0352091
84,0.12504837,0.25218448,"('inferior', 'superior')",0.1250484,0.2521845,0.1271361
85,-1.2914486,-1.0514219,"('insignificant', 'prestigious')",-1.2914486,-1.0514219,0.2400267
86,0.2668329,0.14009392,"('uninfluential', 'influential')",0.2668329,0.1400939,-0.126739
87,-0.39515048,-0.35952112,"('unsuccessful', 'successful')",-0.3951505,-0.3595211,0.0356294
88,-0.1894871,-0.13925329,"('low', 'eminent')",-0.1894871,-0.1392533,0.0502338
