,brush_male,brush_female,tuple,average_male,average_female,female-male
0,-0.12276869,-0.19403042,"('unsociable', 'sociable')",-0.1227687,-0.1940304,-0.0712617
1,1.6625513,1.664485,"('unfriendly', 'friendly')",1.6625513,1.664485,0.0019337
2,0.0020961836,0.06145816,"('unlikable', 'likable')",0.0020962,0.0614582,0.059362
3,0.48567545,0.49825892,"('repellent', 'pleasant')",0.4856755,0.4982589,0.0125834
4,-7.6669683,-7.8315697,"('disliked', 'liked')",-7.6669683,-7.8315697,-0.1646014
5,-0.24748608,-0.2604322,"('distant', 'outgoing')",-0.2474861,-0.2604322,-0.0129461
6,0.23753187,0.1849933,"('distant', 'open')",0.2375319,0.1849933,-0.0525386
7,0.76607215,0.7942012,"('insensitive', 'sensitive')",0.7660722,0.7942012,0.028129
8,1.4445878,1.3851641,"('unaffectionate', 'affectionate')",1.4445878,1.3851641,-0.0594237
9,1.8325762,1.8593242,"('unaffectionate', 'caring')",1.8325762,1.8593242,0.026748
10,0.7189457,0.7059464,"('unsympathetic', 'sympathetic')",0.7189457,0.7059464,-0.0129993
11,1.2456224,1.3125488,"('unhelpful', 'helpful')",1.2456224,1.3125488,0.0669264
12,-1.7479837,-1.7920281,"('unsupportive', 'supportive')",-1.7479837,-1.7920281,-0.0440444
13,-0.30097586,-0.2937668,"('impolite', 'polite')",-0.3009759,-0.2937668,0.0072091
14,0.13391647,0.07487785,"('antisocial', 'social')",0.1339165,0.0748779,-0.0590386
15,0.29740277,0.26638955,"('boring', 'funny')",0.2974028,0.2663895,-0.0310133
16,-0.5328995,-0.50522137,"('unpopular', 'popular')",-0.5328995,-0.5052214,0.0276781
17,-0.18012923,-0.1460106,"('nasty', 'nice')",-0.1801292,-0.1460106,0.0341186
18,-0.27750188,-0.31167328,"('disagreeable', 'welcoming')",-0.2775019,-0.3116733,-0.0341714
19,-0.40603176,-0.38316002,"('inhospitable', 'hospitable')",-0.4060318,-0.38316,0.0228718
20,0.9733529,0.93360263,"('rough', 'thoughtful')",0.9733529,0.9336026,-0.0397503
21,-0.3957705,-0.31872293,"('immoral', 'moral')",-0.3957705,-0.3187229,0.0770476
22,-1.0294511,-1.0931113,"('untrustworthy', 'trustworthy')",-1.0294511,-1.0931113,-0.0636602
23,6.3325663,6.443119,"('insincere', 'sincere')",6.3325663,6.443119,0.1105527
24,1.4166481,1.3170295,"('dishonest', 'honest')",1.4166481,1.3170295,-0.0996186
25,1.0622594,1.0058961,"('egoistic', 'altruistic')",1.0622594,1.0058961,-0.0563633
26,1.3639928,1.3002514,"('hardhearted', 'benevolent')",1.3639928,1.3002514,-0.0637414
27,1.8515561,1.6594285,"('hardhearted', 'softhearted')",1.8515561,1.6594285,-0.1921276
28,0.9789568,0.9385558,"('disloyal', 'loyal')",0.9789568,0.9385558,-0.040401
29,-0.83842766,-0.9438648,"('unfair', 'fair')",-0.8384277,-0.9438648,-0.1054371
30,1.015652,1.0414902,"('intolerant', 'tolerant')",1.0156519,1.0414902,0.0258383
31,-1.0609959,-1.0481681,"('evil', 'good')",-1.0609959,-1.0481681,0.0128278
32,1.1325155,1.0818526,"('unkind', 'kind')",1.1325155,1.0818526,-0.0506629
33,-0.28131732,-0.30888993,"('wrong', 'right')",-0.2813173,-0.3088899,-0.0275726
34,4.5465713,4.7346115,"('mean', 'honorable')",4.5465713,4.7346115,0.1880402
35,-0.28913248,-0.48258397,"('corrupt', 'incorrupt')",-0.2891325,-0.482584,-0.1934515
36,-0.30194643,-0.36523902,"('hostile', 'amicable')",-0.3019464,-0.365239,-0.0632926
