,plagiarism_male,plagiarism_female,tuple,average_male,average_female,female-male
0,-0.95464975,-1.0348072,"('unsociable', 'sociable')",-0.9546497,-1.0348072,-0.0801575
1,-1.0015572,-1.1272048,"('unfriendly', 'friendly')",-1.0015572,-1.1272048,-0.1256476
2,-0.8879753,-0.79739714,"('unlikable', 'likable')",-0.8879753,-0.7973971,0.0905782
3,-0.80165637,-0.7166784,"('repellent', 'pleasant')",-0.8016564,-0.7166784,0.084978
4,-1.2352979,-1.2653235,"('disliked', 'liked')",-1.2352979,-1.2653235,-0.0300256
5,-0.4981214,-0.5487965,"('distant', 'outgoing')",-0.4981214,-0.5487965,-0.0506751
6,-0.25222516,-0.30844906,"('distant', 'open')",-0.2522252,-0.3084491,-0.0562239
7,-1.973113,-1.8758925,"('insensitive', 'sensitive')",-1.9731129,-1.8758925,0.0972204
8,-1.3695543,-1.4770664,"('unaffectionate', 'affectionate')",-1.3695543,-1.4770664,-0.1075121
9,-1.6669748,-1.737907,"('unaffectionate', 'caring')",-1.6669748,-1.7379071,-0.0709323
10,-1.298938,-1.3519367,"('unsympathetic', 'sympathetic')",-1.298938,-1.3519367,-0.0529987
11,-1.0624013,-0.9866878,"('unhelpful', 'helpful')",-1.0624013,-0.9866878,0.0757135
12,-2.3745935,-2.3088186,"('unsupportive', 'supportive')",-2.3745935,-2.3088186,0.0657749
13,-0.8520574,-0.838562,"('impolite', 'polite')",-0.8520574,-0.838562,0.0134954
14,-1.2978176,-1.2600613,"('antisocial', 'social')",-1.2978176,-1.2600613,0.0377563
15,0.309226,0.28133193,"('boring', 'funny')",0.309226,0.2813319,-0.0278941
16,-1.3778408,-1.2992628,"('unpopular', 'popular')",-1.3778408,-1.2992628,0.078578
17,-0.2998679,-0.27036434,"('nasty', 'nice')",-0.2998679,-0.2703643,0.0295036
18,-1.9542114,-1.9326855,"('disagreeable', 'welcoming')",-1.9542114,-1.9326855,0.0215259
19,-0.68175244,-0.7289213,"('inhospitable', 'hospitable')",-0.6817524,-0.7289213,-0.0471689
20,-0.1106157,-0.1400089,"('rough', 'thoughtful')",-0.1106157,-0.1400089,-0.0293932
21,-1.8761411,-1.770256,"('immoral', 'moral')",-1.8761411,-1.770256,0.1058851
22,-0.7915864,-0.7348359,"('untrustworthy', 'trustworthy')",-0.7915864,-0.7348359,0.0567505
23,-0.2007487,-0.21741527,"('insincere', 'sincere')",-0.2007487,-0.2174153,-0.0166666
24,-2.0504658,-2.1107068,"('dishonest', 'honest')",-2.0504658,-2.1107068,-0.060241
25,0.004446104,-0.054293767,"('egoistic', 'altruistic')",0.0044461,-0.0542938,-0.0587399
26,0.18824507,0.05778803,"('hardhearted', 'benevolent')",0.1882451,0.057788,-0.1304571
27,-0.5959705,-0.66034466,"('hardhearted', 'softhearted')",-0.5959705,-0.6603447,-0.0643742
28,-1.3002195,-1.4077463,"('disloyal', 'loyal')",-1.3002195,-1.4077463,-0.1075268
29,-1.5553,-1.5522043,"('unfair', 'fair')",-1.5553,-1.5522043,0.0030957
30,-0.63432515,-0.6202359,"('intolerant', 'tolerant')",-0.6343251,-0.6202359,0.0140892
31,-1.8408045,-1.8586026,"('evil', 'good')",-1.8408045,-1.8586026,-0.0177981
32,-1.4674438,-1.493273,"('unkind', 'kind')",-1.4674438,-1.493273,-0.0258292
33,0.12056741,0.047189422,"('wrong', 'right')",0.1205674,0.0471894,-0.073378
34,0.64037377,0.74151355,"('mean', 'honorable')",0.6403738,0.7415136,0.1011398
35,-0.31876957,-0.42318445,"('corrupt', 'incorrupt')",-0.3187696,-0.4231845,-0.1044149
36,-0.15728948,-0.28872895,"('hostile', 'amicable')",-0.1572895,-0.288729,-0.1314395
37,-2.058254,-2.0470965,"('fake', 'genuine')",-2.058254,-2.0470965,0.0111575
38,-0.96583337,-0.9469393,"('untruthful', 'truthful')",-0.9658334,-0.9469393,0.0188941
39,-1.6738675,-1.5689664,"('exploitative', 'cooperative')",-1.6738675,-1.5689664,0.1049011
40,-1.888877,-1.9240654,"('stingy', 'generous')",-1.888877,-1.9240654,-0.0351884
41,-1.5310291,-1.5894915,"('unforgiving', 'forgiving')",-1.5310291,-1.5894915,-0.0584624
42,0.64476776,0.7198471,"('unreliable', 'reliable')",0.6447678,0.7198471,0.0750793
43,-1.5858263,-1.5145575,"('irresponsible', 'responsible')",-1.5858263,-1.5145575,0.0712688
44,-0.20000443,-0.100940935,"('prejudiced', 'unprejudiced')",-0.2000044,-0.1009409,0.0990635
45,-2.0324647,-1.9617653,"('incompetent', 'competent')",-2.0324647,-1.9617653,0.0706994
46,-2.0116472,-1.9854393,"('uncompetitive', 'competitive')",-2.0116472,-1.9854393,0.0262079
47,0.45524162,0.49690223,"('stupid', 'smart')",0.4552416,0.4969022,0.0416606
48,-1.7990694,-1.7964141,"('unintelligent', 'intelligent')",-1.7990694,-1.7964141,0.0026553
49,-1.3213398,-1.1360664,"('unable', 'able')",-1.3213398,-1.1360664,0.1852734
50,-0.84111273,-0.7734221,"('clumsy', 'skillful')",-0.8411127,-0.7734221,0.0676906
51,-0.33781156,-0.37688327,"('uneducated', 'educated')",-0.3378116,-0.3768833,-0.0390717
52,-1.183625,-1.2967479,"('irrational', 'rational')",-1.183625,-1.2967479,-0.1131229
53,-1.4803052,-1.5353607,"('uncreative', 'creative')",-1.4803052,-1.5353607,-0.0550555
54,-0.6964294,-0.7510917,"('incapable', 'capable')",-0.6964294,-0.7510917,-0.0546623
55,-1.5822171,-1.4855555,"('incompetent', 'clever')",-1.5822171,-1.4855555,0.0966616
56,0.13900967,0.12122037,"('impractical', 'practical')",0.1390097,0.1212204,-0.0177893
57,-1.394309,-1.4533855,"('unimaginative', 'imaginative')",-1.394309,-1.4533855,-0.0590765
58,0.8683464,0.7929394,"('undiscriminating', 'discriminating')",0.8683464,0.7929394,-0.075407
59,-1.3244265,-1.2532697,"('foolish', 'wise')",-1.3244265,-1.2532697,0.0711568
60,-1.3928255,-1.1987774,"('inefficient', 'efficient')",-1.3928255,-1.1987774,0.1940481
61,-1.1374284,-1.2161434,"('illogical', 'logical')",-1.1374284,-1.2161434,-0.078715
62,-1.5968624,-1.4294627,"('incompetent', 'brilliant')",-1.5968624,-1.4294627,0.1673997
63,-1.404687,-1.3118306,"('unperceptive', 'insightful')",-1.404687,-1.3118306,0.0928564
64,-1.4678111,-1.4086046,"('shy', 'confident')",-1.4678111,-1.4086046,0.0592065
65,-1.3926275,-1.3566188,"('insecure', 'secure')",-1.3926275,-1.3566188,0.0360087
66,-0.14930826,-0.29969737,"('inactive', 'active')",-0.1493083,-0.2996974,-0.1503891
67,0.31946126,0.3657559,"('doubtful', 'determined')",0.3194613,0.3657559,0.0462946
68,-0.55117255,-0.54537654,"('dependent', 'independent')",-0.5511726,-0.5453765,0.0057961
69,-0.5252707,-0.48916313,"('lazy', 'industrious')",-0.5252707,-0.4891631,0.0361076
70,-0.25224954,-0.2357347,"('lethargic', 'energetic')",-0.2522495,-0.2357347,0.0165148
71,-1.2982433,-1.2121522,"('diffident', 'self-confident')",-1.2982433,-1.2121522,0.0860911
72,-1.4859912,-1.4614432,"('unambitious', 'ambitious')",-1.4859912,-1.4614432,0.024548
73,-0.078339815,-0.00965503,"('helpless', 'self-reliant')",-0.0783398,-0.009655,0.0686848
74,-0.5881374,-0.60605836,"('undedicated', 'dedicated')",-0.5881374,-0.6060584,-0.017921
75,0.51723576,0.58347964,"('meek', 'impulsive')",0.5172358,0.5834796,0.0662438
76,0.46773756,0.52663535,"('anxious', 'daring')",0.4677376,0.5266353,0.0588977
77,-0.79742396,-0.72774994,"('unmotivated', 'motivated')",-0.797424,-0.7277499,0.0696741
78,-0.87169915,-0.79381365,"('nonresilient', 'resilient')",-0.8716992,-0.7938136,0.0778856
79,0.31678432,0.19848268,"('wavering', 'unwavering')",0.3167843,0.1984827,-0.1183016
80,-0.08151996,4.74751e-05,"('dominated', 'dominating')",-0.08152,4.75e-05,0.0815675
81,0.80813384,0.7963689,"('submissive', 'aggressive')",0.8081338,0.7963689,-0.0117649
82,0.81820697,0.8036401,"('poor', 'rich')",0.818207,0.8036401,-0.0145669
83,-0.0285912,-0.08559076,"('powerless', 'powerful')",-0.0285912,-0.0855908,-0.0569996
84,0.52798927,0.5214124,"('inferior', 'superior')",0.5279893,0.5214124,-0.0065769
85,0.3840586,0.29621747,"('insignificant', 'prestigious')",0.3840586,0.2962175,-0.0878411
86,-1.4266244,-1.5383325,"('uninfluential', 'influential')",-1.4266244,-1.5383325,-0.1117081
87,-1.1121728,-0.9724456,"('unsuccessful', 'successful')",-1.1121728,-0.9724456,0.1397272
