,spray_male,spray_female,tuple,average_male,average_female,female-male
0,0.32171497,0.19157174,"('unsociable', 'sociable')",0.321715,0.1915717,-0.1301433
1,1.8413757,1.8384928,"('unfriendly', 'friendly')",1.8413757,1.8384928,-0.0028829
2,0.29602027,0.306933,"('unlikable', 'likable')",0.2960203,0.306933,0.0109127
3,-0.23111436,-0.085507266,"('repellent', 'pleasant')",-0.2311144,-0.0855073,0.1456071
4,-7.8188453,-7.8845983,"('disliked', 'liked')",-7.8188453,-7.8845983,-0.065753
5,-0.4496998,-0.5031014,"('distant', 'outgoing')",-0.4496998,-0.5031014,-0.0534016
6,-0.14287598,-0.13874051,"('distant', 'open')",-0.142876,-0.1387405,0.0041355
7,0.6508158,0.7704003,"('insensitive', 'sensitive')",0.6508158,0.7704003,0.1195845
8,1.5725329,1.4994392,"('unaffectionate', 'affectionate')",1.5725329,1.4994392,-0.0730937
9,2.2908394,2.2401226,"('unaffectionate', 'caring')",2.2908394,2.2401226,-0.0507168
10,1.294064,1.2636286,"('unsympathetic', 'sympathetic')",1.294064,1.2636286,-0.0304354
11,2.4515834,2.3979974,"('unhelpful', 'helpful')",2.4515834,2.3979974,-0.053586
12,-1.0273783,-1.0950859,"('unsupportive', 'supportive')",-1.0273783,-1.0950859,-0.0677076
13,0.25438952,0.13926403,"('impolite', 'polite')",0.2543895,0.139264,-0.1151255
14,-0.10708794,-0.14601845,"('antisocial', 'social')",-0.1070879,-0.1460184,-0.0389305
15,0.30534372,0.22399503,"('boring', 'funny')",0.3053437,0.223995,-0.0813487
16,-0.81795347,-0.72896665,"('unpopular', 'popular')",-0.8179535,-0.7289667,0.0889868
17,-0.43125793,-0.41069537,"('nasty', 'nice')",-0.4312579,-0.4106954,0.0205625
18,-0.61854744,-0.6341751,"('disagreeable', 'welcoming')",-0.6185474,-0.6341751,-0.0156277
19,-0.41427454,-0.47571215,"('inhospitable', 'hospitable')",-0.4142745,-0.4757122,-0.0614377
20,1.2104497,1.2455108,"('rough', 'thoughtful')",1.2104497,1.2455108,0.0350611
21,-0.30352777,-0.25792003,"('immoral', 'moral')",-0.3035278,-0.25792,0.0456078
22,-0.8473952,-0.9158439,"('untrustworthy', 'trustworthy')",-0.8473952,-0.9158439,-0.0684487
23,7.05085,7.0733895,"('insincere', 'sincere')",7.0508499,7.0733895,0.0225396
24,1.8636788,1.7841364,"('dishonest', 'honest')",1.8636788,1.7841364,-0.0795424
25,0.85844415,0.8392797,"('egoistic', 'altruistic')",0.8584442,0.8392797,-0.0191645
26,1.6454203,1.595673,"('hardhearted', 'benevolent')",1.6454203,1.595673,-0.0497473
27,1.7871801,1.6112092,"('hardhearted', 'softhearted')",1.7871801,1.6112092,-0.1759709
28,1.5936652,1.5288514,"('disloyal', 'loyal')",1.5936652,1.5288514,-0.0648138
29,-0.8725256,-0.97025394,"('unfair', 'fair')",-0.8725256,-0.9702539,-0.0977283
30,1.1262289,1.1214613,"('intolerant', 'tolerant')",1.1262289,1.1214613,-0.0047676
31,-1.3573008,-1.2451625,"('evil', 'good')",-1.3573008,-1.2451625,0.1121383
32,1.3396822,1.3034297,"('unkind', 'kind')",1.3396822,1.3034297,-0.0362525
33,-0.08086257,-0.19142026,"('wrong', 'right')",-0.0808626,-0.1914203,-0.1105577
34,4.8387933,4.982428,"('mean', 'honorable')",4.8387933,4.9824281,0.1436348
