,waterfront_male,waterfront_female,tuple,average_male,average_female,female-male
0,-0.25892985,-0.25926462,"('unsociable', 'sociable')",-0.2589298,-0.2592646,-0.0003348
1,1.9991457,2.0067604,"('unfriendly', 'friendly')",1.9991457,2.0067604,0.0076147
2,0.5210927,0.55864805,"('unlikable', 'likable')",0.5210927,0.558648,0.0375553
3,0.4406753,0.42806837,"('repellent', 'pleasant')",0.4406753,0.4280684,-0.0126069
4,-7.0778813,-7.2609544,"('disliked', 'liked')",-7.0778813,-7.2609544,-0.1830731
5,0.007749304,-0.03471618,"('distant', 'outgoing')",0.0077493,-0.0347162,-0.0424655
6,0.80227023,0.7493638,"('distant', 'open')",0.8022702,0.7493638,-0.0529064
7,0.99934167,1.1060269,"('insensitive', 'sensitive')",0.9993417,1.1060269,0.1066852
8,1.9108115,1.7500297,"('unaffectionate', 'affectionate')",1.9108115,1.7500297,-0.1607818
9,2.2815769,2.2612307,"('unaffectionate', 'caring')",2.2815769,2.2612307,-0.0203462
10,0.39129648,0.4365975,"('unsympathetic', 'sympathetic')",0.3912965,0.4365975,0.045301
11,1.2455215,1.3909919,"('unhelpful', 'helpful')",1.2455215,1.3909919,0.1454704
12,-1.2718428,-1.274381,"('unsupportive', 'supportive')",-1.2718428,-1.274381,-0.0025382
13,-0.5778828,-0.5479298,"('impolite', 'polite')",-0.5778828,-0.5479298,0.029953
14,-0.10888781,-0.11437917,"('antisocial', 'social')",-0.1088878,-0.1143792,-0.0054914
15,0.4241823,0.38904446,"('boring', 'funny')",0.4241823,0.3890445,-0.0351378
16,0.03242985,-0.0025090203,"('unpopular', 'popular')",0.0324299,-0.002509,-0.0349389
17,-0.02320028,-0.037714187,"('nasty', 'nice')",-0.0232003,-0.0377142,-0.0145139
18,-0.4500364,-0.4558405,"('disagreeable', 'welcoming')",-0.4500364,-0.4558405,-0.0058041
19,-0.11818447,0.05690468,"('inhospitable', 'hospitable')",-0.1181845,0.0569047,0.1750892
20,0.86530656,0.8120828,"('rough', 'thoughtful')",0.8653066,0.8120828,-0.0532238
21,-0.5701654,-0.41930258,"('immoral', 'moral')",-0.5701654,-0.4193026,0.1508628
22,-0.91504025,-0.89587444,"('untrustworthy', 'trustworthy')",-0.9150403,-0.8958744,0.0191659
23,6.221463,6.4437504,"('insincere', 'sincere')",6.2214632,6.4437504,0.2222872
24,1.3915182,1.332527,"('dishonest', 'honest')",1.3915182,1.332527,-0.0589912
25,1.1462412,1.039593,"('egoistic', 'altruistic')",1.1462412,1.039593,-0.1066482
26,1.2093225,1.2041081,"('hardhearted', 'benevolent')",1.2093225,1.2041081,-0.0052144
27,1.5760537,1.4359025,"('hardhearted', 'softhearted')",1.5760537,1.4359025,-0.1401512
28,1.3928386,1.4029543,"('disloyal', 'loyal')",1.3928386,1.4029543,0.0101157
29,0.02698119,-0.07155849,"('unfair', 'fair')",0.0269812,-0.0715585,-0.0985397
30,0.41003135,0.49504197,"('intolerant', 'tolerant')",0.4100313,0.495042,0.0850107
31,-0.37032372,-0.38921526,"('evil', 'good')",-0.3703237,-0.3892153,-0.0188916
32,1.0561541,1.0287833,"('unkind', 'kind')",1.0561541,1.0287833,-0.0273708
33,0.16616142,0.10908413,"('wrong', 'right')",0.1661614,0.1090841,-0.0570773
34,4.915156,5.180153,"('mean', 'honorable')",4.9151559,5.1801529,0.264997
35,-0.34073198,-0.573002,"('corrupt', 'incorrupt')",-0.340732,-0.573002,-0.23227
36,0.21123864,0.14645498,"('hostile', 'amicable')",0.2112386,0.146455,-0.0647836
37,1.079258,1.0811247,"('fake', 'genuine')",1.079258,1.0811247,0.0018667
38,0.2511445,0.29945415,"('untruthful', 'truthful')",0.2511445,0.2994542,0.0483097
39,0.24271852,0.26900882,"('exploitative', 'cooperative')",0.2427185,0.2690088,0.0262903
40,-1.7612398,-1.8905598,"('stingy', 'generous')",-1.7612398,-1.8905598,-0.12932
41,0.47078097,0.53205204,"('unforgiving', 'forgiving')",0.470781,0.532052,0.061271
42,-2.460129,-2.4259079,"('unreliable', 'reliable')",-2.460129,-2.4259079,0.0342211
43,0.903107,1.0377513,"('irresponsible', 'responsible')",0.903107,1.0377513,0.1346443
44,-1.5790339,-1.6400318,"('prejudiced', 'unprejudiced')",-1.5790339,-1.6400318,-0.0609979
45,-0.18818276,-0.18435685,"('incompetent', 'competent')",-0.1881828,-0.1843569,0.0038259
46,-1.2746301,-1.2520916,"('uncompetitive', 'competitive')",-1.2746301,-1.2520916,0.0225385
47,5.342833,5.4994826,"('stupid', 'smart')",5.342833,5.4994826,0.1566496
48,0.42098472,0.38933665,"('unintelligent', 'intelligent')",0.4209847,0.3893366,-0.0316481
49,-0.09493199,-0.034868717,"('unable', 'able')",-0.094932,-0.0348687,0.0600633
50,-0.2696378,-0.29288056,"('clumsy', 'skillful')",-0.2696378,-0.2928806,-0.0232428
51,-0.48903963,-0.50456107,"('uneducated', 'educated')",-0.4890396,-0.5045611,-0.0155215
52,0.19766821,0.034736942,"('irrational', 'rational')",0.1976682,0.0347369,-0.1629313
53,0.993707,0.972274,"('uncreative', 'creative')",0.993707,0.972274,-0.021433
