,redirect_male,redirect_female,tuple,average_male,average_female,female-male
0,-1.4094205,-1.5242732,"('unsociable', 'sociable')",-1.4094205,-1.5242732,-0.1148527
1,-0.7962654,-0.8270715,"('unfriendly', 'friendly')",-0.7962654,-0.8270715,-0.0308061
2,-0.20418647,-0.19990236,"('unlikable', 'likable')",-0.2041865,-0.1999024,0.0042841
3,-0.4568299,-0.3969985,"('repellent', 'pleasant')",-0.4568299,-0.3969985,0.0598314
4,-2.086949,-2.1324096,"('disliked', 'liked')",-2.0869491,-2.1324096,-0.0454605
5,-0.30569726,-0.2923685,"('distant', 'outgoing')",-0.3056973,-0.2923685,0.0133288
6,-0.7123742,-0.7020494,"('distant', 'open')",-0.7123742,-0.7020494,0.0103248
7,-0.30496502,-0.25716242,"('insensitive', 'sensitive')",-0.304965,-0.2571624,0.0478026
8,-1.8113619,-1.8246577,"('unaffectionate', 'affectionate')",-1.8113619,-1.8246577,-0.0132958
9,-1.5774758,-1.5993218,"('unaffectionate', 'caring')",-1.5774758,-1.5993218,-0.021846
10,-1.0498079,-1.0333527,"('unsympathetic', 'sympathetic')",-1.0498079,-1.0333527,0.0164552
11,0.55964565,0.6027492,"('unhelpful', 'helpful')",0.5596457,0.6027492,0.0431035
12,-1.3740597,-1.301353,"('unsupportive', 'supportive')",-1.3740597,-1.301353,0.0727067
13,-1.165397,-1.2638736,"('impolite', 'polite')",-1.165397,-1.2638736,-0.0984766
14,-0.40146467,-0.42641053,"('antisocial', 'social')",-0.4014647,-0.4264105,-0.0249458
15,0.029724203,-0.0023719072,"('boring', 'funny')",0.0297242,-0.0023719,-0.0320961
16,-0.82044584,-0.8594515,"('unpopular', 'popular')",-0.8204458,-0.8594515,-0.0390057
17,-0.5014869,-0.48133394,"('nasty', 'nice')",-0.5014869,-0.4813339,0.020153
18,-0.46336594,-0.5085474,"('disagreeable', 'welcoming')",-0.4633659,-0.5085474,-0.0451815
19,-1.3571695,-1.3383212,"('inhospitable', 'hospitable')",-1.3571695,-1.3383212,0.0188483
20,1.1780516,1.1600063,"('rough', 'thoughtful')",1.1780516,1.1600063,-0.0180453
21,-0.07654615,-0.07812623,"('immoral', 'moral')",-0.0765461,-0.0781262,-0.0015801
22,-0.2784072,-0.29362023,"('untrustworthy', 'trustworthy')",-0.2784072,-0.2936202,-0.015213
23,0.78077775,0.77541256,"('insincere', 'sincere')",0.7807778,0.7754126,-0.0053652
24,-0.71317595,-0.77157426,"('dishonest', 'honest')",-0.713176,-0.7715743,-0.0583983
25,0.29232174,0.26182804,"('egoistic', 'altruistic')",0.2923217,0.261828,-0.0304937
26,0.14119928,0.053129382,"('hardhearted', 'benevolent')",0.1411993,0.0531294,-0.0880699
