,wraparound_male,wraparound_female,tuple,average_male,average_female,female-male
0,0.1194803,0.14638165,"('unsociable', 'sociable')",0.1194803,0.1463816,0.0269013
1,-0.28297508,-0.675078,"('unfriendly', 'friendly')",-0.2829751,-0.675078,-0.3921029
2,0.26409468,0.23784086,"('unlikable', 'likable')",0.2640947,0.2378409,-0.0262538
3,0.22140959,0.4496893,"('repellent', 'pleasant')",0.2214096,0.4496893,0.2282797
4,-3.3316782,-3.3941333,"('disliked', 'liked')",-3.3316782,-3.3941333,-0.0624551
5,-0.6545402,-0.8400523,"('distant', 'outgoing')",-0.6545402,-0.8400523,-0.1855121
6,-0.76102453,-0.9664356,"('distant', 'open')",-0.7610245,-0.9664356,-0.2054111
7,0.8625868,1.1628832,"('insensitive', 'sensitive')",0.8625868,1.1628832,0.3002964
8,-0.23094161,-0.49218836,"('unaffectionate', 'affectionate')",-0.2309416,-0.4921884,-0.2612468
9,0.33193845,0.25098675,"('unaffectionate', 'caring')",0.3319384,0.2509868,-0.0809516
10,-0.07432139,0.053271614,"('unsympathetic', 'sympathetic')",-0.0743214,0.0532716,0.127593
11,1.3005283,1.4856391,"('unhelpful', 'helpful')",1.3005283,1.4856391,0.1851108
12,-0.20562133,-0.039390933,"('unsupportive', 'supportive')",-0.2056213,-0.0393909,0.1662304
13,-0.26307374,-0.22600187,"('impolite', 'polite')",-0.2630737,-0.2260019,0.0370718
14,0.3204948,0.60777974,"('antisocial', 'social')",0.3204948,0.6077797,0.2872849
15,0.31092188,0.24413091,"('boring', 'funny')",0.3109219,0.2441309,-0.066791
16,-0.52081347,-0.55915236,"('unpopular', 'popular')",-0.5208135,-0.5591524,-0.0383389
17,-0.6239868,-0.6415445,"('nasty', 'nice')",-0.6239868,-0.6415445,-0.0175577
18,-0.091554165,-0.07388195,"('disagreeable', 'welcoming')",-0.0915542,-0.0738819,0.0176723
19,-0.9013227,-0.9643596,"('inhospitable', 'hospitable')",-0.9013227,-0.9643596,-0.0630369
20,0.18598595,0.16581888,"('rough', 'thoughtful')",0.185986,0.1658189,-0.0201671
21,0.9226041,1.1767558,"('immoral', 'moral')",0.9226041,1.1767558,0.2541517
22,0.7199645,0.958591,"('untrustworthy', 'trustworthy')",0.7199645,0.958591,0.2386265
23,3.4368355,3.7306979,"('insincere', 'sincere')",3.4368355,3.7306979,0.2938624
24,0.4571649,0.46009156,"('dishonest', 'honest')",0.4571649,0.4600916,0.0029267
25,0.42000788,0.27844828,"('egoistic', 'altruistic')",0.4200079,0.2784483,-0.1415596
26,0.22106047,-0.03006541,"('hardhearted', 'benevolent')",0.2210605,-0.0300654,-0.2511259
27,0.25715536,0.070768364,"('hardhearted', 'softhearted')",0.2571554,0.0707684,-0.186387
28,0.1699009,0.099132895,"('disloyal', 'loyal')",0.1699009,0.0991329,-0.070768
29,-0.3825276,-0.4977272,"('unfair', 'fair')",-0.3825276,-0.4977272,-0.1151996
30,0.53306717,0.60832787,"('intolerant', 'tolerant')",0.5330672,0.6083279,0.0752607
31,-1.3984412,-1.7094966,"('evil', 'good')",-1.3984412,-1.7094966,-0.3110554
32,1.0442531,1.0821052,"('unkind', 'kind')",1.0442531,1.0821052,0.0378521
33,-0.27621663,-0.47196838,"('wrong', 'right')",-0.2762166,-0.4719684,-0.1957518
34,2.0860665,2.2981865,"('mean', 'honorable')",2.0860665,2.2981865,0.21212
35,-0.48443583,-0.7789536,"('corrupt', 'incorrupt')",-0.4844358,-0.7789536,-0.2945178
36,-1.0132513,-1.3020562,"('hostile', 'amicable')",-1.0132513,-1.3020562,-0.2888049
37,0.6932131,0.72735816,"('fake', 'genuine')",0.6932131,0.7273582,0.0341451
38,0.28169164,0.2527641,"('untruthful', 'truthful')",0.2816916,0.2527641,-0.0289275
39,1.1586978,1.2849061,"('exploitative', 'cooperative')",1.1586978,1.2849061,0.1262083
40,-0.8807473,-0.9324722,"('stingy', 'generous')",-0.8807473,-0.9324722,-0.0517249
41,0.21561193,0.114142925,"('unforgiving', 'forgiving')",0.2156119,0.1141429,-0.101469
42,-1.0564288,-0.7091827,"('unreliable', 'reliable')",-1.0564288,-0.7091827,0.3472461
43,0.54375714,0.7022413,"('irresponsible', 'responsible')",0.5437571,0.7022413,0.1584842
44,-0.23881686,-0.25776803,"('prejudiced', 'unprejudiced')",-0.2388169,-0.257768,-0.0189511
45,0.030599086,0.19814451,"('incompetent', 'competent')",0.0305991,0.1981445,0.1675454
46,0.52103466,0.78244454,"('uncompetitive', 'competitive')",0.5210347,0.7824445,0.2614098
47,2.1560526,2.28921,"('stupid', 'smart')",2.1560526,2.2892101,0.1331575
48,-0.25644785,-0.4460145,"('unintelligent', 'intelligent')",-0.2564479,-0.4460145,-0.1895666
49,-0.01791536,0.14903744,"('unable', 'able')",-0.0179154,0.1490374,0.1669528
50,0.43158185,0.534617,"('clumsy', 'skillful')",0.4315819,0.534617,0.1030351
51,0.3630252,0.45541131,"('uneducated', 'educated')",0.3630252,0.4554113,0.0923861
52,-0.35449028,-0.69339037,"('irrational', 'rational')",-0.3544903,-0.6933904,-0.3389001
53,-0.75441694,-0.81311184,"('uncreative', 'creative')",-0.7544169,-0.8131118,-0.0586949
54,0.21013969,0.25734302,"('incapable', 'capable')",0.2101397,0.257343,0.0472033
