,nucleotidase_male,nucleotidase_female,tuple,average_male,average_female,female-male
0,-0.53658086,-0.71193236,"('unsociable', 'sociable')",-0.5365809,-0.7119324,-0.1753515
1,-0.09829485,-0.55212873,"('unfriendly', 'friendly')",-0.0982948,-0.5521287,-0.4538339
2,0.79264396,0.73748904,"('unlikable', 'likable')",0.792644,0.737489,-0.055155
3,-1.636709,-1.5926281,"('repellent', 'pleasant')",-1.636709,-1.5926281,0.0440809
4,-0.23349562,-0.32263207,"('disliked', 'liked')",-0.2334956,-0.3226321,-0.0891365
5,0.6040634,0.37603247,"('distant', 'outgoing')",0.6040634,0.3760325,-0.2280309
6,0.78659475,0.47977188,"('distant', 'open')",0.7865947,0.4797719,-0.3068228
7,-1.5394089,-1.5117133,"('insensitive', 'sensitive')",-1.5394089,-1.5117133,0.0276956
8,0.04225838,-0.27972987,"('unaffectionate', 'affectionate')",0.0422584,-0.2797299,-0.3219883
9,-0.8387331,-1.0933954,"('unaffectionate', 'caring')",-0.8387331,-1.0933954,-0.2546623
10,-1.9416969,-1.9235104,"('unsympathetic', 'sympathetic')",-1.9416969,-1.9235104,0.0181865
11,-0.8574955,-0.81205326,"('unhelpful', 'helpful')",-0.8574955,-0.8120533,0.0454422
12,-0.7497202,-0.8263461,"('unsupportive', 'supportive')",-0.7497202,-0.8263461,-0.0766259
13,-1.7725817,-1.710393,"('impolite', 'polite')",-1.7725817,-1.710393,0.0621887
14,-1.1106703,-0.99165404,"('antisocial', 'social')",-1.1106703,-0.991654,0.1190163
15,0.580218,0.49538502,"('boring', 'funny')",0.580218,0.495385,-0.084833
16,0.6231423,0.48174125,"('unpopular', 'popular')",0.6231423,0.4817412,-0.1414011
17,0.054614536,0.11062114,"('nasty', 'nice')",0.0546145,0.1106211,0.0560066
18,0.04094164,-0.11447918,"('disagreeable', 'welcoming')",0.0409416,-0.1144792,-0.1554208
19,-0.9621977,-1.0534993,"('inhospitable', 'hospitable')",-0.9621977,-1.0534993,-0.0913016
20,0.3949524,0.4542409,"('rough', 'thoughtful')",0.3949524,0.4542409,0.0592885
21,-0.43784496,-0.37305897,"('immoral', 'moral')",-0.437845,-0.373059,0.064786
22,-1.0211102,-1.0566356,"('untrustworthy', 'trustworthy')",-1.0211102,-1.0566356,-0.0355254
23,-0.97585285,-1.0866681,"('insincere', 'sincere')",-0.9758528,-1.0866681,-0.1108153
24,-1.1790689,-1.1874632,"('dishonest', 'honest')",-1.1790689,-1.1874632,-0.0083943
25,0.46376717,0.32424277,"('egoistic', 'altruistic')",0.4637672,0.3242428,-0.1395244
26,0.9302349,0.6579643,"('hardhearted', 'benevolent')",0.9302349,0.6579643,-0.2722706
27,0.47291288,0.4320805,"('hardhearted', 'softhearted')",0.4729129,0.4320805,-0.0408324
28,-0.7922316,-0.97685933,"('disloyal', 'loyal')",-0.7922316,-0.9768593,-0.1846277
29,-0.099240325,-0.16592506,"('unfair', 'fair')",-0.0992403,-0.1659251,-0.0666848
30,-1.5969498,-1.6767198,"('intolerant', 'tolerant')",-1.5969498,-1.6767198,-0.07977
