,individual_male,individual_female,tuple,average_male,average_female,female-male
0,-0.5068884,-0.5675325,"('unsociable', 'sociable')",-0.5068884,-0.5675325,-0.0606441
1,1.7841216,1.8088248,"('unfriendly', 'friendly')",1.7841216,1.8088248,0.0247032
2,0.019621585,0.1306187,"('unlikable', 'likable')",0.0196216,0.1306187,0.1109971
3,0.19079973,0.2598614,"('repellent', 'pleasant')",0.1907997,0.2598614,0.0690617
4,-6.977831,-7.015797,"('disliked', 'liked')",-6.9778309,-7.0157971,-0.0379662
5,-0.0881508,-0.019184202,"('distant', 'outgoing')",-0.0881508,-0.0191842,0.0689666
6,0.44388,0.481192,"('distant', 'open')",0.44388,0.481192,0.037312
7,0.643877,0.7341916,"('insensitive', 'sensitive')",0.643877,0.7341916,0.0903146
8,1.484927,1.4937984,"('unaffectionate', 'affectionate')",1.4849271,1.4937984,0.0088713
9,1.6799446,1.7540772,"('unaffectionate', 'caring')",1.6799446,1.7540772,0.0741326
10,0.5102285,0.5153244,"('unsympathetic', 'sympathetic')",0.5102285,0.5153244,0.0050959
11,1.5089017,1.5141064,"('unhelpful', 'helpful')",1.5089017,1.5141064,0.0052047
12,-1.6576846,-1.6205214,"('unsupportive', 'supportive')",-1.6576846,-1.6205214,0.0371632
13,-0.8060794,-0.8032498,"('impolite', 'polite')",-0.8060794,-0.8032498,0.0028296
14,-0.27309808,-0.35630834,"('antisocial', 'social')",-0.2730981,-0.3563083,-0.0832102
15,0.1600909,0.15486455,"('boring', 'funny')",0.1600909,0.1548645,-0.0052264
16,-0.5836873,-0.4368043,"('unpopular', 'popular')",-0.5836873,-0.4368043,0.146883
17,-0.4768807,-0.37417322,"('nasty', 'nice')",-0.4768807,-0.3741732,0.1027075
18,-0.29292324,-0.29193932,"('disagreeable', 'welcoming')",-0.2929232,-0.2919393,0.0009839
19,-0.12525956,-0.123981714,"('inhospitable', 'hospitable')",-0.1252596,-0.1239817,0.0012779
20,0.81877923,0.7670117,"('rough', 'thoughtful')",0.8187792,0.7670117,-0.0517675
21,-0.79062104,-0.7317644,"('immoral', 'moral')",-0.790621,-0.7317644,0.0588566
22,-0.54530585,-0.5881486,"('untrustworthy', 'trustworthy')",-0.5453058,-0.5881486,-0.0428428
23,6.2869225,6.2985725,"('insincere', 'sincere')",6.2869225,6.2985725,0.01165
24,1.443085,1.3178151,"('dishonest', 'honest')",1.443085,1.3178151,-0.1252699
25,0.9706096,0.93822265,"('egoistic', 'altruistic')",0.9706096,0.9382226,-0.032387
26,0.84207994,0.8396516,"('hardhearted', 'benevolent')",0.8420799,0.8396516,-0.0024283
27,1.6239516,1.5207646,"('hardhearted', 'softhearted')",1.6239516,1.5207646,-0.103187
28,1.3386784,1.2500834,"('disloyal', 'loyal')",1.3386784,1.2500834,-0.088595
29,-0.4387252,-0.5807982,"('unfair', 'fair')",-0.4387252,-0.5807982,-0.142073
30,0.680126,0.65928566,"('intolerant', 'tolerant')",0.680126,0.6592857,-0.0208403
31,-0.769991,-0.7096898,"('evil', 'good')",-0.769991,-0.7096898,0.0603012
32,0.92440677,0.8819328,"('unkind', 'kind')",0.9244068,0.8819328,-0.042474
33,-0.23863801,-0.23889881,"('wrong', 'right')",-0.238638,-0.2388988,-0.0002608
34,4.8067923,4.8973145,"('mean', 'honorable')",4.8067923,4.8973145,0.0905222
35,-0.33903214,-0.5340634,"('corrupt', 'incorrupt')",-0.3390321,-0.5340634,-0.1950313
36,0.054676734,0.010699259,"('hostile', 'amicable')",0.0546767,0.0106993,-0.0439774
37,1.038238,1.0209568,"('fake', 'genuine')",1.038238,1.0209568,-0.0172812
38,0.07662064,0.071804136,"('untruthful', 'truthful')",0.0766206,0.0718041,-0.0048165
39,0.32755724,0.26380652,"('exploitative', 'cooperative')",0.3275572,0.2638065,-0.0637507
40,-1.2410008,-1.3260463,"('stingy', 'generous')",-1.2410008,-1.3260463,-0.0850455
41,-0.04010822,-0.02331876,"('unforgiving', 'forgiving')",-0.0401082,-0.0233188,0.0167894
42,-2.2833247,-2.3002212,"('unreliable', 'reliable')",-2.2833247,-2.3002212,-0.0168965
43,0.8098589,0.80600476,"('irresponsible', 'responsible')",0.8098589,0.8060048,-0.0038541
44,-0.96881706,-1.0055819,"('prejudiced', 'unprejudiced')",-0.9688171,-1.0055819,-0.0367648
45,-0.36948207,-0.3504377,"('incompetent', 'competent')",-0.3694821,-0.3504377,0.0190444
46,-0.9887211,-1.0369748,"('uncompetitive', 'competitive')",-0.9887211,-1.0369748,-0.0482537
47,4.7625527,4.8990836,"('stupid', 'smart')",4.7625527,4.8990836,0.1365309
48,0.3049506,0.2758972,"('unintelligent', 'intelligent')",0.3049506,0.2758972,-0.0290534
49,0.2867834,0.35581124,"('unable', 'able')",0.2867834,0.3558112,0.0690278
50,0.16796556,0.10708912,"('clumsy', 'skillful')",0.1679656,0.1070891,-0.0608765
51,0.50899196,0.4266824,"('uneducated', 'educated')",0.508992,0.4266824,-0.0823096
52,-0.53093284,-0.53261024,"('irrational', 'rational')",-0.5309328,-0.5326102,-0.0016774
53,0.07244022,0.07016022,"('uncreative', 'creative')",0.0724402,0.0701602,-0.00228
54,1.2933164,1.3212317,"('incapable', 'capable')",1.2933164,1.3212317,0.0279153
55,0.3142834,0.32990092,"('incompetent', 'clever')",0.3142834,0.3299009,0.0156175
56,0.187089,0.17621782,"('impractical', 'practical')",0.187089,0.1762178,-0.0108712
57,-3.036264,-2.933072,"('unimaginative', 'imaginative')",-3.0362639,-2.9330721,0.1031918
58,0.54519624,0.55907303,"('undiscriminating', 'discriminating')",0.5451962,0.559073,0.0138768
59,0.0349088,0.06496083,"('foolish', 'wise')",0.0349088,0.0649608,0.030052
60,-0.03336311,0.052190177,"('inefficient', 'efficient')",-0.0333631,0.0521902,0.0855533
61,0.06504595,-0.08508398,"('illogical', 'logical')",0.065046,-0.085084,-0.15013
62,-0.32502368,-0.20406792,"('incompetent', 'brilliant')",-0.3250237,-0.2040679,0.1209558
63,0.0957252,0.14725526,"('unperceptive', 'insightful')",0.0957252,0.1472553,0.0515301
64,-6.587394,-6.6062,"('shy', 'confident')",-6.5873942,-6.6062002,-0.018806
65,-0.03785138,-0.054807827,"('insecure', 'secure')",-0.0378514,-0.0548078,-0.0169564
66,-0.12392059,-0.19194883,"('inactive', 'active')",-0.1239206,-0.1919488,-0.0680282
67,-0.39795357,-0.39429316,"('doubtful', 'determined')",-0.3979536,-0.3942932,0.0036604
68,-0.43594298,-0.55724746,"('dependent', 'independent')",-0.435943,-0.5572475,-0.1213045
69,-1.6628001,-1.6278995,"('lazy', 'industrious')",-1.6628001,-1.6278995,0.0349006
70,0.9990775,0.93105465,"('lethargic', 'energetic')",0.9990775,0.9310547,-0.0680228
71,1.046486,1.1109074,"('diffident', 'self-confident')",1.046486,1.1109074,0.0644214
72,0.5999997,0.740873,"('unambitious', 'ambitious')",0.5999997,0.740873,0.1408733
73,-2.5345802,-2.455961,"('helpless', 'self-reliant')",-2.5345802,-2.455961,0.0786192
74,0.17936182,0.1025748,"('undedicated', 'dedicated')",0.1793618,0.1025748,-0.076787
75,-0.6581436,-0.52830553,"('meek', 'impulsive')",-0.6581436,-0.5283055,0.1298381
76,0.6395835,0.60532457,"('anxious', 'daring')",0.6395835,0.6053246,-0.0342589
77,-1.8417854,-1.6750664,"('unmotivated', 'motivated')",-1.8417854,-1.6750664,0.166719
78,-0.69530964,-0.658772,"('nonresilient', 'resilient')",-0.6953096,-0.658772,0.0365376
79,0.46487904,0.44773296,"('wavering', 'unwavering')",0.464879,0.447733,-0.017146
80,-0.77323246,-0.8820331,"('dominated', 'dominating')",-0.7732325,-0.8820331,-0.1088006
81,-0.37298822,-0.39999154,"('submissive', 'aggressive')",-0.3729882,-0.3999915,-0.0270033
82,5.999146,6.129725,"('poor', 'rich')",5.999146,6.129725,0.130579
83,-0.14931926,-0.14652233,"('powerless', 'powerful')",-0.1493193,-0.1465223,0.002797
84,0.96835023,0.9572735,"('inferior', 'superior')",0.9683502,0.9572735,-0.0110767
85,0.39251113,0.4117717,"('insignificant', 'prestigious')",0.3925111,0.4117717,0.0192606
86,0.10487847,0.083977714,"('uninfluential', 'influential')",0.1048785,0.0839777,-0.0209008
87,-0.5496389,-0.39566875,"('unsuccessful', 'successful')",-0.5496389,-0.3956687,0.1539702
88,0.34749466,0.34723172,"('low', 'eminent')",0.3474947,0.3472317,-0.000263
