,culture_male,culture_female,tuple,average_male,average_female,female-male
0,-0.16744629,-0.2492727,"('unsociable', 'sociable')",-0.1674463,-0.2492727,-0.0818264
1,1.314102,1.2606505,"('unfriendly', 'friendly')",1.3141021,1.2606505,-0.0534516
2,0.4326602,0.4634707,"('unlikable', 'likable')",0.4326602,0.4634707,0.0308105
3,0.6505434,0.6699015,"('repellent', 'pleasant')",0.6505434,0.6699015,0.0193581
4,-7.0417533,-7.0951414,"('disliked', 'liked')",-7.0417533,-7.0951414,-0.0533881
5,-0.09238806,-0.13672993,"('distant', 'outgoing')",-0.0923881,-0.1367299,-0.0443418
6,0.055732824,0.0056458935,"('distant', 'open')",0.0557328,0.0056459,-0.0500869
7,0.8802967,0.88796365,"('insensitive', 'sensitive')",0.8802967,0.8879637,0.007667
8,1.1085472,1.019554,"('unaffectionate', 'affectionate')",1.1085472,1.019554,-0.0889932
9,1.585978,1.583181,"('unaffectionate', 'caring')",1.585978,1.583181,-0.002797
10,0.9207242,0.9029154,"('unsympathetic', 'sympathetic')",0.9207242,0.9029154,-0.0178088
11,1.8780833,1.8907546,"('unhelpful', 'helpful')",1.8780833,1.8907546,0.0126713
12,-1.1477716,-1.1373107,"('unsupportive', 'supportive')",-1.1477716,-1.1373107,0.0104609
13,-0.021959879,-0.04727389,"('impolite', 'polite')",-0.0219599,-0.0472739,-0.025314
14,0.17625357,0.14911067,"('antisocial', 'social')",0.1762536,0.1491107,-0.0271429
15,0.2918373,0.30367377,"('boring', 'funny')",0.2918373,0.3036738,0.0118365
16,-0.36701453,-0.33775395,"('unpopular', 'popular')",-0.3670145,-0.337754,0.0292605
17,0.14051993,0.1875236,"('nasty', 'nice')",0.1405199,0.1875236,0.0470037
18,-0.41706806,-0.46645832,"('disagreeable', 'welcoming')",-0.4170681,-0.4664583,-0.0493902
19,-0.078032024,-0.02184552,"('inhospitable', 'hospitable')",-0.078032,-0.0218455,0.0561865
20,0.55165964,0.44211894,"('rough', 'thoughtful')",0.5516596,0.4421189,-0.1095407
21,0.10953504,0.1629261,"('immoral', 'moral')",0.109535,0.1629261,0.0533911
22,-0.037021533,-0.11256448,"('untrustworthy', 'trustworthy')",-0.0370215,-0.1125645,-0.075543
23,6.3637333,6.394287,"('insincere', 'sincere')",6.3637333,6.3942871,0.0305538
24,1.6754909,1.6115699,"('dishonest', 'honest')",1.6754909,1.6115699,-0.063921
25,0.1933063,0.13313542,"('egoistic', 'altruistic')",0.1933063,0.1331354,-0.0601709
26,0.32992756,0.2806645,"('hardhearted', 'benevolent')",0.3299276,0.2806645,-0.0492631
27,1.5526254,1.37205,"('hardhearted', 'softhearted')",1.5526254,1.37205,-0.1805754
28,0.82100385,0.7720346,"('disloyal', 'loyal')",0.8210039,0.7720346,-0.0489693
29,-0.12910041,-0.2681579,"('unfair', 'fair')",-0.1291004,-0.2681579,-0.1390575
30,1.4165195,1.3847414,"('intolerant', 'tolerant')",1.4165195,1.3847414,-0.0317781
31,-0.80924773,-0.8309395,"('evil', 'good')",-0.8092477,-0.8309395,-0.0216918
32,1.0653793,1.0059553,"('unkind', 'kind')",1.0653793,1.0059553,-0.059424
33,-0.434791,-0.42204836,"('wrong', 'right')",-0.434791,-0.4220484,0.0127426
34,4.460893,4.6103,"('mean', 'honorable')",4.4608932,4.6103001,0.1494069
35,-1.1654814,-1.3113035,"('corrupt', 'incorrupt')",-1.1654814,-1.3113035,-0.1458221
36,-0.57443374,-0.6815514,"('hostile', 'amicable')",-0.5744337,-0.6815514,-0.1071177
37,0.46975324,0.46743265,"('fake', 'genuine')",0.4697532,0.4674326,-0.0023206
38,-0.04189782,-0.042936027,"('untruthful', 'truthful')",-0.0418978,-0.042936,-0.0010382
39,0.047898155,0.009103799,"('exploitative', 'cooperative')",0.0478982,0.0091038,-0.0387944
40,-1.4404716,-1.5274681,"('stingy', 'generous')",-1.4404716,-1.5274681,-0.0869965
41,-0.14331919,-0.18708529,"('unforgiving', 'forgiving')",-0.1433192,-0.1870853,-0.0437661
42,-1.6938506,-1.6891992,"('unreliable', 'reliable')",-1.6938506,-1.6891992,0.0046514
43,1.0595706,1.0600605,"('irresponsible', 'responsible')",1.0595706,1.0600605,0.0004899
44,-1.3077563,-1.3881234,"('prejudiced', 'unprejudiced')",-1.3077563,-1.3881234,-0.0803671
