,waterfront_male,waterfront_female,tuple,average_male,average_female,female-male
0,-0.24771291,-0.31515282,"('unsociable', 'sociable')",-0.2477129,-0.3151528,-0.0674399
1,1.9941169,1.9633346,"('unfriendly', 'friendly')",1.9941169,1.9633346,-0.0307823
2,0.76837623,0.89677566,"('unlikable', 'likable')",0.7683762,0.8967757,0.1283995
3,0.48971805,0.66009194,"('repellent', 'pleasant')",0.489718,0.6600919,0.1703739
4,-7.027669,-7.0860286,"('disliked', 'liked')",-7.027669,-7.0860286,-0.0583596
5,0.31218275,0.28828272,"('distant', 'outgoing')",0.3121828,0.2882827,-0.0239001
6,0.85820264,0.8111055,"('distant', 'open')",0.8582026,0.8111055,-0.0470971
7,1.1007998,1.1455251,"('insensitive', 'sensitive')",1.1007998,1.1455251,0.0447253
8,1.8198379,1.7411478,"('unaffectionate', 'affectionate')",1.8198379,1.7411478,-0.0786901
9,2.2768745,2.2628515,"('unaffectionate', 'caring')",2.2768745,2.2628515,-0.014023
10,0.7485535,0.8571261,"('unsympathetic', 'sympathetic')",0.7485535,0.8571261,0.1085726
11,1.6927078,1.8111733,"('unhelpful', 'helpful')",1.6927078,1.8111733,0.1184655
12,-1.0394036,-1.0299064,"('unsupportive', 'supportive')",-1.0394036,-1.0299064,0.0094972
13,-0.33690104,-0.2949574,"('impolite', 'polite')",-0.336901,-0.2949574,0.0419436
14,-0.18099925,-0.18354023,"('antisocial', 'social')",-0.1809992,-0.1835402,-0.002541
15,0.5679007,0.58190584,"('boring', 'funny')",0.5679007,0.5819058,0.0140051
16,-0.36602184,-0.3367739,"('unpopular', 'popular')",-0.3660218,-0.3367739,0.0292479
17,-0.12443942,-0.08195869,"('nasty', 'nice')",-0.1244394,-0.0819587,0.0424807
18,-0.44609702,-0.43219346,"('disagreeable', 'welcoming')",-0.446097,-0.4321935,0.0139035
19,0.100381464,0.20725618,"('inhospitable', 'hospitable')",0.1003815,0.2072562,0.1068747
20,0.6638197,0.60243016,"('rough', 'thoughtful')",0.6638197,0.6024302,-0.0613895
21,-0.29599494,-0.13075684,"('immoral', 'moral')",-0.2959949,-0.1307568,0.1652381
22,-0.3492782,-0.3281053,"('untrustworthy', 'trustworthy')",-0.3492782,-0.3281053,0.0211729
23,6.627178,6.775004,"('insincere', 'sincere')",6.6271782,6.7750039,0.1478257
24,1.9140235,1.9576422,"('dishonest', 'honest')",1.9140235,1.9576422,0.0436187
25,0.8014032,0.6510882,"('egoistic', 'altruistic')",0.8014032,0.6510882,-0.150315
26,0.57822645,0.49132276,"('hardhearted', 'benevolent')",0.5782264,0.4913228,-0.0869036
27,1.5241543,1.4444869,"('hardhearted', 'softhearted')",1.5241543,1.4444869,-0.0796674
28,1.1551588,1.2187229,"('disloyal', 'loyal')",1.1551588,1.2187229,0.0635641
29,0.21746175,0.13243593,"('unfair', 'fair')",0.2174617,0.1324359,-0.0850258
30,0.80760276,0.8029656,"('intolerant', 'tolerant')",0.8076028,0.8029656,-0.0046372
31,-0.65358007,-0.6177212,"('evil', 'good')",-0.6535801,-0.6177212,0.0358589
32,1.0230764,0.9672899,"('unkind', 'kind')",1.0230764,0.9672899,-0.0557865
33,-0.10162878,-0.13258754,"('wrong', 'right')",-0.1016288,-0.1325875,-0.0309587
34,4.819614,4.9819946,"('mean', 'honorable')",4.8196139,4.9819946,0.1623807
35,-0.3535384,-0.48749363,"('corrupt', 'incorrupt')",-0.3535384,-0.4874936,-0.1339552
36,0.21467103,0.11631101,"('hostile', 'amicable')",0.214671,0.116311,-0.09836
37,1.1937196,1.1785934,"('fake', 'genuine')",1.1937196,1.1785934,-0.0151262
38,0.39978164,0.3692166,"('untruthful', 'truthful')",0.3997816,0.3692166,-0.030565
39,-0.010966115,-0.011206449,"('exploitative', 'cooperative')",-0.0109661,-0.0112064,-0.0002403
40,-1.3949881,-1.4666641,"('stingy', 'generous')",-1.3949881,-1.4666641,-0.071676
41,0.30326033,0.2612898,"('unforgiving', 'forgiving')",0.3032603,0.2612898,-0.0419705
42,-2.1338997,-2.0493636,"('unreliable', 'reliable')",-2.1338997,-2.0493636,0.0845361
43,1.2106168,1.1943545,"('irresponsible', 'responsible')",1.2106168,1.1943545,-0.0162623
44,-1.3985256,-1.5641705,"('prejudiced', 'unprejudiced')",-1.3985256,-1.5641705,-0.1656449
45,-0.17342713,-0.021464763,"('incompetent', 'competent')",-0.1734271,-0.0214648,0.1519623
46,-1.1822144,-1.0962368,"('uncompetitive', 'competitive')",-1.1822144,-1.0962368,0.0859776
47,5.771941,5.9160404,"('stupid', 'smart')",5.7719412,5.9160404,0.1440992
48,0.7376659,0.7504756,"('unintelligent', 'intelligent')",0.7376659,0.7504756,0.0128097
49,0.15731806,0.30460545,"('unable', 'able')",0.1573181,0.3046055,0.1472874
50,-0.081698805,0.090773776,"('clumsy', 'skillful')",-0.0816988,0.0907738,0.1724726
51,0.03278516,0.16041227,"('uneducated', 'educated')",0.0327852,0.1604123,0.1276271
52,0.17466354,0.14990072,"('irrational', 'rational')",0.1746635,0.1499007,-0.0247628
53,0.9766407,0.929589,"('uncreative', 'creative')",0.9766407,0.929589,-0.0470517
54,1.663373,1.8050348,"('incapable', 'capable')",1.663373,1.8050348,0.1416618
55,0.3744595,0.48736444,"('incompetent', 'clever')",0.3744595,0.4873644,0.1129049
56,0.59157485,0.66696525,"('impractical', 'practical')",0.5915748,0.6669652,0.0753904
57,-2.745308,-2.7116027,"('unimaginative', 'imaginative')",-2.7453079,-2.7116027,0.0337052
58,-0.17986263,-0.13279492,"('undiscriminating', 'discriminating')",-0.1798626,-0.1327949,0.0470677
59,0.39257622,0.5327378,"('foolish', 'wise')",0.3925762,0.5327378,0.1401616
60,-0.21000537,-0.084991775,"('inefficient', 'efficient')",-0.2100054,-0.0849918,0.1250136
61,0.53671056,0.4753275,"('illogical', 'logical')",0.5367106,0.4753275,-0.0613831
62,0.5972946,0.7883035,"('incompetent', 'brilliant')",0.5972946,0.7883035,0.1910089
63,0.7594265,0.85761404,"('unperceptive', 'insightful')",0.7594265,0.857614,0.0981875
64,-6.2351317,-6.1677423,"('shy', 'confident')",-6.2351317,-6.1677423,0.0673894
65,0.23679024,0.37820232,"('insecure', 'secure')",0.2367902,0.3782023,0.1414121
66,0.39428774,0.295865,"('inactive', 'active')",0.3942877,0.295865,-0.0984227
67,-0.25439364,-0.3034075,"('doubtful', 'determined')",-0.2543936,-0.3034075,-0.0490139
68,-0.4971084,-0.37738895,"('dependent', 'independent')",-0.4971084,-0.377389,0.1197194
69,-0.9639402,-1.0669315,"('lazy', 'industrious')",-0.9639402,-1.0669315,-0.1029913
70,0.92043823,0.99880373,"('lethargic', 'energetic')",0.9204382,0.9988037,0.0783655
