,broom_male,broom_female,tuple,average_male,average_female,female-male
0,0.32464182,0.14234126,"('unsociable', 'sociable')",0.3246418,0.1423413,-0.1823005
1,1.0696998,1.0028496,"('unfriendly', 'friendly')",1.0696998,1.0028496,-0.0668502
2,0.010815432,0.1627247,"('unlikable', 'likable')",0.0108154,0.1627247,0.1519093
3,0.44225815,0.6095891,"('repellent', 'pleasant')",0.4422581,0.6095891,0.167331
4,-7.231865,-7.452848,"('disliked', 'liked')",-7.2318649,-7.452848,-0.2209831
5,-0.72610927,-0.6905388,"('distant', 'outgoing')",-0.7261093,-0.6905388,0.0355705
6,-0.17391574,-0.22045821,"('distant', 'open')",-0.1739157,-0.2204582,-0.0465425
7,1.1138275,1.0732353,"('insensitive', 'sensitive')",1.1138275,1.0732353,-0.0405922
8,1.2169067,1.1276608,"('unaffectionate', 'affectionate')",1.2169067,1.1276608,-0.0892459
9,1.6572883,1.6568059,"('unaffectionate', 'caring')",1.6572883,1.6568059,-0.0004824
10,1.473271,1.4440218,"('unsympathetic', 'sympathetic')",1.473271,1.4440218,-0.0292492
11,1.7065878,1.7633835,"('unhelpful', 'helpful')",1.7065878,1.7633835,0.0567957
12,-1.4008561,-1.4589171,"('unsupportive', 'supportive')",-1.4008561,-1.4589171,-0.058061
13,0.14561296,0.12404193,"('impolite', 'polite')",0.145613,0.1240419,-0.0215711
14,0.33677405,0.23896205,"('antisocial', 'social')",0.3367741,0.2389621,-0.097812
15,0.4600494,0.35849562,"('boring', 'funny')",0.4600494,0.3584956,-0.1015538
16,-0.5221126,-0.5411658,"('unpopular', 'popular')",-0.5221126,-0.5411658,-0.0190532
17,-0.3048231,-0.28197587,"('nasty', 'nice')",-0.3048231,-0.2819759,0.0228472
18,-0.66320205,-0.6159736,"('disagreeable', 'welcoming')",-0.663202,-0.6159736,0.0472284
19,-0.729007,-0.7501979,"('inhospitable', 'hospitable')",-0.729007,-0.7501979,-0.0211909
20,0.99180204,0.9117715,"('rough', 'thoughtful')",0.991802,0.9117715,-0.0800305
21,-0.19536795,-0.0094539,"('immoral', 'moral')",-0.1953679,-0.0094539,0.185914
22,-0.20850691,-0.27002016,"('untrustworthy', 'trustworthy')",-0.2085069,-0.2700202,-0.0615133
23,5.8467264,5.972569,"('insincere', 'sincere')",5.8467264,5.972569,0.1258426
24,1.5217417,1.4304526,"('dishonest', 'honest')",1.5217417,1.4304526,-0.0912891
25,0.3295402,0.34603527,"('egoistic', 'altruistic')",0.3295402,0.3460353,0.0164951
26,0.94838566,0.66159344,"('hardhearted', 'benevolent')",0.9483857,0.6615934,-0.2867923
27,1.4158355,1.2186756,"('hardhearted', 'softhearted')",1.4158355,1.2186756,-0.1971599
28,1.0140908,0.9193851,"('disloyal', 'loyal')",1.0140908,0.9193851,-0.0947057
29,-0.6875544,-0.8145049,"('unfair', 'fair')",-0.6875544,-0.8145049,-0.1269505
30,0.6985602,0.7737181,"('intolerant', 'tolerant')",0.6985602,0.7737181,0.0751579
31,-1.4901267,-1.5604502,"('evil', 'good')",-1.4901267,-1.5604502,-0.0703235
32,1.4104269,1.2736357,"('unkind', 'kind')",1.4104269,1.2736357,-0.1367912
33,-0.5048928,-0.5847876,"('wrong', 'right')",-0.5048928,-0.5847876,-0.0798948
34,3.9034457,4.180406,"('mean', 'honorable')",3.9034457,4.1804061,0.2769604
35,-0.8722635,-1.1998887,"('corrupt', 'incorrupt')",-0.8722635,-1.1998887,-0.3276252
36,-0.57452816,-0.72925395,"('hostile', 'amicable')",-0.5745282,-0.7292539,-0.1547257
37,1.1980209,1.1558359,"('fake', 'genuine')",1.1980209,1.1558359,-0.042185
38,-0.50497496,-0.42762578,"('untruthful', 'truthful')",-0.504975,-0.4276258,0.0773492
39,0.4218768,0.4177429,"('exploitative', 'cooperative')",0.4218768,0.4177429,-0.0041339
40,-1.6571617,-1.8746253,"('stingy', 'generous')",-1.6571617,-1.8746253,-0.2174636
41,0.7014087,0.5815072,"('unforgiving', 'forgiving')",0.7014087,0.5815072,-0.1199015
42,-2.0425088,-2.0263915,"('unreliable', 'reliable')",-2.0425088,-2.0263915,0.0161173
43,1.1716832,1.290874,"('irresponsible', 'responsible')",1.1716832,1.290874,0.1191908
44,-1.018218,-0.94758457,"('prejudiced', 'unprejudiced')",-1.018218,-0.9475846,0.0706334
45,0.54283273,0.3105158,"('incompetent', 'competent')",0.5428327,0.3105158,-0.2323169
46,-0.106695496,-0.14362644,"('uncompetitive', 'competitive')",-0.1066955,-0.1436264,-0.0369309
47,4.8376904,4.9665546,"('stupid', 'smart')",4.8376904,4.9665546,0.1288642
48,0.5558064,0.52911097,"('unintelligent', 'intelligent')",0.5558064,0.529111,-0.0266954
49,-0.26810643,-0.084997766,"('unable', 'able')",-0.2681064,-0.0849978,0.1831086
50,-0.351511,-0.34676784,"('clumsy', 'skillful')",-0.351511,-0.3467678,0.0047432
51,0.1892637,0.1285921,"('uneducated', 'educated')",0.1892637,0.1285921,-0.0606716
52,-0.3795796,-0.5486179,"('irrational', 'rational')",-0.3795796,-0.5486179,-0.1690383
53,0.15536527,0.051936205,"('uncreative', 'creative')",0.1553653,0.0519362,-0.1034291
54,0.797602,0.8905413,"('incapable', 'capable')",0.797602,0.8905413,0.0929393
55,0.8659968,0.90348107,"('incompetent', 'clever')",0.8659968,0.9034811,0.0374843
56,0.8380192,0.8326014,"('impractical', 'practical')",0.8380192,0.8326014,-0.0054178
57,-1.8927976,-2.0618126,"('unimaginative', 'imaginative')",-1.8927976,-2.0618126,-0.169015
58,0.43529135,0.32358247,"('undiscriminating', 'discriminating')",0.4352913,0.3235825,-0.1117088
59,-0.30335882,-0.30424106,"('foolish', 'wise')",-0.3033588,-0.3042411,-0.0008823
60,0.43195048,0.70354265,"('inefficient', 'efficient')",0.4319505,0.7035426,0.2715921
61,0.37569445,0.1876369,"('illogical', 'logical')",0.3756945,0.1876369,-0.1880576
62,0.5170595,0.67834955,"('incompetent', 'brilliant')",0.5170595,0.6783496,0.1612901
63,0.31765375,0.35340524,"('unperceptive', 'insightful')",0.3176537,0.3534052,0.0357515
64,-5.7328477,-5.7269363,"('shy', 'confident')",-5.7328477,-5.7269363,0.0059114
65,0.56265926,0.7026191,"('insecure', 'secure')",0.5626593,0.7026191,0.1399598
66,0.21421361,0.02244094,"('inactive', 'active')",0.2142136,0.0224409,-0.1917727
67,-0.6645769,-0.5710425,"('doubtful', 'determined')",-0.6645769,-0.5710425,0.0935344
68,-1.0401802,-0.8832298,"('dependent', 'independent')",-1.0401802,-0.8832298,0.1569504
69,-2.0504065,-2.129728,"('lazy', 'industrious')",-2.0504065,-2.1297281,-0.0793216
70,1.7148452,1.6245646,"('lethargic', 'energetic')",1.7148452,1.6245646,-0.0902806
71,0.7239832,0.6001437,"('diffident', 'self-confident')",0.7239832,0.6001437,-0.1238395
72,0.8502409,1.0297846,"('unambitious', 'ambitious')",0.8502409,1.0297846,0.1795437
73,-3.2548692,-3.2059162,"('helpless', 'self-reliant')",-3.2548692,-3.2059162,0.048953
74,0.22680761,0.050511524,"('undedicated', 'dedicated')",0.2268076,0.0505115,-0.1762961
75,-0.9425976,-0.8725154,"('meek', 'impulsive')",-0.9425976,-0.8725154,0.0700822
76,0.45400494,0.55512357,"('anxious', 'daring')",0.4540049,0.5551236,0.1011187
77,-1.0274953,-0.8816269,"('unmotivated', 'motivated')",-1.0274953,-0.8816269,0.1458684
78,-0.313536,-0.41637886,"('nonresilient', 'resilient')",-0.313536,-0.4163789,-0.1028429
79,-0.455335,-0.46210963,"('wavering', 'unwavering')",-0.455335,-0.4621096,-0.0067746
80,0.06614359,-0.13037252,"('dominated', 'dominating')",0.0661436,-0.1303725,-0.1965161
81,0.20127058,0.23527731,"('submissive', 'aggressive')",0.2012706,0.2352773,0.0340067
82,6.17563,6.282925,"('poor', 'rich')",6.1756301,6.2829251,0.107295
83,-0.29305953,-0.25508124,"('powerless', 'powerful')",-0.2930595,-0.2550812,0.0379783
84,0.42696187,0.37622005,"('inferior', 'superior')",0.4269619,0.37622,-0.0507419
85,-1.2304218,-1.3093824,"('insignificant', 'prestigious')",-1.2304218,-1.3093824,-0.0789606
86,0.5284371,0.33657703,"('uninfluential', 'influential')",0.5284371,0.336577,-0.1918601
87,-0.17911161,-0.29914227,"('unsuccessful', 'successful')",-0.1791116,-0.2991423,-0.1200307
88,-0.22728272,-0.16007228,"('low', 'eminent')",-0.2272827,-0.1600723,0.0672104
