,racer_male,racer_female,tuple,average_male,average_female,female-male
0,0.24244887,0.18367788,"('unsociable', 'sociable')",0.2424489,0.1836779,-0.058771
1,1.0688605,0.8973326,"('unfriendly', 'friendly')",1.0688605,0.8973326,-0.1715279
2,0.35482216,0.43293926,"('unlikable', 'likable')",0.3548222,0.4329393,0.0781171
3,1.0560691,1.0621827,"('repellent', 'pleasant')",1.0560691,1.0621827,0.0061136
4,-7.5441604,-7.603892,"('disliked', 'liked')",-7.5441604,-7.6038918,-0.0597314
5,-0.54624563,-0.6497358,"('distant', 'outgoing')",-0.5462456,-0.6497358,-0.1034902
6,-0.15392748,-0.29840207,"('distant', 'open')",-0.1539275,-0.2984021,-0.1444746
7,1.2932466,1.2795767,"('insensitive', 'sensitive')",1.2932466,1.2795767,-0.0136699
8,1.0949032,0.9088474,"('unaffectionate', 'affectionate')",1.0949032,0.9088474,-0.1860558
9,1.6486328,1.6052463,"('unaffectionate', 'caring')",1.6486328,1.6052463,-0.0433865
10,1.4781492,1.552158,"('unsympathetic', 'sympathetic')",1.4781492,1.552158,0.0740088
11,1.8491046,1.8941271,"('unhelpful', 'helpful')",1.8491046,1.8941271,0.0450225
12,-1.5915245,-1.6424311,"('unsupportive', 'supportive')",-1.5915245,-1.6424311,-0.0509066
13,0.29621038,0.35313207,"('impolite', 'polite')",0.2962104,0.3531321,0.0569217
14,0.21361192,0.15587166,"('antisocial', 'social')",0.2136119,0.1558717,-0.0577402
15,0.28124845,0.19757092,"('boring', 'funny')",0.2812485,0.1975709,-0.0836776
16,-0.31966698,-0.31841046,"('unpopular', 'popular')",-0.319667,-0.3184105,0.0012565
17,-0.511292,-0.4796205,"('nasty', 'nice')",-0.511292,-0.4796205,0.0316715
18,-0.47672072,-0.56722516,"('disagreeable', 'welcoming')",-0.4767207,-0.5672252,-0.0905045
19,-0.8953902,-0.9165746,"('inhospitable', 'hospitable')",-0.8953902,-0.9165746,-0.0211844
20,0.90636885,0.8370531,"('rough', 'thoughtful')",0.9063689,0.8370531,-0.0693158
21,0.21722113,0.34836945,"('immoral', 'moral')",0.2172211,0.3483694,0.1311483
22,-0.024470111,0.0046608336,"('untrustworthy', 'trustworthy')",-0.0244701,0.0046608,0.0291309
23,6.4327164,6.380249,"('insincere', 'sincere')",6.4327164,6.380249,-0.0524674
24,1.6725013,1.5491762,"('dishonest', 'honest')",1.6725013,1.5491762,-0.1233251
25,0.13116942,0.10974164,"('egoistic', 'altruistic')",0.1311694,0.1097416,-0.0214278
26,0.31783155,0.21086746,"('hardhearted', 'benevolent')",0.3178315,0.2108675,-0.106964
27,1.556843,1.345249,"('hardhearted', 'softhearted')",1.556843,1.3452491,-0.2115939
28,1.109544,1.017426,"('disloyal', 'loyal')",1.109544,1.017426,-0.092118
29,-0.43166232,-0.5918162,"('unfair', 'fair')",-0.4316623,-0.5918162,-0.1601539
30,1.2148792,1.2186522,"('intolerant', 'tolerant')",1.2148792,1.2186522,0.003773
31,-1.7302551,-1.8779669,"('evil', 'good')",-1.7302551,-1.8779669,-0.1477118
32,1.250121,1.1741484,"('unkind', 'kind')",1.250121,1.1741484,-0.0759726
33,-0.5465392,-0.58016074,"('wrong', 'right')",-0.5465392,-0.5801607,-0.0336215
34,4.5298295,4.6266656,"('mean', 'honorable')",4.5298295,4.6266656,0.0968361
35,-1.4866008,-1.7364597,"('corrupt', 'incorrupt')",-1.4866008,-1.7364597,-0.2498589
36,-1.0276675,-1.1430134,"('hostile', 'amicable')",-1.0276675,-1.1430134,-0.1153459
37,1.0449475,0.994038,"('fake', 'genuine')",1.0449475,0.994038,-0.0509095
38,-0.44217908,-0.39315945,"('untruthful', 'truthful')",-0.4421791,-0.3931594,0.0490197
39,0.13202229,0.18773687,"('exploitative', 'cooperative')",0.1320223,0.1877369,0.0557146
40,-1.4535685,-1.6418769,"('stingy', 'generous')",-1.4535685,-1.6418769,-0.1883084
41,0.27810958,0.25102514,"('unforgiving', 'forgiving')",0.2781096,0.2510251,-0.0270845
42,-1.9331559,-1.8514006,"('unreliable', 'reliable')",-1.9331559,-1.8514006,0.0817553
