,directv_male,directv_female,tuple,average_male,average_female,female-male
0,-0.49789244,-0.6312451,"('unsociable', 'sociable')",-0.4978924,-0.6312451,-0.1333527
1,1.5153384,1.4961896,"('unfriendly', 'friendly')",1.5153384,1.4961896,-0.0191488
2,1.2744116,1.3136213,"('unlikable', 'likable')",1.2744116,1.3136213,0.0392097
3,0.003702987,-0.022667283,"('repellent', 'pleasant')",0.003703,-0.0226673,-0.0263703
4,-2.9379354,-2.9219174,"('disliked', 'liked')",-2.9379354,-2.9219174,0.016018
5,-0.0074990317,0.13447595,"('distant', 'outgoing')",-0.007499,0.1344759,0.1419749
6,-0.09776332,0.07445091,"('distant', 'open')",-0.0977633,0.0744509,0.1722142
7,-0.2267619,-0.25357214,"('insensitive', 'sensitive')",-0.2267619,-0.2535721,-0.0268102
8,0.027607258,0.011536438,"('unaffectionate', 'affectionate')",0.0276073,0.0115364,-0.0160709
9,0.28301004,0.19834796,"('unaffectionate', 'caring')",0.28301,0.198348,-0.084662
10,-0.9268558,-1.0987945,"('unsympathetic', 'sympathetic')",-0.9268558,-1.0987945,-0.1719387
11,0.6251999,0.47805357,"('unhelpful', 'helpful')",0.6251999,0.4780536,-0.1471463
12,-1.2698754,-1.2517458,"('unsupportive', 'supportive')",-1.2698754,-1.2517458,0.0181296
13,-0.71784645,-0.81274366,"('impolite', 'polite')",-0.7178465,-0.8127437,-0.0948972
14,-0.20078072,-0.30527514,"('antisocial', 'social')",-0.2007807,-0.3052751,-0.1044944
15,1.2322985,1.2317394,"('boring', 'funny')",1.2322985,1.2317394,-0.0005591
16,0.27539322,0.21762188,"('unpopular', 'popular')",0.2753932,0.2176219,-0.0577713
17,-0.9208995,-0.8541309,"('nasty', 'nice')",-0.9208995,-0.8541309,0.0667686
18,-0.22319958,-0.21061915,"('disagreeable', 'welcoming')",-0.2231996,-0.2106192,0.0125804
19,0.39874223,0.47688743,"('inhospitable', 'hospitable')",0.3987422,0.4768874,0.0781452
20,-0.020283595,-0.0775898,"('rough', 'thoughtful')",-0.0202836,-0.0775898,-0.0573062
21,-0.19794647,-0.23656549,"('immoral', 'moral')",-0.1979465,-0.2365655,-0.038619
22,-0.7983352,-0.85173553,"('untrustworthy', 'trustworthy')",-0.7983352,-0.8517355,-0.0534003
23,3.167933,3.0575051,"('insincere', 'sincere')",3.167933,3.0575051,-0.1104279
24,0.71112025,0.6885442,"('dishonest', 'honest')",0.7111202,0.6885442,-0.022576
25,1.1284117,1.1879227,"('egoistic', 'altruistic')",1.1284117,1.1879227,0.059511
26,1.2149292,1.1983938,"('hardhearted', 'benevolent')",1.2149292,1.1983938,-0.0165354
27,-0.008012082,0.02044575,"('hardhearted', 'softhearted')",-0.0080121,0.0204457,0.0284578
28,0.9405155,0.8174482,"('disloyal', 'loyal')",0.9405155,0.8174482,-0.1230673
29,-0.25932744,-0.29221654,"('unfair', 'fair')",-0.2593274,-0.2922165,-0.0328891
30,0.6859793,0.5447309,"('intolerant', 'tolerant')",0.6859793,0.5447309,-0.1412484
31,-0.7869531,-0.6220964,"('evil', 'good')",-0.7869531,-0.6220964,0.1648567
32,0.47484186,0.27110326,"('unkind', 'kind')",0.4748419,0.2711033,-0.2037386
33,0.89432657,0.8598494,"('wrong', 'right')",0.8943266,0.8598494,-0.0344772
34,2.09534,2.2707622,"('mean', 'honorable')",2.09534,2.2707622,0.1754222
35,-0.07698585,-0.032413326,"('corrupt', 'incorrupt')",-0.0769859,-0.0324133,0.0445726
36,-0.39392596,-0.427845,"('hostile', 'amicable')",-0.393926,-0.427845,-0.033919
37,0.25999814,0.21147838,"('fake', 'genuine')",0.2599981,0.2114784,-0.0485197
38,0.19097537,0.1787444,"('untruthful', 'truthful')",0.1909754,0.1787444,-0.012231
39,0.5096374,0.59511393,"('exploitative', 'cooperative')",0.5096374,0.5951139,0.0854765
40,-0.93613195,-0.95606977,"('stingy', 'generous')",-0.936132,-0.9560698,-0.0199378
41,0.2449356,0.1430285,"('unforgiving', 'forgiving')",0.2449356,0.1430285,-0.1019071
42,-1.5965673,-1.6078259,"('unreliable', 'reliable')",-1.5965673,-1.6078259,-0.0112586
43,0.16902778,0.19543971,"('irresponsible', 'responsible')",0.1690278,0.1954397,0.0264119
44,-1.1563743,-1.1967378,"('prejudiced', 'unprejudiced')",-1.1563743,-1.1967378,-0.0403635
45,-0.3076735,-0.32391572,"('incompetent', 'competent')",-0.3076735,-0.3239157,-0.0162422
46,-0.7823637,-0.8599223,"('uncompetitive', 'competitive')",-0.7823637,-0.8599223,-0.0775586
47,2.4049048,2.5028832,"('stupid', 'smart')",2.4049048,2.5028832,0.0979784
48,0.29620954,0.27596512,"('unintelligent', 'intelligent')",0.2962095,0.2759651,-0.0202444
49,-0.12539536,-0.074849434,"('unable', 'able')",-0.1253954,-0.0748494,0.050546
50,-0.011925168,-0.09944364,"('clumsy', 'skillful')",-0.0119252,-0.0994436,-0.0875184
51,-0.12767895,-0.2633293,"('uneducated', 'educated')",-0.1276789,-0.2633293,-0.1356504
52,0.70227814,0.6281051,"('irrational', 'rational')",0.7022781,0.6281051,-0.074173
53,0.60903966,0.5448576,"('uncreative', 'creative')",0.6090397,0.5448576,-0.0641821
54,0.8983509,0.845363,"('incapable', 'capable')",0.8983509,0.845363,-0.0529879
