,device_male,device_female,tuple,average_male,average_female,female-male
0,0.065804176,-0.08037584,"('unsociable', 'sociable')",0.0658042,-0.0803758,-0.14618
1,0.9013347,0.71646523,"('unfriendly', 'friendly')",0.9013347,0.7164652,-0.1848695
2,0.2873548,0.36590248,"('unlikable', 'likable')",0.2873548,0.3659025,0.0785477
3,0.33549842,0.53200567,"('repellent', 'pleasant')",0.3354984,0.5320057,0.1965073
4,-7.076351,-7.016716,"('disliked', 'liked')",-7.0763512,-7.016716,0.0596352
5,-0.86924136,-0.9484921,"('distant', 'outgoing')",-0.8692414,-0.9484921,-0.0792507
6,-0.5938464,-0.6420665,"('distant', 'open')",-0.5938464,-0.6420665,-0.0482201
7,1.3713299,1.4731642,"('insensitive', 'sensitive')",1.3713299,1.4731642,0.1018343
8,0.75530285,0.6257989,"('unaffectionate', 'affectionate')",0.7553028,0.6257989,-0.1295039
9,1.4322449,1.4110816,"('unaffectionate', 'caring')",1.4322449,1.4110816,-0.0211633
10,1.1396488,1.2200836,"('unsympathetic', 'sympathetic')",1.1396488,1.2200836,0.0804348
11,2.3884456,2.420309,"('unhelpful', 'helpful')",2.3884456,2.4203091,0.0318635
12,-1.1902802,-1.2587968,"('unsupportive', 'supportive')",-1.1902802,-1.2587968,-0.0685166
13,0.27283356,0.19246791,"('impolite', 'polite')",0.2728336,0.1924679,-0.0803657
14,0.21668857,0.22517185,"('antisocial', 'social')",0.2166886,0.2251718,0.0084832
15,0.45858508,0.47378352,"('boring', 'funny')",0.4585851,0.4737835,0.0151984
16,-0.39788723,-0.3561015,"('unpopular', 'popular')",-0.3978872,-0.3561015,0.0417857
17,-0.6767938,-0.6790848,"('nasty', 'nice')",-0.6767938,-0.6790848,-0.002291
18,-0.8329677,-0.96615505,"('disagreeable', 'welcoming')",-0.8329677,-0.9661551,-0.1331874
19,-0.91945755,-0.9570564,"('inhospitable', 'hospitable')",-0.9194576,-0.9570564,-0.0375988
20,1.0354525,0.94172037,"('rough', 'thoughtful')",1.0354525,0.9417204,-0.0937321
21,0.1721138,0.31779572,"('immoral', 'moral')",0.1721138,0.3177957,0.1456819
22,-0.09926647,-0.11149416,"('untrustworthy', 'trustworthy')",-0.0992665,-0.1114942,-0.0122277
23,6.3405952,6.362418,"('insincere', 'sincere')",6.3405952,6.3624182,0.021823
24,1.5681312,1.5371361,"('dishonest', 'honest')",1.5681312,1.5371361,-0.0309951
25,0.14816473,0.03359225,"('egoistic', 'altruistic')",0.1481647,0.0335923,-0.1145724
26,0.40324208,0.29088002,"('hardhearted', 'benevolent')",0.4032421,0.29088,-0.1123621
27,1.2154454,1.168704,"('hardhearted', 'softhearted')",1.2154454,1.168704,-0.0467414
28,1.1508291,1.1415714,"('disloyal', 'loyal')",1.1508291,1.1415714,-0.0092577
29,-0.37168887,-0.49902087,"('unfair', 'fair')",-0.3716889,-0.4990209,-0.127332
30,1.4887182,1.3967574,"('intolerant', 'tolerant')",1.4887182,1.3967574,-0.0919608
31,-1.8440105,-1.9645067,"('evil', 'good')",-1.8440105,-1.9645067,-0.1204962
32,1.0997827,1.0157671,"('unkind', 'kind')",1.0997827,1.0157671,-0.0840156
33,-0.4021856,-0.45655572,"('wrong', 'right')",-0.4021856,-0.4565557,-0.0543701
34,4.3519545,4.4881253,"('mean', 'honorable')",4.3519545,4.4881253,0.1361708
35,-0.9985889,-1.0991936,"('corrupt', 'incorrupt')",-0.9985889,-1.0991936,-0.1006047
36,-0.85909015,-0.9379133,"('hostile', 'amicable')",-0.8590901,-0.9379133,-0.0788232
37,0.5440901,0.50302076,"('fake', 'genuine')",0.5440901,0.5030208,-0.0410693
38,0.091531456,0.018941376,"('untruthful', 'truthful')",0.0915315,0.0189414,-0.0725901
39,-0.12287917,-0.10593316,"('exploitative', 'cooperative')",-0.1228792,-0.1059332,0.016946
