,interaction_male,interaction_female,tuple,average_male,average_female,female-male
0,0.27806407,0.08186462,"('unsociable', 'sociable')",0.2780641,0.0818646,-0.1961995
1,1.084893,1.0486096,"('unfriendly', 'friendly')",1.084893,1.0486096,-0.0362834
2,0.660406,0.7877122,"('unlikable', 'likable')",0.660406,0.7877122,0.1273062
3,1.0988723,1.1776339,"('repellent', 'pleasant')",1.0988723,1.1776339,0.0787616
4,-7.1694217,-7.0794344,"('disliked', 'liked')",-7.1694217,-7.0794344,0.0899873
5,-0.5035752,-0.24121009,"('distant', 'outgoing')",-0.5035752,-0.2412101,0.2623651
6,-0.23805118,0.018164363,"('distant', 'open')",-0.2380512,0.0181644,0.2562156
7,0.74242693,0.7938046,"('insensitive', 'sensitive')",0.7424269,0.7938046,0.0513777
8,0.86810565,0.8946533,"('unaffectionate', 'affectionate')",0.8681056,0.8946533,0.0265477
9,1.4505881,1.5739827,"('unaffectionate', 'caring')",1.4505881,1.5739827,0.1233946
10,1.6359985,1.6239787,"('unsympathetic', 'sympathetic')",1.6359985,1.6239787,-0.0120198
11,2.3145843,2.2968223,"('unhelpful', 'helpful')",2.3145843,2.2968223,-0.017762
12,-1.4526336,-1.4552078,"('unsupportive', 'supportive')",-1.4526336,-1.4552078,-0.0025742
13,0.61145234,0.45396996,"('impolite', 'polite')",0.6114523,0.45397,-0.1574823
14,0.08591962,-0.13688448,"('antisocial', 'social')",0.0859196,-0.1368845,-0.2228041
15,0.31756032,0.23264834,"('boring', 'funny')",0.3175603,0.2326483,-0.084912
16,-0.3957114,-0.30154434,"('unpopular', 'popular')",-0.3957114,-0.3015443,0.0941671
17,-0.109629825,-0.027022693,"('nasty', 'nice')",-0.1096298,-0.0270227,0.0826071
18,-0.6209306,-0.74003536,"('disagreeable', 'welcoming')",-0.6209306,-0.7400354,-0.1191048
19,-0.7679256,-0.505767,"('inhospitable', 'hospitable')",-0.7679256,-0.505767,0.2621586
20,0.80209863,0.65455055,"('rough', 'thoughtful')",0.8020986,0.6545506,-0.147548
21,0.34053862,0.38590991,"('immoral', 'moral')",0.3405386,0.3859099,0.0453713
22,-0.25284997,-0.27438816,"('untrustworthy', 'trustworthy')",-0.25285,-0.2743882,-0.0215382
23,6.3327003,6.278124,"('insincere', 'sincere')",6.3327003,6.2781239,-0.0545764
24,1.7859634,1.8197914,"('dishonest', 'honest')",1.7859634,1.8197914,0.033828
25,0.26771587,0.21373677,"('egoistic', 'altruistic')",0.2677159,0.2137368,-0.0539791
26,0.14154057,-0.008173309,"('hardhearted', 'benevolent')",0.1415406,-0.0081733,-0.1497139
27,1.5776336,1.4579637,"('hardhearted', 'softhearted')",1.5776336,1.4579637,-0.1196699
28,1.1433299,1.1541679,"('disloyal', 'loyal')",1.1433299,1.1541679,0.010838
29,-0.70368004,-0.7454289,"('unfair', 'fair')",-0.70368,-0.7454289,-0.0417489
30,0.9385308,0.8621126,"('intolerant', 'tolerant')",0.9385308,0.8621126,-0.0764182
